episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
87,0.9388664648503195,-3.770300789678639,-0.6457692784614929,-0.2552182606170334,-0.1450057949304616,-0.12371284939280305,-0.04200308842121516,-0.1791799733122373,-0.1406159295450239,-0.3411430462744937,-0.05886423900981322,-0.08037835466093453,-0.06520917809338618,0.002763,0.01,0.0,0.97,100,13,1,14
88,0.9441396842386941,-3.7773738068186002,-0.6493015650667703,-0.2566105064955789,-0.14580764580071273,-0.124383071661548,-0.04224246022879209,-0.1802210616270551,-0.14141303372410818,-0.3429138456191693,-0.05918850258803066,-0.08072788700903287,-0.06555336805758981,0.002741,0.01,0.0,0.97,100,13,1,14
89,0.9341080688478625,-3.7835676522642037,-0.652602947845115,-0.25817403358299357,-0.14654506827082178,-0.12523530094993954,-0.042541026621541765,-0.18139427322576954,-0.14236946998692016,-0.34471471437094525,-0.059552485336659564,-0.08113211172291107,-0.06600015922620331,0.002718,0.01,0.0,0.97,100,13,1,14
90,0.9434435690269484,-3.7907049578039738,-0.6561365276661748,-0.2596112039882489,-0.1473145695504599,-0.12592054860296487,-0.042759210568517704,-0.18244533644933927,-0.14313058736858184,-0.346563120686851,-0.059824759950071346,-0.08156213401391851,-0.06635401062935219,0.002696,0.01,0.0,0.97,100,13,1,14
91,0.9429037520391517,-3.7976127296913345,-0.6595917317722513,-0.26096867581146127,-0.1481149829102213,-0.1265670599509259,-0.043024663565660815,-0.18341969172466635,-0.14390973399883808,-0.34827297335899315,-0.06009651741871358,-0.08195930378485924,-0.0666878299968254,0.002674,0.01,0.0,0.97,100,13,1,14
92,0.9457169964760097,-3.804136402111566,-0.6628349655918016,-0.2622006621520196,-0.14883969655194265,-0.12711424969995083,-0.043226749554802546,-0.18431025890404124,-0.14459957663013473,-0.34969575832685096,-0.06035628422906266,-0.08223840682890812,-0.06710234603728163,0.002653,0.01,0.0,0.97,100,13,1,14
93,0.9363417408175554,-3.8019797042887205,-0.6617164608454924,-0.2629084397739503,-0.14867072099874504,-0.12794613359125687,-0.04347560066292252,-0.18534849668909947,-0.14514123377595126,-0.34951866158213957,-0.06063300387970125,-0.0826899119673484,-0.06752675933017054,0.002632,0.01,0.0,0.97,100,13,1,14
94,0.9417934551636209,-3.808828173029478,-0.6651684236353775,-0.2642300197785286,-0.14943378152759285,-0.12856977457984586,-0.043687179333039235,-0.1863059491389402,-0.14586862641878662,-0.3513349562660615,-0.06093184771960877,-0.08311257693454016,-0.06785402948590526,0.002611,0.01,0.0,0.97,100,13,1,14
95,0.9387256964901944,-3.8161110765238884,-0.6687949895556252,-0.2656950882281096,-0.15020891478909956,-0.1292708269253674,-0.043888285304828,-0.18739419942777522,-0.14666637388778778,-0.3534926061719015,-0.06127878643855972,-0.08363819085397498,-0.06823221213745027,0.002591,0.01,0.0,0.97,100,13,1,14
96,0.9368332065263336,-3.8234642040833395,-0.6725953660282369,-0.2672001894989448,-0.15105349348327576,-0.13001211279290106,-0.044128771627696656,-0.1884761980839081,-0.14747061237163442,-0.3555329501181383,-0.06167627813957981,-0.08402323053785507,-0.06860040860209603,0.002571,0.01,0.0,0.97,100,13,1,14
97,0.9392009945568174,-3.8305912539501548,-0.6762959440480621,-0.2686854591819255,-0.15191589720543044,-0.13076039066936465,-0.044404472791358944,-0.18952724995514306,-0.14832438118712596,-0.3574483245252048,-0.06198063279101033,-0.08447241900811023,-0.06898308886852957,0.002551,0.01,0.0,0.97,100,13,1,14
98,0.9401779995280316,-3.8365452092073404,-0.67926992237432,-0.27000931551016366,-0.15256422483137916,-0.13142927933179274,-0.04460619757381775,-0.19049738654932583,-0.1490792661732018,-0.35924096065476896,-0.06230388968023446,-0.08490842756901765,-0.06930059441806442,0.002532,0.01,0.0,0.97,100,13,1,14
99,0.938814204943375,-3.8436475677036026,-0.6828445402395602,-0.2714329950957319,-0.1533488825778105,-0.13212775239305294,-0.04482004342413186,-0.19158054089980672,-0.14989046677743673,-0.36120872459228087,-0.06268906675459235,-0.0854088644037669,-0.0696547305414451,0.002513,0.01,0.0,0.97,100,13,1,14
100,0.9360764144011756,-3.851102639020003,-0.6867262996262778,-0.27299332244930535,-0.15425175390000895,-0.13289369727476658,-0.045069923865003234,-0.19270097303850747,-0.1507357904890106,-0.3630276289560136,-0.06299007024181501,-0.08583810981819322,-0.07010304311085944,0.002494,0.01,0.0,0.97,100,13,1,14
101,0.9386372467857204,-3.858175641008853,-0.6902759478267053,-0.27437825768507473,-0.1550703712266265,-0.13351686833852097,-0.04534891304953014,-0.1936428010378544,-0.15154734048862667,-0.3647420136924403,-0.06325101518822278,-0.08623755439126847,-0.07053462744792367,0.002475,0.01,0.0,0.97,100,13,1,14
102,0.9411616712232267,-3.8648751285528884,-0.6936118669468676,-0.2756979839364645,-0.15580200714451142,-0.13413682374267608,-0.045570557033381365,-0.19462200636803798,-0.15230319524506725,-0.36661093872098405,-0.06353539915608084,-0.0866456818327364,-0.07088902343006671,0.002457,0.01,0.0,0.97,100,13,1,14
103,0.9446946862193925,-3.8706764446901767,-0.6965005992381185,-0.27687884019971165,-0.15646014103714334,-0.13472399611841307,-0.0457626996390601,-0.19550297727731503,-0.15301967055236157,-0.36826928140375226,-0.06379342958817398,-0.08708958978783835,-0.07117890835640704,0.002439,0.01,0.0,0.97,100,13,1,14
104,0.934446028684056,-3.8782128308820183,-0.7003569467198296,-0.2784017622177428,-0.15735087107397366,-0.1354321262524803,-0.0460508558904663,-0.19652767760382076,-0.15392481599580113,-0.3705701432721895,-0.06415791042889252,-0.08771026561666738,-0.07155468485484777,0.002421,0.01,0.0,0.97,100,13,1,14
105,0.9413437079156067,-3.8841826507061534,-0.7034000909369863,-0.2796841748273381,-0.15802299636619072,-0.13605105093231637,-0.046292013677665694,-0.19746435135463808,-0.15464444338519936,-0.3721888420307339,-0.06445588731686637,-0.08805583288320241,-0.07185600312188603,0.002404,0.01,0.0,0.97,100,13,1,14
106,0.934902303095414,-3.890836027098881,-0.7068980773647606,-0.28112766895580704,-0.1588163622914298,-0.13678488350103346,-0.04652078311293391,-0.19843785450746895,-0.15546242164496155,-0.3741255608320408,-0.06477263845726637,-0.08852916946322442,-0.0722722545399362,0.002386,0.01,0.0,0.97,100,13,1,14
107,0.9346134411318848,-3.8981959069655434,-0.7107235978353423,-0.2826382517250789,-0.1596974992329634,-0.13752166481155811,-0.04679499362675322,-0.1995471617383281,-0.15634053549542526,-0.37607358502283805,-0.06506998017417163,-0.08907750350113186,-0.07260523682886334,0.002369,0.01,0.0,0.97,100,13,1,14
108,0.938160130610069,-3.905199305734855,-0.7142377522288073,-0.2840424907116199,-0.16048154222489222,-0.13819523249985913,-0.047021946355432984,-0.20060890681832225,-0.1571352205506923,-0.37803393801123086,-0.0653986083349324,-0.08948454615202861,-0.07300860626562752,0.002352,0.01,0.0,0.97,100,13,1,14
109,0.9389599718276793,-3.911309010775116,-0.7174034147852342,-0.2853384926753107,-0.16118367905806533,-0.13886120027453325,-0.047247345699198535,-0.20152125370339458,-0.15786784225594197,-0.37961597325110064,-0.06571879054628167,-0.08988069674037384,-0.07335034984786915,0.002336,0.01,0.0,0.97,100,13,1,14
110,0.9428706806105527,-3.9173150592438883,-0.7204306299922784,-0.28651918376374114,-0.16186240833561488,-0.1394155723545149,-0.047447211332675286,-0.20238317291263622,-0.1585505580866141,-0.3812211296337742,-0.06601539997223092,-0.09019779623671437,-0.07363767624957292,0.00232,0.01,0.0,0.97,100,13,1,14
111,0.9437891413927123,-3.923216424123077,-0.7233911154011698,-0.28771674676680914,-0.1625079220953005,-0.139996707803842,-0.047639106967777074,-0.20320280629258536,-0.15922724259414536,-0.3827784484707063,-0.0663191979134946,-0.09061148547749617,-0.07398096252963776,0.002304,0.01,0.0,0.97,100,13,1,14
112,0.9421708335446355,-3.929176916129675,-0.7264165610942833,-0.2889242343178631,-0.1631899596140175,-0.1405751271880883,-0.04781879596311695,-0.20404386111606204,-0.15992924770634362,-0.38431949341313343,-0.06661863682323596,-0.0909431019279705,-0.07430771622429554,0.002288,0.01,0.0,0.97,100,13,1,14
113,0.9402666575618417,-3.935098047035288,-0.7293900542078953,-0.2901386342656409,-0.16381997080551186,-0.1411758488554343,-0.04799460999667772,-0.20488283071985877,-0.16055072822507108,-0.3861025672323227,-0.06693539764649539,-0.09134349253145695,-0.07457428434121832,0.002272,0.01,0.0,0.97,100,13,1,14
114,0.9379896985051088,-3.941655841137947,-0.7327450895800021,-0.291452826299804,-0.16458522642276693,-0.14181797411662042,-0.04824585005570355,-0.20577192800650462,-0.16127887469748622,-0.38788504047465194,-0.06722199120147238,-0.09174591083330279,-0.07489625758946793,0.002257,0.01,0.0,0.97,100,13,1,14
115,0.9411158246995791,-3.947594886131147,-0.7357963797440275,-0.29264816549638356,-0.16526522583679598,-0.14237516547657988,-0.04844957919336059,-0.20656400888523285,-0.16193875182711875,-0.3895824545300736,-0.06749369808522826,-0.09219978702997152,-0.0751834981223224,0.002241,0.01,0.0,0.97,100,13,1,14
116,0.9411404983947409,-3.953493654503994,-0.7387473067021333,-0.2938251019928802,-0.16591755689059265,-0.14295638760117638,-0.048609784187155655,-0.20739632080056364,-0.16256989063038052,-0.3910816323103843,-0.067742588474192,-0.09257743079637636,-0.07547996678286734,0.002226,0.01,0.0,0.97,100,13,1,14
117,0.9397297657082002,-3.959298310563862,-0.7417099393347509,-0.2950635358190189,-0.16655161119701445,-0.14356570772468233,-0.04877769198869808,-0.20828031836561545,-0.16328752515412087,-0.39265597785367473,-0.06804485581380602,-0.09294623250929558,-0.07580365785684667,0.002212,0.01,0.0,0.97,100,13,1,14
118,0.9332751267671849,-3.9659251414374794,-0.7450870769618771,-0.2964456595573971,-0.16729287792573835,-0.1442525624630709,-0.048954253269301286,-0.20927819430925626,-0.16405298567770799,-0.39451005724917804,-0.06843546884634337,-0.0934014467091243,-0.0761657706633222,0.002197,0.01,0.0,0.97,100,13,1,14
119,0.9394481306302542,-3.972056919356437,-0.7482139556556673,-0.29767133458126527,-0.16798689699871508,-0.1448572669720234,-0.04914363568487725,-0.21014152253718366,-0.1647012328870636,-0.3960515744973234,-0.06864430402555706,-0.09380312083660493,-0.07640691744441022,0.002182,0.01,0.0,0.97,100,13,1,14
120,0.9422957531419367,-3.9777306613340295,-0.7510356854141583,-0.29882239041326153,-0.1685871900271323,-0.14540620761617742,-0.04929141378217297,-0.21096848110131466,-0.1653258905974298,-0.3975796802557339,-0.06886393051890526,-0.09418938567284536,-0.07674045590644127,0.002168,0.01,0.0,0.97,100,13,1,14
121,0.9446903027141631,-3.983096760448549,-0.7537145762717986,-0.2998771989871752,-0.16916182691465217,-0.1458964216812568,-0.04944725375515087,-0.21173899690574124,-0.16592047298787294,-0.39895691000292316,-0.06910439080450563,-0.09448912505640428,-0.07698698571469251,0.002154,0.01,0.0,0.97,100,13,1,14
122,0.9385095788674149,-3.9890508875306923,-0.7567220466642924,-0.30110352666529916,-0.16983303222539564,-0.14650238711452662,-0.049639428658703195,-0.2126392446530215,-0.16658545064736283,-0.40052265647284696,-0.06941710291476358,-0.09483999747310688,-0.07730438458870777,0.00214,0.01,0.0,0.97,100,13,1,14
123,0.9430186092394122,-3.9945220136397714,-0.7594841453009922,-0.3021856440863393,-0.17047596263177736,-0.1470095084728585,-0.04984955637417776,-0.21341280021640008,-0.16721206808532219,-0.401794170228627,-0.0696247393170467,-0.09517182788596598,-0.07764590947579238,0.002127,0.01,0.0,0.97,100,13,1,14
124,0.9425649492873269,-3.9998605183110696,-0.762138370537693,-0.30325787148035394,-0.17105036998013412,-0.14753201890767906,-0.05001473437824029,-0.21420647354058822,-0.1678189034471678,-0.4032241546769467,-0.06989853105542859,-0.0954822027662841,-0.07788524666375189,0.002113,0.01,0.0,0.97,100,13,1,14
125,0.9424591054096246,-4.005318694698543,-0.7648779477097887,-0.30433713740891727,-0.17166019875075694,-0.14803334619537367,-0.05018808915185971,-0.21493996818168712,-0.16842298850064186,-0.4046286549973114,-0.07015273527890706,-0.0958011993253016,-0.07822894203900532,0.0021,0.01,0.0,0.97,100,13,1,14
126,0.939272072557169,-4.010900650599954,-0.7677248253697461,-0.3055172169777765,-0.17228198851426973,-0.1486525219683221,-0.050367046936730726,-0.21579954109352634,-0.16908929607296153,-0.4061570774625428,-0.07042299807900981,-0.09614250463705669,-0.07851020714846582,0.002087,0.01,0.0,0.97,100,13,1,14
127,0.9435398140492381,-4.016247340156634,-0.7703882896014922,-0.30655630986918336,-0.17286127890080752,-0.1491418483714029,-0.05051404779787394,-0.21651096766810557,-0.16964036037381483,-0.4075460096816409,-0.0706598982436371,-0.09647720243346167,-0.07872998895471327,0.002074,0.01,0.0,0.97,100,13,1,14
128,0.9431607438223648,-4.021475929033219,-0.7730585279214189,-0.3076348021861192,-0.17348172776611942,-0.14966897279338864,-0.050710503457475596,-0.21728435300137583,-0.17022508735020384,-0.40884942683788184,-0.07088365220687425,-0.09678812600337909,-0.07900763459037151,0.002061,0.01,0.0,0.97,100,13,1,14
129,0.937325577485626,-4.027480530127019,-0.7761161856005564,-0.30888073082887424,-0.1741528122689263,-0.1502896865831015,-0.05089920131769551,-0.21818090766441955,-0.1709179340004181,-0.410640701133521,-0.07116074141438998,-0.09727639599180284,-0.07932964035688053,0.002048,0.01,0.0,0.97,100,13,1,14
130,0.9401201613308119,-4.033111718299717,-0.7790017297560888,-0.31003396943540734,-0.17480568343809125,-0.1508800881406193,-0.051110097566904,-0.21898351917032893,-0.17159060805517806,-0.4120385613148086,-0.07141329356004976,-0.09758562589394298,-0.07964251980473044,0.002035,0.01,0.0,0.97,100,13,1,14
131,0.9362706265064302,-4.039076074492059,-0.7820290727958219,-0.31123661076108744,-0.17549116584077662,-0.15145192416774278,-0.05130377016344024,-0.219841997885981,-0.17226255081676867,-0.4136657898790046,-0.07167472064915213,-0.09798790497148183,-0.07998029778262532,0.002023,0.01,0.0,0.97,100,13,1,14
132,0.9415488464250932,-4.044339795970797,-0.7847766168926354,-0.31233030212445734,-0.17611585079817182,-0.15198837402930934,-0.051496012590582285,-0.22059679836690724,-0.17283392185518298,-0.4149951413655665,-0.07187241024249381,-0.09828937752094012,-0.08026016264085484,0.002011,0.01,0.0,0.97,100,13,1,14
133,0.9403942216821926,-4.04973634569278,-0.7875135994573802,-0.31342204922698014,-0.17672743495484539,-0.1525303157546878,-0.05165685023692348,-0.22137031314711017,-0.17341601578928958,-0.4164326033479327,-0.07209057593673375,-0.09862044803313713,-0.08050545726179216,0.001999,0.01,0.0,0.97,100,13,1,14
134,0.9407915979810683,-4.0550207638914815,-0.7902126718128497,-0.3144878657945745,-0.17735505814968264,-0.15304887247372023,-0.051860011389074576,-0.22211315582765997,-0.17400110924249212,-0.4179125841610551,-0.0724166033134473,-0.09897117448094138,-0.08076881613562732,0.001987,0.01,0.0,0.97,100,13,1,14
135,0.9349245171628574,-4.060985186680188,-0.7932421492970697,-0.31568342300101415,-0.17802429775278553,-0.15363751434957537,-0.052036856486155955,-0.22297437693633182,-0.17465439241828362,-0.4194950803300249,-0.07268876625046862,-0.09935240380376763,-0.08104760570184906,0.001975,0.01,0.0,0.97,100,13,1,14
136,0.9402559022064009,-4.066362612803565,-0.795977843276157,-0.3167526250079237,-0.17863211271091994,-0.15415203315493728,-0.052193447976939554,-0.22375049875431563,-0.1751732823149453,-0.42077629028826374,-0.07294761920132077,-0.09965355614166889,-0.08128298196088976,0.001963,0.01,0.0,0.97,100,13,1,14
137,0.9429089491789666,-4.071283854760589,-0.7984495091332972,-0.3177478978407937,-0.17915681810651057,-0.15463351641683434,-0.052320439243727014,-0.22445904161292538,-0.17571088133771318,-0.4220594222912587,-0.07319983135207202,-0.09991157838534416,-0.0815373967402562,0.001952,0.01,0.0,0.97,100,13,1,14
138,0.9410926047065533,-4.076449247130075,-0.801038485261218,-0.31877565230163146,-0.17972143320610134,-0.1551289353118304,-0.05245848344130685,-0.2252254963491939,-0.17630363671665764,-0.42345813114886033,-0.07346226963115977,-0.1002265631892999,-0.08178864844516606,0.00194,0.01,0.0,0.97,100,13,1,14
139,0.9424022866258974,-4.081352698930122,-0.8035234345127168,-0.3197821060083654,-0.1802704103037146,-0.15561101716263664,-0.05262124548626578,-0.22591164800327837,-0.17685037771645237,-0.42483843434807533,-0.07370150949024822,-0.10057718668452696,-0.08204383425917026,0.001929,0.01,0.0,0.97,100,13,1,14
140,0.9418032370998021,-4.086373086030939,-0.8060382234865993,-0.3207563727432451,-0.18083518029852694,-0.15607081068691722,-0.05277426926873772,-0.22662902554116468,-0.17740173067625,-0.42622091495844344,-0.0739128146692236,-0.10088029353539266,-0.08225737319840196,0.001918,0.01,0.0,0.97,100,13,1,14
141,0.9440189857438608,-4.091118549720592,-0.8084599609798147,-0.32171537095611535,-0.18137500751462848,-0.15653347760182326,-0.05292672096737136,-0.22734016612760483,-0.17796810930835646,-0.42746678881405664,-0.07411014957854485,-0.10117333238348904,-0.08245638595190943,0.001907,0.01,0.0,0.97,100,13,1,14
142,0.9422286356695807,-4.096056845919223,-0.8109563787833816,-0.32268922217356494,-0.18192567983320318,-0.15697553745641882,-0.0530682509224696,-0.22798964486504644,-0.17855424680638993,-0.4289952770900148,-0.07432951448779536,-0.10153228917601097,-0.08268603378660039,0.001896,0.01,0.0,0.97,100,13,1,14
143,0.9356634129011521,-4.101434909594772,-0.8137152612280794,-0.32385779801711256,-0.18251708531917019,-0.15756982893634022,-0.05323071988914574,-0.22882032686891463,-0.1792284719315912,-0.4305331679926954,-0.07459389594958979,-0.10192221162820439,-0.08300861245215421,0.001885,0.01,0.0,0.97,100,13,1,14
144,0.944659768797816,-4.105926673798511,-0.815970168414499,-0.3247794652530717,-0.18300212920805287,-0.15799716168925257,-0.053359253709039565,-0.22951440977475868,-0.1797058221783086,-0.431689732959158,-0.07475401686968879,-0.1022178054880322,-0.08326364539250618,0.001875,0.01,0.0,0.97,100,13,1,14
145,0.9445724763234478,-4.110142429804817,-0.8181036514959493,-0.32566634199388367,-0.18346353150002567,-0.15844292039943556,-0.05349060397642943,-0.23013679316980729,-0.18021104497310086,-0.4328495181205453,-0.07496227190748382,-0.10249242332594227,-0.08347511138349487,0.001864,0.01,0.0,0.97,100,13,1,14
146,0.9454542391725486,-4.114546787599798,-0.8203539072211924,-0.32657217183069914,-0.18396032113878902,-0.1588791369276628,-0.05364645760032149,-0.2307751238171594,-0.1807067251561331,-0.43396591552985486,-0.07516746499649628,-0.1027415052617324,-0.08370566259355351,0.001854,0.01,0.0,0.97,100,13,1,14
147,0.9391592546247759,-4.119658960081546,-0.8229970370101668,-0.32760448312137747,-0.18456937373538368,-0.15937514363598412,-0.05386182498580281,-0.23152383747607194,-0.18130593665179265,-0.43527794212773896,-0.07537119892645416,-0.10303809517117293,-0.08396529384559594,0.001843,0.01,0.0,0.97,100,13,1,14
148,0.9423328741730864,-4.124412970951882,-0.8254052414531399,-0.3285324925164815,-0.1851366134733876,-0.1598192483291297,-0.05402727504677456,-0.23219801287525055,-0.18185941744745823,-0.43642268766711245,-0.07556886423952185,-0.10328760011241526,-0.08420335446937946,0.001833,0.01,0.0,0.97,100,13,1,14
149,0.9439382732651963,-4.129036927374649,-0.8276834917745577,-0.3294338297355609,-0.18562317441235784,-0.16023860563482945,-0.05415644496517183,-0.23286483200485786,-0.1823570817456947,-0.4376168318025964,-0.07577379401071108,-0.10359136764943092,-0.08439130890138521,0.001823,0.01,0.0,0.97,100,13,1,14
150,0.9413845290526638,-4.133727359026121,-0.8300527175632665,-0.330348786069296,-0.18616138122389597,-0.16067057555593947,-0.054324474392409096,-0.23357195845510909,-0.18288493410621331,-0.4387847037068466,-0.0759801712403526,-0.10387494313581103,-0.08459558543377899,0.001813,0.01,0.0,0.97,100,13,1,14
151,0.9351478775517028,-4.139178000191694,-0.8328500595997744,-0.33150102654320696,-0.18678100788537902,-0.1612533053379925,-0.054492767415597096,-0.23436458980715025,-0.1835196113373125,-0.4403913348582516,-0.07626310889441218,-0.10425295534099602,-0.08483804894359101,0.001803,0.01,0.0,0.97,100,13,1,14
152,0.9358342384493274,-4.14439531891838,-0.8354775070551749,-0.332564640200864,-0.18736747534276402,-0.16175884423263961,-0.054664626121831546,-0.23509503013358032,-0.184115804761688,-0.4419440646874868,-0.0765622374488511,-0.10460780659217497,-0.08516177509169263,0.001794,0.01,0.0,0.97,100,13,1,14
153,0.9399853460334376,-4.149318262942727,-0.8379479484926912,-0.33353523569358073,-0.18793070222314892,-0.16222792503659417,-0.05481621051138427,-0.23578822596149313,-0.18467229345294472,-0.44324273810293846,-0.07681620060709773,-0.10488108144625559,-0.08540500548599446,0.001784,0.01,0.0,0.97,100,13,1,14
154,0.9430418770517756,-4.153942737785998,-0.8402899254642224,-0.3344619448112132,-0.1884590157812618,-0.1626673961418783,-0.05497000988263222,-0.23645055153086603,-0.18517817572823767,-0.44440381819862623,-0.07701346258398156,-0.1051510365278135,-0.08560774392407783,0.001774,0.01,0.0,0.97,100,13,1,14
155,0.9383315804410611,-4.152355753219017,-0.8397522775887848,-0.33489148420059933,-0.18827363912321196,-0.16317074041528443,-0.05515343032105729,-0.236891669998175,-0.18558258075081813,-0.44409390512289215,-0.07705186996763665,-0.10533911668932226,-0.08590890004780553,0.001765,0.01,0.0,0.97,100,13,1,14
156,0.9395749881186775,-4.157130119299107,-0.842170087083235,-0.3358642702210217,-0.1887922740472964,-0.16363158594559044,-0.05530224131910921,-0.2375884445989988,-0.1861195202043733,-0.44546977668782617,-0.07730400190800626,-0.10567077681156195,-0.08614691655829158,0.001756,0.01,0.0,0.97,100,13,1,14
157,0.9400185388050898,-4.161905349056495,-0.8445270169908957,-0.336766035942956,-0.1893109313056352,-0.16403290019440556,-0.05545217585187863,-0.23824935062351557,-0.18663647094731514,-0.44671266031621654,-0.0774915144700706,-0.10593525526393745,-0.08641539144645358,0.001746,0.01,0.0,0.97,100,13,1,14
158,0.9428903056504113,-4.166337251307888,-0.8467675665577806,-0.3376539643251885,-0.18980770380405218,-0.16445772210573062,-0.05558383532613877,-0.23887602565269422,-0.18715971539520732,-0.4479273463658505,-0.07769662418277486,-0.10622995258162013,-0.08663094606879762,0.001737,0.01,0.0,0.97,100,13,1,14
159,0.9380241045662876,-4.17118670137579,-0.8493063241552585,-0.33868701318659233,-0.19037855498504125,-0.16497568400284468,-0.05575375780914875,-0.23961786878493602,-0.18774455054377834,-0.4491820378084645,-0.07791858764678303,-0.10654281998628422,-0.0868990173462606,0.001728,0.01,0.0,0.97,100,13,1,14
160,0.9403035413153457,-4.175761519664563,-0.851639482989487,-0.33960470031703316,-0.1909037264005037,-0.16540160584005645,-0.05590971609097668,-0.24024594495619384,-0.18826157540890187,-0.45035033034882627,-0.07811014735944632,-0.10685303654119613,-0.08710928737173491,0.001719,0.01,0.0,0.97,100,13,1,14
161,0.9344129827278542,-4.1810531389358525,-0.8542888335997482,-0.34064910418296224,-0.19148291259407962,-0.16589659393838363,-0.056067910334817006,-0.24099702183183527,-0.18880834896327622,-0.45179145631454093,-0.07836418143726616,-0.10716329985696353,-0.08735004398870665,0.001711,0.01,0.0,0.97,100,13,1,14
162,0.944584977570913,-4.184912160175321,-0.8562468180570583,-0.34146098530546115,-0.19192345801780888,-0.16628773659186086,-0.056198319533507096,-0.24160930394387573,-0.18925714059648593,-0.45287300600968233,-0.07853710359329155,-0.10745427923070346,-0.08756363004513155,0.001702,0.01,0.0,0.97,100,13,1,14
163,0.9449397224192078,-4.188960253002879,-0.8582847912347843,-0.3422768365897281,-0.19236568503158885,-0.16666400826129524,-0.056326570240444324,-0.24222934298868354,-0.18971943380790118,-0.45404336522620947,-0.07876916947878661,-0.10769426643644903,-0.08776063364079575,0.001693,0.01,0.0,0.97,100,13,1,14
164,0.9348661575899975,-4.193989072804542,-0.8608697503491299,-0.34330597476148883,-0.1929336325318013,-0.16719135895885492,-0.05646936381481998,-0.24298080801798816,-0.1902905995182418,-0.45548195868117897,-0.07903021928672377,-0.10804588020722296,-0.087975820380499,0.001685,0.01,0.0,0.97,100,13,1,14
165,0.9343404606093232,-4.1990999278951096,-0.8635151534348632,-0.34438150379377036,-0.19351305217249548,-0.16773017159122963,-0.056648696811319045,-0.2437376266974838,-0.19086708027469348,-0.4568934763905722,-0.07924853749873581,-0.1084347942719313,-0.0882813671343421,0.001676,0.01,0.0,0.97,100,13,1,14
166,0.9418265747932004,-4.203489160228551,-0.8657221854944737,-0.34524449317045697,-0.1940219732784073,-0.16814522230057266,-0.05679976521216759,-0.2443464561945023,-0.1913724083264891,-0.4578870606568426,-0.07943032870216009,-0.10865634265304644,-0.08851938818408853,0.001668,0.01,0.0,0.97,100,13,1,14
167,0.937496859769884,-4.208205565363691,-0.868100039335687,-0.34620618232940414,-0.19454354150197264,-0.1686145931018514,-0.0569359772558265,-0.24503559876189537,-0.19189502479743928,-0.4590930850008989,-0.07965507353596686,-0.10893607194190288,-0.08878992331247412,0.001659,0.01,0.0,0.97,100,13,1,14
168,0.9417608828109133,-4.212445463800009,-0.8702776264589903,-0.3470768639027485,-0.19501376474402243,-0.16902654931779967,-0.05706897675436414,-0.2456617473221385,-0.19237855835493092,-0.4603196621018793,-0.07989182660331226,-0.10926129476652398,-0.08902261817085101,0.001651,0.01,0.0,0.97,100,13,1,14
169,0.9369391991428954,-4.217178988885434,-0.8727370525235149,-0.3480751229628618,-0.19556421110741584,-0.16952219029510834,-0.05722235335394376,-0.2463987050197705,-0.1929269294705872,-0.4616426585539975,-0.08010748112690116,-0.10957002537483114,-0.08932886936772985,0.001643,0.01,0.0,0.97,100,13,1,14
170,0.9399070329412159,-4.221572349075499,-0.8750211097057664,-0.34896694331531886,-0.19611262963604714,-0.1699602651208855,-0.057400549502783484,-0.24701472226805102,-0.19344280415907933,-0.4627249169826335,-0.08028408244098509,-0.10983342235626334,-0.08953932214492125,0.001635,0.01,0.0,0.97,100,13,1,14
171,0.9422140497837709,-4.22568600077182,-0.8770557584011093,-0.34978165721468557,-0.19657080413159847,-0.1703442281227442,-0.05754353132844174,-0.24759082373540459,-0.19391253143423787,-0.4637960252893491,-0.08046102898755701,-0.11008846582885419,-0.08973980569108478,0.001627,0.01,0.0,0.97,100,13,1,14
172,0.9374217145147552,-4.230345183992016,-0.8794278014657156,-0.35072742896833314,-0.19710814729511947,-0.17080433414498036,-0.05769962056357061,-0.2482686715542407,-0.19442505441040628,-0.4650321196550587,-0.08074659233021668,-0.11037263382609566,-0.08996529716825032,0.001619,0.01,0.0,0.97,100,13,1,14
173,0.940673207148284,-4.2346814435566325,-0.8816335028628494,-0.35160041635246314,-0.19761369974267992,-0.17123344500438767,-0.05785479619303097,-0.24889544361639115,-0.19490772798275255,-0.4661496987589446,-0.08093182449066866,-0.1106285382186247,-0.09018054803666928,0.001611,0.01,0.0,0.97,100,13,1,14
174,0.9422232688005652,-4.238758199462656,-0.8837106057130293,-0.35243960535834173,-0.19807599556994387,-0.171626530065824,-0.057994409495369034,-0.2495057170163085,-0.19538370214645598,-0.46734313115674625,-0.08112026546702064,-0.11096879413011078,-0.09039760164444115,0.001603,0.01,0.0,0.97,100,13,1,14
175,0.9399255625105735,-4.243001253670974,-0.8858408967021373,-0.35328351874565944,-0.19854381993420686,-0.1720191678315616,-0.05812786740567874,-0.2501215004229413,-0.1958562260315346,-0.46842237197809744,-0.08132580772554726,-0.11121162895334283,-0.09064906276125485,0.001596,0.01,0.0,0.97,100,13,1,14
