episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
265,0.9407598845405115,-4.545664434133369,-1.0399338342101772,-0.41599560336846364,-0.2328149983705594,-0.20287796752805512,-0.06845338997373152,-0.2956229132698164,-0.23127291135628067,-0.5493587711356296,-0.09542624427902703,-0.1304343426310997,-0.10678935675248068,0.001114,0.01,0.0,0.97,100,13,1,14
266,0.9403994845360825,-4.548525672792567,-1.041400674608417,-0.4165878036895134,-0.23313784642292412,-0.20317195335192206,-0.06854531475386692,-0.296056040440552,-0.23161317370943138,-0.5501677380884011,-0.09557311594117027,-0.13064350006304257,-0.10696404171214784,0.00111,0.01,0.0,0.97,100,13,1,14
267,0.9337544704034226,-4.551817658309366,-1.043094014950621,-0.41729451702588805,-0.23351553610978618,-0.20352461432559496,-0.06867071133387724,-0.296566075727467,-0.23201161974047435,-0.5510733519373271,-0.09575084089827075,-0.13086561268862795,-0.1071282648585113,0.001107,0.01,0.0,0.97,100,13,1,14
268,0.9388597904915391,-4.554759960819429,-1.0446211391232554,-0.41791668068650173,-0.233860805104848,-0.2038268791801296,-0.0687799637361336,-0.29701843364006597,-0.23237537777228917,-0.5519059339882503,-0.09593494410229982,-0.13105445050042336,-0.10728969617130202,0.001103,0.01,0.0,0.97,100,13,1,14
269,0.9383993642097431,-4.557472040862264,-1.0460307055680111,-0.41851309488679606,-0.2341777278264349,-0.2041315228446136,-0.06887738016322222,-0.2974746550864347,-0.23274353374872353,-0.5526965889326287,-0.0960792356553478,-0.1312566523113327,-0.10743037496451889,0.001099,0.01,0.0,0.97,100,13,1,14
270,0.9423684918606215,-4.559399360724079,-1.0469381419317219,-0.4189718464243887,-0.23434940821206332,-0.20436116543432087,-0.06891601786186065,-0.2978641903372005,-0.23301683039004872,-0.5533193658835344,-0.09619390836255838,-0.1314163553506153,-0.10755186496751608,0.001096,0.01,0.0,0.97,100,13,1,14
271,0.9391718886867462,-4.56231384176413,-1.0484067958031418,-0.41954925512746405,-0.23468386808628336,-0.20462537545205187,-0.0690162550769696,-0.29830274664708384,-0.23334993615121521,-0.5540326101903448,-0.09631086126049467,-0.13159596323281922,-0.10770167788441054,0.001092,0.01,0.0,0.97,100,13,1,14
272,0.9372130704833919,-4.565208718760985,-1.0498958832824807,-0.4201651675918841,-0.23499913046486853,-0.20493468839121046,-0.06908789153090573,-0.29872427954957764,-0.23367307740112733,-0.5548375338500819,-0.0964292294179932,-0.13180535868700105,-0.10787036143263304,0.001088,0.01,0.0,0.97,100,13,1,14
273,0.9462345574547301,-4.567633976489757,-1.0511200815437718,-0.42064887197564843,-0.2352692639089377,-0.2051614813428253,-0.06916772714245448,-0.2990850935416939,-0.23394243550982377,-0.5554563545402847,-0.09653658792151114,-0.1319426495872924,-0.10800612245764472,0.001085,0.01,0.0,0.97,100,13,1,14
274,0.9442841474732135,-4.570227171394169,-1.0524215241113855,-0.4211634310652138,-0.23555560009908721,-0.2054099458504922,-0.0692387061840862,-0.2994588523698319,-0.23422206933292633,-0.5561667076784181,-0.09669732017146951,-0.13207733313782294,-0.10813779528428459,0.001081,0.01,0.0,0.97,100,13,1,14
275,0.9407017188396988,-4.572956199326624,-1.0538071948320193,-0.4217453850152338,-0.2358597265114148,-0.20569551436281627,-0.06932565912478413,-0.29987176883829053,-0.23457080953552428,-0.5569513024867928,-0.09688843346869368,-0.13222819004953684,-0.10825723755118008,0.001078,0.01,0.0,0.97,100,13,1,14
276,0.9348326693896761,-4.576119335693018,-1.0553988053875902,-0.42238122619532287,-0.2362117551140893,-0.20600697778346136,-0.06942498437093514,-0.3003388503961945,-0.23492419502976242,-0.5577492200459356,-0.09703315693446454,-0.13242620357165452,-0.10843813748660086,0.001074,0.01,0.0,0.97,100,13,1,14
277,0.9420786232495361,-4.57880819986425,-1.0567713352983574,-0.42292719066893836,-0.23653155611569893,-0.2062727584941808,-0.06953330905154337,-0.3007407351960702,-0.2352355338686384,-0.5584054133064291,-0.09712917049154195,-0.13259332901859053,-0.10854664501762608,0.001071,0.01,0.0,0.97,100,13,1,14
278,0.9373170977833092,-4.581742357648961,-1.0582807312083813,-0.42355527342437627,-0.23685269779343285,-0.2065932153329084,-0.06963075236952347,-0.30119838539362015,-0.235572703355478,-0.5593545257094165,-0.09728676543881935,-0.13285315532021946,-0.1086883281466405,0.001067,0.01,0.0,0.97,100,13,1,14
279,0.9437650749742776,-4.584296127832221,-1.059595586505729,-0.4240774728018059,-0.23715414071169236,-0.20685185641838302,-0.06972560619195613,-0.30157386383150153,-0.23585874994950068,-0.5599801442152081,-0.09740363392059115,-0.13297953366833865,-0.1088282592480093,0.001064,0.01,0.0,0.97,100,13,1,14
280,0.9395836122640246,-4.58710523038199,-1.061048329518652,-0.424662491209525,-0.23748262966833647,-0.2071369955958105,-0.06982007855176756,-0.3019722717520579,-0.23617362963183233,-0.5607080089392514,-0.09754628587062264,-0.133125659592328,-0.10899046913068126,0.001061,0.01,0.0,0.97,100,13,1,14
281,0.9393858119887354,-4.589688757640038,-1.062376867819579,-0.4252326282073612,-0.23777003274572753,-0.20741157518939177,-0.06990104855792618,-0.3023759748727773,-0.23649154500680644,-0.5615301044203027,-0.09770680511889715,-0.1333687012958638,-0.10912498321121819,0.001057,0.01,0.0,0.97,100,13,1,14
282,0.9370624652080768,-4.592630271634735,-1.0638813484193708,-0.42584646448553387,-0.2380964777022395,-0.20772429337944237,-0.06998922329776484,-0.30281103234445267,-0.23680192620788731,-0.562363843945082,-0.09785349936962941,-0.13358053826015062,-0.1092945656948275,0.001054,0.01,0.0,0.97,100,13,1,14
283,0.9442439306752017,-4.595082476251202,-1.0651057429134505,-0.42631945817483474,-0.23837101495113464,-0.20794768602887365,-0.07006627178260982,-0.3031465586012632,-0.237061005938151,-0.5629673228729019,-0.09795279089718532,-0.13371574030263608,-0.10940504350969713,0.001051,0.01,0.0,0.97,100,13,1,14
284,0.9386525839815081,-4.597912791526403,-1.0665630676235023,-0.4269037350101343,-0.23870066698268816,-0.20824802084505753,-0.07016406435487385,-0.3035545498943483,-0.23739297424406608,-0.5636247142831922,-0.09805471020840999,-0.13387804747207518,-0.10953710839217858,0.001047,0.01,0.0,0.97,100,13,1,14
285,0.9403842278498018,-4.60043179873962,-1.0678039087942932,-0.42742764833427865,-0.23896091109900414,-0.20849942948230718,-0.07022871234348192,-0.30395743196447816,-0.23768671111473189,-0.5643639153071561,-0.09818854890397385,-0.13406693975986192,-0.10968694654518303,0.001044,0.01,0.0,0.97,100,13,1,14
286,0.9435840707964602,-4.60294892337781,-1.0690755734219763,-0.4279383607407069,-0.23923746143511446,-0.20873799768347634,-0.07031030486988826,-0.30434466854738246,-0.23796732494139505,-0.5650329035306366,-0.09831233431269275,-0.13422908758650634,-0.10981301963601135,0.001041,0.01,0.0,0.97,100,13,1,14
287,0.9388567111558801,-4.6056817523432025,-1.0704768322848093,-0.42851736634758625,-0.23954650759845345,-0.20902204056945325,-0.07040237270523578,-0.3047642892971873,-0.23828932492701296,-0.5657692887304653,-0.09846627891266803,-0.1344011885167533,-0.10997522546255005,0.001037,0.01,0.0,0.97,100,13,1,14
288,0.9406965851996935,-4.608274011398021,-1.0718033897829744,-0.4290490579256223,-0.2398510666637068,-0.20929825181968129,-0.07049518127769892,-0.3051364912634701,-0.23861448416310818,-0.566399610601604,-0.09857240291482361,-0.13452243773519754,-0.11010078138119936,0.001034,0.01,0.0,0.97,100,13,1,14
289,0.9412772533342292,-4.610918882193067,-1.073147474265546,-0.4295849791105397,-0.2401457968074344,-0.2095505091925115,-0.07057614014033645,-0.3055177629343305,-0.23891179035687532,-0.5671393523401748,-0.09870393582545509,-0.13470370126781311,-0.11021912750267103,0.001031,0.01,0.0,0.97,100,13,1,14
290,0.9419327660291515,-4.613427150524933,-1.0744410039662742,-0.430109715497501,-0.24043978883881426,-0.20982034962254292,-0.07066736000531344,-0.30588518280725585,-0.23921462580532016,-0.5677679274781906,-0.09882227443335166,-0.13484528895568026,-0.11037080674362067,0.001028,0.01,0.0,0.97,100,13,1,14
291,0.9413464463145088,-4.616018889601177,-1.0757488957746257,-0.43064152982282794,-0.24072447317510332,-0.21008005067282495,-0.07074299138803024,-0.30625727116725104,-0.23949901758223577,-0.5684783324783456,-0.0989348068076135,-0.13501161697429542,-0.11052201927531424,0.001025,0.01,0.0,0.97,100,13,1,14
292,0.9375722930950665,-4.618856805047053,-1.077174796596133,-0.4312094761859692,-0.2410381073526743,-0.2103568209958927,-0.07082493693744361,-0.3066546742972042,-0.2398104758919818,-0.5692049611507788,-0.09904854730530126,-0.13517482471187822,-0.1106635062379071,0.001022,0.01,0.0,0.97,100,13,1,14
293,0.9451840907946208,-4.621179238431325,-1.0783551838608385,-0.43168831450207273,-0.24129020376651478,-0.21059694298223328,-0.07088910103854906,-0.30699533870265494,-0.2400774147595474,-0.5698765430735023,-0.09916602566423845,-0.13533137960160935,-0.11076238696391384,0.001018,0.01,0.0,0.97,100,13,1,14
294,0.9439747015253492,-4.623520817023308,-1.0795260035770329,-0.43216035141828524,-0.2415504256296076,-0.2108257307603812,-0.0709669886069398,-0.3073347539971699,-0.24035341133214227,-0.5704584423660733,-0.09927955026529696,-0.13547036339259722,-0.11088997376543991,0.001015,0.01,0.0,0.97,100,13,1,14
295,0.9387522806782611,-4.62370535442299,-1.079704560051138,-0.4324171062792718,-0.2415838032685656,-0.2109389368727175,-0.07102330106952415,-0.30768898873984196,-0.24064293256278227,-0.5705749894588826,-0.09934985629888686,-0.1355965304604323,-0.11104271756366708,0.001012,0.01,0.0,0.97,100,13,1,14
296,0.943141052631579,-4.626058108193681,-1.0809060901806562,-0.43291871709610225,-0.24183952842170223,-0.2111938046180678,-0.0710935827449571,-0.30806312281746767,-0.24092774484220367,-0.5712472325196716,-0.09946069515564442,-0.13577497975793612,-0.11117634710631902,0.001009,0.01,0.0,0.97,100,13,1,14
297,0.9418513384880012,-4.628555865257254,-1.0821648365500065,-0.4334384910484388,-0.24210612518098695,-0.21143850440682832,-0.07117410252186761,-0.3084392852027283,-0.24122064816465386,-0.5720244191965685,-0.0995993551652641,-0.1359626564762739,-0.1113188094899536,0.001006,0.01,0.0,0.97,100,13,1,14
298,0.9385226584068413,-4.631092203674729,-1.0834163235332228,-0.4339741842975609,-0.2423749308896564,-0.21169689710245615,-0.07124503927796853,-0.3088519117759992,-0.241528304554915,-0.5727577486788674,-0.09975553096496104,-0.13615047645164957,-0.11147352362345475,0.001003,0.01,0.0,0.97,100,13,1,14
299,0.9358991596638655,-4.633835387635741,-1.0848116395869445,-0.4345636246803168,-0.24267089995510732,-0.21199129131229694,-0.07132920159815423,-0.30928572300458484,-0.24187241258726472,-0.5736738505925165,-0.09995167886868879,-0.13635130589236483,-0.111640413177953,0.001,0.01,0.0,0.97,100,13,1,14
