Time;Failed events;accumulated solution time;branch1;branch2;branch3;branch4;branch5;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;starvation;trips;
Mon 08:31.000000;;9.618104696273804;4;3;1;1;3;178;;12;;;;;;89;
Mon 08:32.000000;;9.618104696273804;4;3;1;1;3;182;;12;;;;;;91;
Mon 08:32.292592;;10.30485987663269;5;3;1;1;3;182;;13;;;;;;91;
Mon 08:33.000000;;10.30485987663269;5;3;1;1;3;184;;13;;;;;;92;
Mon 08:34.000000;;10.30485987663269;5;3;1;1;3;186;;13;;;;;;93;
Mon 08:35.000000;;10.30485987663269;5;3;1;1;3;190;;13;;;;;;95;
Mon 08:36.000000;;10.30485987663269;5;3;1;1;3;192;;13;;;;;;96;
Mon 08:38.000000;;10.30485987663269;5;3;1;1;3;194;;13;;;;;;97;
Mon 08:39.000000;;10.30485987663269;5;3;1;1;3;196;;13;;;;;;98;
Mon 08:40.000000;;10.30485987663269;5;3;1;1;3;198;;13;;;;;;99;
Mon 08:41.885655;;10.930057525634766;5;3;2;1;3;198;;14;;;;;;99;
Mon 08:42.000000;;10.930057525634766;5;3;2;1;3;200;;14;;;;;;100;
Mon 08:44.000000;;10.930057525634766;5;3;2;1;3;202;;14;;;;;;101;
Mon 08:49.860320;;11.491804838180542;6;3;2;1;3;202;;15;;;;;;101;
Mon 08:52.000000;;11.491804838180542;6;3;2;1;3;204;;15;;;;;;102;
Mon 08:53.000000;;11.491804838180542;6;3;2;1;3;206;;15;;;;;;103;
Mon 08:54.000000;;11.491804838180542;6;3;2;1;3;212;;15;;;;;;106;
Mon 08:55.000000;;11.491804838180542;6;3;2;1;3;216;;15;;;;;;108;
Mon 08:56.000000;;11.491804838180542;6;3;2;1;3;218;;15;;;;;;109;
Mon 08:56.491700;;12.167688608169556;7;3;2;1;3;218;;16;;;;;;109;
Mon 08:58.000000;;12.167688608169556;7;3;2;1;3;220;;16;;;;;;110;
Mon 09:01.000000;;12.167688608169556;7;3;2;1;3;226;;16;;;;;;113;
Mon 09:02.000000;;12.167688608169556;7;3;2;1;3;232;;16;;;;;;116;
Mon 09:03.000000;;12.167688608169556;7;3;2;1;3;234;;16;;;;;;117;
Mon 09:05.000000;;12.167688608169556;7;3;2;1;3;240;;16;;;;;;120;
Mon 09:05.544442;;13.298787593841553;8;3;2;1;3;240;;17;;;;;;120;
Mon 09:06.000000;;13.298787593841553;8;3;2;1;3;246;;17;;;;;;123;
Mon 09:07.000000;;13.298787593841553;8;3;2;1;3;250;;17;;;;;;125;
Mon 09:09.000000;;13.298787593841553;8;3;2;1;3;252;;17;;;;;;126;
Mon 09:10.000000;;13.298787593841553;8;3;2;1;3;260;;17;;;;;;130;
Mon 09:11.000000;;13.298787593841553;8;3;2;1;3;262;;17;;;;;;131;
Mon 09:12.000000;;13.298787593841553;8;3;2;1;3;268;;17;;;;;;134;
Mon 09:12.343567;;13.973299741744995;8;3;2;2;3;268;;18;;;;;;134;
Mon 09:13.000000;;13.973299741744995;8;3;2;2;3;272;;18;;;;;;136;
Mon 09:14.000000;;13.973299741744995;8;3;2;2;3;276;;18;;;;;;138;
Mon 09:15.000000;;13.973299741744995;8;3;2;2;3;278;;18;;;;;;139;
Mon 09:16.000000;;13.973299741744995;8;3;2;2;3;280;;18;;;;;;140;
Mon 09:17.000000;;13.973299741744995;8;3;2;2;3;284;;18;;;;;;142;
Mon 09:19.000000;;13.973299741744995;8;3;2;2;3;292;;18;;;;;;146;
Mon 09:20.000000;;13.973299741744995;8;3;2;2;3;296;;18;;;;;;148;
Mon 09:21.000000;;13.973299741744995;8;3;2;2;3;302;;18;;;;;;151;
Mon 09:21.239879;;14.606814622879028;9;3;2;2;3;302;;19;;;;;;151;
Mon 09:22.000000;;14.606814622879028;9;3;2;2;3;308;;19;;;;;;154;
Mon 09:23.000000;;14.606814622879028;9;3;2;2;3;310;;19;;;;;;155;
Mon 09:25.000000;;14.606814622879028;9;3;2;2;3;314;;19;;;;;;157;
Mon 09:26.000000;;14.606814622879028;9;3;2;2;3;318;;19;;;;;;159;
Mon 09:28.000000;;14.606814622879028;9;3;2;2;3;326;;19;;;;;;163;
Mon 09:29.000000;;14.606814622879028;9;3;2;2;3;328;;19;;;;;;164;
Mon 09:30.000000;;14.606814622879028;9;3;2;2;3;332;;19;;;;;;166;
Mon 09:31.000000;;14.606814622879028;9;3;2;2;3;338;;19;;;;;;169;
Mon 09:31.932521;;15.283924102783203;9;3;3;2;3;338;;20;;;;;;169;
Mon 09:32.000000;;15.283924102783203;9;3;3;2;3;340;;20;;;;;;170;
Mon 09:33.000000;;15.283924102783203;9;3;3;2;3;344;;20;;;;;;172;
Mon 09:34.000000;;15.283924102783203;9;3;3;2;3;346;;20;;;;;;173;
Mon 09:35.000000;;15.283924102783203;9;3;3;2;3;348;;20;;;;;;174;
Mon 09:37.000000;;15.283924102783203;9;3;3;2;3;354;;20;;;;;;177;
Mon 09:38.000000;;15.283924102783203;9;3;3;2;3;358;;20;;;;;;179;
Mon 09:40.000000;;15.283924102783203;9;3;3;2;3;362;;20;;;;;;181;
Mon 09:41.000000;;15.283924102783203;9;3;3;2;3;368;;20;;;;;;184;
Mon 09:42.818665;;15.863451957702637;10;3;3;2;3;368;;21;;;;;;184;
Mon 09:43.000000;;15.863451957702637;10;3;3;2;3;372;;21;;;;;;186;
Mon 09:44.000000;;15.863451957702637;10;3;3;2;3;374;;21;;;;;;187;
Mon 09:45.000000;;15.863451957702637;10;3;3;2;3;378;;21;;;;;;189;
Mon 09:46.000000;;15.863451957702637;10;3;3;2;3;380;;21;;;;;;190;
Mon 09:47.000000;;15.863451957702637;10;3;3;2;3;386;;21;;;;;;193;
Mon 09:48.000000;;15.863451957702637;10;3;3;2;3;388;;21;;;;;;194;
Mon 09:50.000000;;15.863451957702637;10;3;3;2;3;394;;21;;;;;;197;
Mon 09:52.000000;;15.863451957702637;10;3;3;2;3;398;;21;;;;;;199;
Mon 09:52.568901;;16.474467515945435;10;3;3;2;4;398;;22;;;;;;199;
Mon 09:53.000000;;16.474467515945435;10;3;3;2;4;400;;22;;;;;;200;
Mon 09:54.000000;;16.474467515945435;10;3;3;2;4;408;;22;;;;;;204;
Mon 09:55.000000;;16.474467515945435;10;3;3;2;4;410;;22;;;;;;205;
Mon 09:56.000000;;16.474467515945435;10;3;3;2;4;412;;22;;;;;;206;
Mon 09:58.000000;;16.474467515945435;10;3;3;2;4;416;;22;;;;;;208;
Mon 10:00.000000;;16.474467515945435;10;3;3;2;4;418;;22;;;;;;209;
Mon 10:01.000000;;16.474467515945435;10;3;3;2;4;420;;22;;;;;;210;
Mon 10:02.000000;;16.474467515945435;10;3;3;2;4;424;;22;;;;;;212;
Mon 10:03.000000;;16.474467515945435;10;3;3;2;4;430;;22;;;;;;215;
Mon 10:03.199647;;17.84561824798584;10;3;3;2;5;430;;23;;;;;;215;
Mon 10:04.000000;;17.84561824798584;10;3;3;2;5;432;;23;;;;;;216;
Mon 10:05.000000;;17.84561824798584;10;3;3;2;5;438;;23;;;;;;219;
Mon 10:07.000000;;17.84561824798584;10;3;3;2;5;442;;23;;;;;;221;
Mon 10:08.000000;;17.84561824798584;10;3;3;2;5;446;;23;;;;;;223;
Mon 10:10.000000;;17.84561824798584;10;3;3;2;5;448;;23;;;;;;224;
Mon 10:11.000000;;17.84561824798584;10;3;3;2;5;450;;23;;;;;;225;
Mon 10:12.831027;;19.20612597465515;10;3;3;2;6;450;;24;;;;;;225;
Mon 10:13.000000;;19.20612597465515;10;3;3;2;6;452;;24;;;;;;226;
Mon 10:15.000000;;19.20612597465515;10;3;3;2;6;456;;24;;;;;;228;
Mon 10:16.000000;;19.20612597465515;10;3;3;2;6;458;;24;;;;;;229;
Mon 10:17.000000;;19.20612597465515;10;3;3;2;6;462;;24;;;;;;231;
Mon 10:18.000000;;19.20612597465515;10;3;3;2;6;464;;24;;;;;;232;
Mon 10:19.000000;;19.20612597465515;10;3;3;2;6;468;;24;;;;;;234;
Mon 10:20.581304;;19.979323625564575;11;3;3;2;6;468;;25;;;;;;234;
Mon 10:21.000000;;19.979323625564575;11;3;3;2;6;470;;25;;;;;;235;
Mon 10:22.000000;;19.979323625564575;11;3;3;2;6;472;;25;;;;;;236;
Mon 10:23.000000;;19.979323625564575;11;3;3;2;6;474;;25;;;;;;237;
Mon 10:26.000000;;19.979323625564575;11;3;3;2;6;482;;25;;;;;;241;
Mon 10:26.036019;;20.5229275226593;11;3;4;2;6;482;;26;;;;;;241;
Mon 10:27.000000;;20.5229275226593;11;3;4;2;6;484;;26;;;;;;242;
Mon 10:28.000000;;20.5229275226593;11;3;4;2;6;486;;26;;;;;;243;
Mon 10:29.000000;;20.5229275226593;11;3;4;2;6;488;;26;;;;;;244;
Mon 10:32.000000;;20.5229275226593;11;3;4;2;6;494;;26;;;;;;247;
Mon 10:33.000000;;20.5229275226593;11;3;4;2;6;502;;26;;;;;;251;
Mon 10:34.000000;;20.5229275226593;11;3;4;2;6;508;;26;;;;;;254;
Mon 10:35.000000;;20.5229275226593;11;3;4;2;6;516;;26;;;;;;258;
Mon 10:35.132510;;21.125569343566895;12;3;4;2;6;516;;27;;;;;;258;
Mon 10:36.000000;;21.125569343566895;12;3;4;2;6;520;;27;;;;;;260;
Mon 10:37.000000;;21.125569343566895;12;3;4;2;6;524;;27;;;;;;262;
Mon 10:38.000000;;21.125569343566895;12;3;4;2;6;536;;27;;;;;;268;
Mon 10:39.000000;;21.125569343566895;12;3;4;2;6;538;;27;;;;;;269;
Mon 10:40.000000;;21.125569343566895;12;3;4;2;6;540;;27;;;;;;270;
Mon 10:41.000000;;21.125569343566895;12;3;4;2;6;542;;27;;;;;;271;
Mon 10:42.000000;;21.125569343566895;12;3;4;2;6;544;;27;;;;;;272;
Mon 10:45.658561;;21.7100727558136;13;3;4;2;6;544;;28;;;;;;272;
Mon 10:47.000000;;21.7100727558136;13;3;4;2;6;548;;28;;;;;;274;
Mon 10:48.000000;;21.7100727558136;13;3;4;2;6;550;;28;;;;;;275;
Mon 10:49.000000;;21.7100727558136;13;3;4;2;6;554;;28;;;;;;277;
Mon 10:53.000000;;21.7100727558136;13;3;4;2;6;558;;28;;;;;;279;
Mon 10:54.000000;;21.7100727558136;13;3;4;2;6;560;;28;;;;;;280;
Mon 10:55.000000;;21.7100727558136;13;3;4;2;6;562;;28;;;;;;281;
Mon 10:55.834433;;22.35311985015869;14;3;4;2;6;562;;29;;;;;;281;
Mon 10:56.000000;;22.35311985015869;14;3;4;2;6;566;;29;;;;;;283;
Mon 10:57.000000;;22.35311985015869;14;3;4;2;6;568;;29;;;;;;284;
Mon 11:00.000000;;22.35311985015869;14;3;4;2;6;572;;29;;;;;;286;
Mon 11:01.000000;;22.35311985015869;14;3;4;2;6;574;;29;;;;;;287;
Mon 11:02.000000;;22.35311985015869;14;3;4;2;6;578;;29;;;;;;289;
Mon 11:03.000000;;22.35311985015869;14;3;4;2;6;580;;29;;;;;;290;
Mon 11:04.000000;;22.35311985015869;14;3;4;2;6;582;;29;;;;;;291;
Mon 11:07.000000;;22.35311985015869;14;3;4;2;6;586;;29;;;;;;293;
Mon 11:08.000000;;22.35311985015869;14;3;4;2;6;588;;29;;;;;;294;
Mon 11:09.000000;;22.35311985015869;14;3;4;2;6;594;;29;;;;;;297;
Mon 11:10.000000;;22.35311985015869;14;3;4;2;6;596;;29;;;;;;298;
Mon 11:12.000000;;22.35311985015869;14;3;4;2;6;598;;29;;;;;;299;
Mon 11:14.000000;;22.35311985015869;14;3;4;2;6;604;;29;;;;;;302;
Mon 11:14.704934;;23.216445684432983;15;3;4;2;6;604;;30;;;;;;302;
Mon 11:15.000000;;23.216445684432983;15;3;4;2;6;608;;30;;;;;;304;
Mon 11:17.000000;;23.216445684432983;15;3;4;2;6;614;;30;;;;;;307;
Mon 11:18.000000;;23.216445684432983;15;3;4;2;6;622;;30;;;;;;311;
Mon 11:19.811051;;24.266205310821533;15;4;4;2;6;622;;31;;;;;;311;
Mon 11:20.000000;;24.266205310821533;15;4;4;2;6;624;;31;;;;;;312;
Mon 11:21.000000;;24.266205310821533;15;4;4;2;6;628;;31;;;;;;314;
Mon 11:22.000000;;24.266205310821533;15;4;4;2;6;630;;31;;;;;;315;
Mon 11:24.000000;;24.266205310821533;15;4;4;2;6;634;;31;;;;;;317;
Mon 11:25.000000;;24.266205310821533;15;4;4;2;6;636;;31;;;;;;318;
Mon 11:26.000000;;24.266205310821533;15;4;4;2;6;642;;31;;;;;;321;
Mon 11:28.000000;;24.266205310821533;15;4;4;2;6;646;;31;;;;;;323;
Mon 11:29.000000;;24.266205310821533;15;4;4;2;6;654;;31;;;;;;327;
Mon 11:30.000000;;24.266205310821533;15;4;4;2;6;656;;31;;;;;;328;
Mon 11:31.271538;;25.21913242340088;15;4;4;3;6;656;;32;;;;;;328;
Mon 11:32.000000;;25.21913242340088;15;4;4;3;6;658;;32;;;;;;329;
Mon 11:33.000000;;25.21913242340088;15;4;4;3;6;660;;32;;;;;;330;
Mon 11:34.000000;;25.21913242340088;15;4;4;3;6;668;;32;;;;;;334;
Mon 11:36.000000;;25.21913242340088;15;4;4;3;6;674;;32;;;;;;337;
Mon 11:37.000000;;25.21913242340088;15;4;4;3;6;676;;32;;;;;;338;
Mon 11:38.000000;;25.21913242340088;15;4;4;3;6;682;;32;;;;;;341;
Mon 11:39.000000;;25.21913242340088;15;4;4;3;6;686;;32;;;;;;343;
Mon 11:39.830351;;25.878419160842896;16;4;4;3;6;686;;33;;;;;;343;
Mon 11:40.000000;;25.878419160842896;16;4;4;3;6;690;;33;;;;;;345;
Mon 11:41.000000;;25.878419160842896;16;4;4;3;6;694;;33;;;;;;347;
Mon 11:42.000000;;25.878419160842896;16;4;4;3;6;698;;33;;;;;;349;
Mon 11:43.000000;;25.878419160842896;16;4;4;3;6;700;;33;;;;;;350;
Mon 11:44.000000;;25.878419160842896;16;4;4;3;6;702;;33;;;;;;351;
Mon 11:45.000000;;25.878419160842896;16;4;4;3;6;704;;33;;;;;;352;
Mon 11:46.000000;;25.878419160842896;16;4;4;3;6;718;;33;;;;;;359;
Mon 11:47.000000;;25.878419160842896;16;4;4;3;6;722;;33;;;;;;361;
Mon 11:48.000000;;25.878419160842896;16;4;4;3;6;724;;33;;;;;;362;
Mon 11:49.000000;;25.878419160842896;16;4;4;3;6;730;;33;;;;;;365;
Mon 11:50.000000;;25.878419160842896;16;4;4;3;6;734;;33;;;;;;367;
Mon 11:51.000000;;25.878419160842896;16;4;4;3;6;738;;33;;;;;;369;
Mon 11:51.626583;;26.401394605636597;17;4;4;3;6;738;;34;;;;;;369;
Mon 11:52.000000;;26.401394605636597;17;4;4;3;6;742;;34;;;;;;371;
Mon 11:54.000000;;26.401394605636597;17;4;4;3;6;750;;34;;;;;;375;
Mon 11:57.000000;;26.401394605636597;17;4;4;3;6;754;;34;;;;;;377;
Mon 11:59.000000;;26.401394605636597;17;4;4;3;6;756;;34;;;;;;378;
Mon 12:00.804659;;27.075692415237427;17;4;4;4;6;756;;35;;;;;;378;
Mon 12:01.000000;;27.075692415237427;17;4;4;4;6;760;;35;;;;;;380;
Mon 12:04.000000;;27.075692415237427;17;4;4;4;6;762;;35;;;;;;381;
Mon 12:05.000000;;27.075692415237427;17;4;4;4;6;768;;35;;;;;;384;
Mon 12:06.000000;;27.075692415237427;17;4;4;4;6;772;;35;;;;;;386;
Mon 12:07.000000;;27.075692415237427;17;4;4;4;6;774;;35;;;;;;387;
Mon 12:07.305187;;27.60306453704834;18;4;4;4;6;774;;36;;;;;;387;
Mon 12:08.000000;;27.60306453704834;18;4;4;4;6;780;;36;;;;;;390;
Mon 12:11.000000;;27.60306453704834;18;4;4;4;6;784;;36;;;;;;392;
Mon 12:12.000000;;27.60306453704834;18;4;4;4;6;786;;36;;;;;;393;
Mon 12:13.000000;;27.60306453704834;18;4;4;4;6;790;;36;;;;;;395;
Mon 12:14.000000;;27.60306453704834;18;4;4;4;6;792;;36;;;;;;396;
Mon 12:15.000000;;27.60306453704834;18;4;4;4;6;798;;36;;;;;;399;
Mon 12:16.000000;;27.60306453704834;18;4;4;4;6;800;;36;;;;;;400;
Mon 12:17.000000;;27.60306453704834;18;4;4;4;6;806;;36;;;;;;403;
Mon 12:18.000000;;27.60306453704834;18;4;4;4;6;808;;36;;;;;;404;
Mon 12:20.000000;;27.60306453704834;18;4;4;4;6;814;;36;;;;;;407;
Mon 12:20.963010;;28.221445322036743;19;4;4;4;6;814;;37;;;;;;407;
Mon 12:22.000000;;28.221445322036743;19;4;4;4;6;818;;37;;;;;;409;
Mon 12:23.000000;;28.221445322036743;19;4;4;4;6;828;;37;;;;;;414;
Mon 12:24.000000;;28.221445322036743;19;4;4;4;6;830;;37;;;;;;415;
Mon 12:25.000000;;28.221445322036743;19;4;4;4;6;838;;37;;;;;;419;
Mon 12:26.000000;;28.221445322036743;19;4;4;4;6;844;;37;;;;;;422;
Mon 12:27.000000;;28.221445322036743;19;4;4;4;6;848;;37;;;;;;424;
Mon 12:28.000000;;28.221445322036743;19;4;4;4;6;852;;37;;;;;;426;
Mon 12:29.000000;;28.221445322036743;19;4;4;4;6;854;;37;;;;;;427;
Mon 12:30.000000;;28.221445322036743;19;4;4;4;6;856;;37;;;;;;428;
Mon 12:31.000000;;28.221445322036743;19;4;4;4;6;858;;37;;;;;;429;
Mon 12:31.275060;;28.96434473991394;19;4;4;5;6;858;;38;;;;;;429;
Mon 12:33.000000;;28.96434473991394;19;4;4;5;6;862;;38;;;;;;431;
Mon 12:34.000000;;28.96434473991394;19;4;4;5;6;864;;38;;;;;;432;
Mon 12:35.000000;;28.96434473991394;19;4;4;5;6;866;;38;;;;;;433;
Mon 12:37.000000;;28.96434473991394;19;4;4;5;6;868;;38;;;;;;434;
Mon 12:38.000000;;28.96434473991394;19;4;4;5;6;874;;38;;;;;;437;
Mon 12:39.000000;;28.96434473991394;19;4;4;5;6;882;;38;;;;;;441;
Mon 12:39.849503;;29.457384824752808;20;4;4;5;6;882;;39;;;;;;441;
Mon 12:40.000000;;29.457384824752808;20;4;4;5;6;884;;39;;;;;;442;
Mon 12:41.000000;;29.457384824752808;20;4;4;5;6;888;;39;;;;;;444;
Mon 12:42.000000;;29.457384824752808;20;4;4;5;6;890;;39;;;;;;445;
Mon 12:43.000000;;29.457384824752808;20;4;4;5;6;896;;39;;;;;;448;
Mon 12:44.000000;;29.457384824752808;20;4;4;5;6;900;;39;;;;;;450;
Mon 12:45.000000;;29.457384824752808;20;4;4;5;6;902;;39;;;;;;451;
Mon 12:47.000000;;29.457384824752808;20;4;4;5;6;906;;39;;;;;;453;
Mon 12:48.000000;;29.457384824752808;20;4;4;5;6;910;;39;;;;;;455;
Mon 12:50.000000;;29.457384824752808;20;4;4;5;6;914;;39;;;;;;457;
Mon 12:51.000000;;29.457384824752808;20;4;4;5;6;920;;39;;;;;;460;
Mon 12:52.000000;;29.457384824752808;20;4;4;5;6;922;;39;;;;;;461;
Mon 12:53.000000;;29.457384824752808;20;4;4;5;6;936;;39;;;;;;468;
Mon 12:54.000000;;29.457384824752808;20;4;4;5;6;940;;39;;;;;;470;
Mon 12:54.186741;;30.07075071334839;21;4;4;5;6;940;;40;;;;;;470;
Mon 12:55.000000;;30.07075071334839;21;4;4;5;6;944;;40;;;;;;472;
Mon 12:56.000000;;30.07075071334839;21;4;4;5;6;946;;40;;;;;;473;
Mon 12:57.000000;;30.07075071334839;21;4;4;5;6;948;;40;;;;;;474;
Mon 12:58.000000;;30.07075071334839;21;4;4;5;6;952;;40;;;;;;476;
Mon 12:59.000000;;30.07075071334839;21;4;4;5;6;960;;40;;;;;;480;
Mon 13:00.000000;;30.07075071334839;21;4;4;5;6;962;;40;;;;;;481;
Mon 13:01.000000;;30.07075071334839;21;4;4;5;6;966;;40;;;;;;483;
Mon 13:03.000000;;30.07075071334839;21;4;4;5;6;972;;40;;;;;;486;
Mon 13:04.000000;;30.07075071334839;21;4;4;5;6;982;;40;;;;;;491;
Mon 13:05.000000;;30.07075071334839;21;4;4;5;6;988;;40;;;;;;494;
Mon 13:06.000000;;30.07075071334839;21;4;4;5;6;990;;40;;;;;;495;
Mon 13:07.000000;;30.07075071334839;21;4;4;5;6;994;;40;;;;;;497;
Mon 13:07.218193;;30.983023405075073;22;4;4;5;6;994;;41;;;;;;497;
Mon 13:08.000000;;30.983023405075073;22;4;4;5;6;996;;41;;;;;;498;
Mon 13:09.000000;;30.983023405075073;22;4;4;5;6;998;;41;;;;;;499;
Mon 13:11.000000;;30.983023405075073;22;4;4;5;6;1004;;41;;;;;;502;
Mon 13:12.000000;;30.983023405075073;22;4;4;5;6;1006;;41;;;;;;503;
Mon 13:13.000000;;30.983023405075073;22;4;4;5;6;1010;;41;;;;;;505;
Mon 13:14.000000;;30.983023405075073;22;4;4;5;6;1012;;41;;;;;;506;
Mon 13:15.000000;;30.983023405075073;22;4;4;5;6;1014;;41;;;;;;507;
Mon 13:16.000000;;30.983023405075073;22;4;4;5;6;1018;;41;;;;;;509;
Mon 13:17.000000;;30.983023405075073;22;4;4;5;6;1022;;41;;;;;;511;
Mon 13:18.394064;;31.8716561794281;23;4;4;5;6;1022;;42;;;;;;511;
Mon 13:19.000000;;31.8716561794281;23;4;4;5;6;1028;;42;;;;;;514;
Mon 13:21.000000;;31.8716561794281;23;4;4;5;6;1030;;42;;;;;;515;
