episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
130,0.9322879185982293,-4.281414715942429,-0.9277108295960773,-0.3770087532213204,-0.20630567342614495,-0.26805315571311117,-0.18155103487913285,-0.5542813835586159,0.002035,0.01,0.0,0.97,100,11,1,12
131,0.9318763901058166,-4.287864883246291,-0.931062451178192,-0.3783640007260275,-0.20707107913966197,-0.2690096146927315,-0.1822238763121119,-0.5560345437888389,0.002023,0.01,0.0,0.97,100,10,1,11
132,0.9323866116090912,-4.2942317975760504,-0.9343559042421611,-0.37967950737740824,-0.20779688519283201,-0.26992990805169675,-0.18284272650261418,-0.5579060284291472,0.002011,0.01,0.0,0.97,100,10,1,11
133,0.9315419929786659,-4.300611207903309,-0.9376662646407934,-0.38102454780155104,-0.20852656692330387,-0.2708397130107725,-0.18347675346597028,-0.5598584382896837,0.001999,0.01,0.0,0.97,100,10,1,11
134,0.9288457616749372,-4.307191828199539,-0.9410820590779245,-0.38240863696766686,-0.2092782035638957,-0.27179677518152656,-0.18412138100546804,-0.562013646628748,0.001987,0.01,0.0,0.97,100,10,1,11
135,0.9282799325463744,-4.313858602938892,-0.9445847108753219,-0.3838052380556075,-0.2100907581314254,-0.2727653520767315,-0.18480164719631367,-0.5639987242653166,0.001975,0.01,0.0,0.97,100,10,1,11
136,0.9309893429554418,-4.320237835586035,-0.9478748025861299,-0.3851097225129207,-0.2108126252566674,-0.27373075105997574,-0.18540201498373451,-0.5659201612460241,0.001963,0.01,0.0,0.97,100,10,1,11
137,0.9343325590464403,-4.326106430830289,-0.9508837769481436,-0.38632268032362643,-0.2114681077512259,-0.2746029494797433,-0.18600047817475127,-0.5676694461205556,0.001952,0.01,0.0,0.97,100,10,1,11
138,0.9314036412450709,-4.331118846572595,-0.953443316796225,-0.38750577087194304,-0.21199481887212918,-0.2755377316120796,-0.18662982957039173,-0.5694293399971609,0.00194,0.01,0.0,0.97,100,11,1,12
139,0.9313766225132544,-4.337375237015166,-0.9567114826116189,-0.3888381335378451,-0.2127158082687568,-0.2764665928174103,-0.1872800806688316,-0.571470392795126,0.001929,0.01,0.0,0.97,100,10,1,11
140,0.9308531326625518,-4.34356705458821,-0.9598972022691279,-0.39013506456683034,-0.2134171877520095,-0.27739372709603866,-0.18792940931002913,-0.5732617074274956,0.001918,0.01,0.0,0.97,100,10,1,11
141,0.9374768463947731,-4.34824917748383,-0.9622922863467167,-0.3911732850962042,-0.2139502277058695,-0.2782202032098585,-0.1884643608021927,-0.5745262684775352,0.001907,0.01,0.0,0.97,100,11,1,12
142,0.9308476736775015,-4.354355081138008,-0.9654334056757586,-0.3924636741366198,-0.21461331842081133,-0.2791287357564911,-0.1890290565516318,-0.5767036935647106,0.001896,0.01,0.0,0.97,100,10,1,11
143,0.9270033487805703,-4.360813028799338,-0.9689183808549972,-0.39389005022874546,-0.215411338447238,-0.2801406304173634,-0.18973878171577602,-0.5786874467321017,0.001885,0.01,0.0,0.97,100,10,1,11
144,0.9319476753986716,-4.364479491571723,-0.971002354340944,-0.3949675241710908,-0.21580718076132133,-0.2810376799127098,-0.19029553997341123,-0.580247073081633,0.001875,0.01,0.0,0.97,100,11,1,12
145,0.9323637343029324,-4.370310910513932,-0.9740400270294924,-0.3962238991094689,-0.21646433288133426,-0.281942471311282,-0.19088797939349117,-0.5823319735987649,0.001864,0.01,0.0,0.97,100,10,1,11
146,0.9316566153431488,-4.372651944661332,-0.9752850199513274,-0.39708526929101523,-0.21661777506529697,-0.2828072097888395,-0.1914275788515562,-0.5837555622377005,0.001854,0.01,0.0,0.97,100,11,1,12
147,0.9305684758892478,-4.378584061085269,-0.9783567518303453,-0.3983057189049255,-0.21733780847684173,-0.2836646824138031,-0.19207539555833147,-0.5854406611576338,0.001843,0.01,0.0,0.97,100,10,1,11
148,0.929643543150487,-4.380030646418781,-0.9792784496828035,-0.39907104997773024,-0.21742569438074183,-0.28434530218642784,-0.19267276862031385,-0.5858827665793944,0.001833,0.01,0.0,0.97,100,11,1,12
149,0.9319231867744158,-4.385841709301945,-0.9822901264187884,-0.4002837445318762,-0.2181085558672185,-0.285201050976471,-0.19328334407853873,-0.5874607850037626,0.001823,0.01,0.0,0.97,100,10,1,11
150,0.9362631757905474,-4.391062324794729,-0.9849321062593461,-0.40136299731189706,-0.21863914215837893,-0.286006143889995,-0.19378063266731205,-0.5892197062483469,0.001813,0.01,0.0,0.97,100,10,1,11
151,0.9275226596207231,-4.397295020639843,-0.988131172803358,-0.4026322121128827,-0.21934740105882075,-0.28687648787831976,-0.1943799560786368,-0.5911398069567616,0.001803,0.01,0.0,0.97,100,10,1,11
152,0.929892257579554,-4.403207464082791,-0.9911526574363214,-0.4038383580502301,-0.21999836843297296,-0.2877330440282531,-0.19495150718386095,-0.5931502789368363,0.001794,0.01,0.0,0.97,100,10,1,11
153,0.9310373526865969,-4.409016874684767,-0.9941823128026506,-0.40504499269088967,-0.22071539159720363,-0.2885319274476895,-0.1955734892752418,-0.5949425011585613,0.001784,0.01,0.0,0.97,100,10,1,11
154,0.931495669553631,-4.414737113735975,-0.9971846982265865,-0.4062457936333414,-0.2213871383965503,-0.2893617905772355,-0.1961715827162879,-0.5966721978951964,0.001774,0.01,0.0,0.97,100,10,1,11
155,0.9244672151666361,-4.421161261951779,-1.0005756739561078,-0.4076340614394609,-0.22214070137519804,-0.29030844376438,-0.19682252961172164,-0.5988560607826146,0.001765,0.01,0.0,0.97,100,10,1,11
156,0.9251145426777533,-4.427356561016449,-1.0037892479006785,-0.40895531063483503,-0.222828564250892,-0.29123122439836113,-0.19741788843887015,-0.6009514328856783,0.001756,0.01,0.0,0.97,100,10,1,11
157,0.932515750817021,-4.432765015795701,-1.0065818446096875,-0.41009859945789223,-0.22341248413336703,-0.29202501084613425,-0.19796980455487276,-0.6027451184280016,0.001746,0.01,0.0,0.97,100,10,1,11
158,0.9345660732913821,-4.437940724896186,-1.0092292470007798,-0.4111595845835311,-0.22400860601560424,-0.2928074842200719,-0.19851895245143591,-0.6043121983055137,0.001737,0.01,0.0,0.97,100,10,1,11
159,0.9302767872304296,-4.443494025925544,-1.0121048946367657,-0.4123503752292231,-0.22461411482215954,-0.29367960519287284,-0.1990720323434944,-0.6061799851737676,0.001728,0.01,0.0,0.97,100,10,1,11
160,0.9296888169650382,-4.449113299131501,-1.015021751222434,-0.4135358817981016,-0.22525255730680085,-0.29448089088815355,-0.19968300130909794,-0.6079779439533739,0.001719,0.01,0.0,0.97,100,10,1,11
161,0.9305319489086717,-4.454637979577004,-1.0178550895947973,-0.414697491871939,-0.2258562036834331,-0.29532143057918014,-0.2002286728654467,-0.6097929262375248,0.001711,0.01,0.0,0.97,100,10,1,11
162,0.9309118489802798,-4.4600625053755625,-1.0206651548524417,-0.41582998186114634,-0.22648370391996775,-0.29613513747179304,-0.20075105787507752,-0.6114510548994541,0.001702,0.01,0.0,0.97,100,10,1,11
163,0.9236332910857625,-4.466179513717229,-1.0238831269873865,-0.41716526967448336,-0.22719703481094597,-0.2970825658195021,-0.2013949388858963,-0.6132819067483262,0.001693,0.01,0.0,0.97,100,10,1,11
164,0.9253876619453582,-4.472132875381217,-1.0270024632395285,-0.4184259107390597,-0.22785250090656176,-0.2979304462745811,-0.2019618842112256,-0.615307761487169,0.001685,0.01,0.0,0.97,100,10,1,11
165,0.923153256189451,-4.478258425235248,-1.030232216852168,-0.41973402587559494,-0.22857251732333625,-0.29886212792569533,-0.20258265307082593,-0.6171625159154115,0.001676,0.01,0.0,0.97,100,10,1,11
166,0.9272246280351155,-4.483947172786555,-1.033211298379595,-0.42093930165423954,-0.22922259065906284,-0.29968790531510353,-0.20316463770243812,-0.6189598205674024,0.001668,0.01,0.0,0.97,100,11,0,11
167,0.9308687863110486,-4.489261961743388,-1.0360002291714323,-0.4220859515827431,-0.2298587730457526,-0.3004735063134721,-0.20368985267154976,-0.6204689704798683,0.001659,0.01,0.0,0.97,100,10,1,11
168,0.9342145347459635,-4.494188408516099,-1.0385804926538922,-0.423117193444025,-0.23043484408237253,-0.30120471067871374,-0.2041945195040116,-0.6219359895023134,0.001651,0.01,0.0,0.97,100,10,1,11
169,0.925670587841569,-4.499954254955848,-1.0416809561103826,-0.4244301461678888,-0.23112910609062504,-0.30215785701819586,-0.2048086148229794,-0.6237529730570468,0.001643,0.01,0.0,0.97,100,10,1,11
170,0.9317053535489065,-4.505110212833067,-1.0443905030603948,-0.4255460692268167,-0.23172775574451257,-0.30296485464785905,-0.20535545920493734,-0.6253493797617893,0.001635,0.01,0.0,0.97,100,10,1,11
171,0.9343061964684046,-4.509913226133144,-1.0468818638862067,-0.4265521444573256,-0.23229344434518923,-0.3036863016696442,-0.20586930750430082,-0.6267710287897944,0.001627,0.01,0.0,0.97,100,10,1,11
172,0.9276637667607327,-4.515391613376231,-1.0497388294027767,-0.42770350231779664,-0.2329474917093536,-0.30454434983815126,-0.2064682833278991,-0.6285060545172662,0.001619,0.01,0.0,0.97,100,10,1,11
173,0.9333817629480428,-4.520407005087404,-1.0523540619637057,-0.42875570085018194,-0.23353385911840255,-0.3052932199357666,-0.2069684253566614,-0.630059247072167,0.001611,0.01,0.0,0.97,100,10,1,11
174,0.9326247098792425,-4.525370220471634,-1.0549443908960865,-0.4297702756580565,-0.234135956490843,-0.30599754940478957,-0.20751004373283669,-0.6314108973425331,0.001603,0.01,0.0,0.97,100,10,1,11
175,0.9323727867688093,-4.530308833914654,-1.0574980731465953,-0.43081538532443453,-0.2347006641463419,-0.3067628049429137,-0.20802393746550846,-0.632884570096033,0.001596,0.01,0.0,0.97,100,10,1,11
176,0.9293464547060308,-4.535495001348441,-1.060191012971217,-0.4319160678760032,-0.23529090110475914,-0.3075511908639011,-0.2085503770622215,-0.6345318112019369,0.001588,0.01,0.0,0.97,100,10,1,11
177,0.9261234831310842,-4.54103229995982,-1.063109422008902,-0.4330993484049614,-0.23595218227436018,-0.30833998345808183,-0.20913753631533596,-0.6363255782759671,0.00158,0.01,0.0,0.97,100,10,1,11
178,0.9299859633694678,-4.54609025452411,-1.0657442432625182,-0.43419068993312204,-0.23652783700635474,-0.309132233739205,-0.2096636914846589,-0.6378753161889616,0.001573,0.01,0.0,0.97,100,10,1,11
179,0.9339956935284244,-4.550747566298525,-1.0681575543210535,-0.43515642470506927,-0.23705579779328073,-0.30980115985899764,-0.21014071350165084,-0.6393681068728987,0.001565,0.01,0.0,0.97,100,10,1,11
180,0.9322516844892896,-4.555619521633621,-1.0707123751609742,-0.43618759719416883,-0.23761891347290154,-0.3105033024047141,-0.21065724505318684,-0.6409043461253784,0.001558,0.01,0.0,0.97,100,10,1,11
181,0.9301763509684302,-4.5607108719432805,-1.0733446507249031,-0.43725680726186933,-0.23820523476889344,-0.31126769467756865,-0.21120221069005346,-0.6424074826489217,0.001551,0.01,0.0,0.97,100,10,1,11
182,0.9277310361009621,-4.565914207232866,-1.0761387208674624,-0.4383667150481511,-0.23887671952318065,-0.31202370329663665,-0.2117321144077498,-0.6438484678030462,0.001544,0.01,0.0,0.97,100,10,1,11
183,0.9307278812671151,-4.570789828707689,-1.0786828921901488,-0.43942163630850395,-0.23944197730319502,-0.3127821006069385,-0.21223396424924337,-0.6453446350174132,0.001536,0.01,0.0,0.97,100,10,1,11
184,0.9322682076994986,-4.575465713249664,-1.0810722276314804,-0.44037784502207583,-0.2399647943563456,-0.31347123791458925,-0.21270512215314372,-0.6468880817002107,0.001529,0.01,0.0,0.97,100,10,1,11
185,0.9289826286022085,-4.580462111453659,-1.0837007976359296,-0.4414826636475796,-0.24053591206438638,-0.3142281403400713,-0.21322019496412764,-0.648555795608762,0.001522,0.01,0.0,0.97,100,10,1,11
186,0.9252745783112389,-4.585799903210482,-1.0865229384397628,-0.4426053983549421,-0.24120579058820424,-0.3150313753290918,-0.21378913376912845,-0.6500831157139084,0.001515,0.01,0.0,0.97,100,10,1,11
187,0.9347132413769816,-4.590233940911129,-1.0888124446409173,-0.44354456992416164,-0.2417036634153916,-0.3157061736077496,-0.21423905853834166,-0.6514148440706452,0.001509,0.01,0.0,0.97,100,10,1,11
188,0.9310135340375983,-4.594951262146879,-1.0912629347409588,-0.44451643698785315,-0.24225916349476312,-0.31639155749959946,-0.21469717940503633,-0.6528384493907392,0.001502,0.01,0.0,0.97,100,10,1,11
189,0.9332294232993111,-4.5994802907075,-1.0936060906677332,-0.4454738442918793,-0.24279276170155378,-0.3170897786593368,-0.21514782411504027,-0.6542208393766508,0.001495,0.01,0.0,0.97,100,10,1,11
190,0.9296730930427494,-4.60432273074706,-1.0961241849730239,-0.4465262918272351,-0.24331401081284765,-0.3178195762409525,-0.21561505362782807,-0.6558569917832019,0.001488,0.01,0.0,0.97,100,10,1,11
191,0.9310165627305036,-4.609062739285065,-1.0985552981558215,-0.4475284021104378,-0.2438363529686994,-0.3185398632547072,-0.21610905010970385,-0.6572294684837526,0.001482,0.01,0.0,0.97,100,10,1,11
192,0.9335834516325289,-4.613494516242434,-1.1008888102393792,-0.44847496797532865,-0.24437056628447487,-0.3191997382152264,-0.21659888650860398,-0.6585048139097319,0.001475,0.01,0.0,0.97,100,10,1,11
193,0.9331472576251807,-4.617970471141103,-1.1031802584106245,-0.44940423619744213,-0.24489250084399514,-0.319882190568746,-0.21707724118335295,-0.6599118293343526,0.001469,0.01,0.0,0.97,100,10,1,11
194,0.927490827455645,-4.622919644088234,-1.1057667413247083,-0.4504704949818591,-0.24546417080041236,-0.3206061053427398,-0.21756173774314413,-0.6614901579193578,0.001462,0.01,0.0,0.97,100,10,1,11
195,0.9360406602254429,-4.627107998099257,-1.1078866924765813,-0.4513199318427299,-0.24592609914766195,-0.32125006970429076,-0.21800559566136515,-0.6627643282484291,0.001456,0.01,0.0,0.97,100,10,1,11
196,0.9318151101500203,-4.625425699315237,-1.1064056649546061,-0.45129370771672705,-0.2455026373708954,-0.3216431755422266,-0.21834655136605494,-0.6626037130126844,0.001449,0.01,0.0,0.97,100,11,1,12
197,0.9330954654337739,-4.628786372357132,-1.1082006763512608,-0.45213434673215935,-0.24590252649716235,-0.3222764875301046,-0.21879950313154575,-0.6637145307816597,0.001443,0.01,0.0,0.97,100,11,1,12
198,0.9273227827790633,-4.633599865661762,-1.1107163440960726,-0.45316909170998165,-0.2464531340208655,-0.32299396726207613,-0.2192888691471447,-0.6652817836946351,0.001437,0.01,0.0,0.97,100,10,1,11
199,0.9337864466784677,-4.631152284664997,-1.109108102989565,-0.453178245563345,-0.24608842405510573,-0.3233907432321158,-0.2196608434749141,-0.6657833656440574,0.001431,0.01,0.0,0.97,100,11,1,12
200,0.9311539441283858,-4.63557734440722,-1.111363214586805,-0.4540769581255119,-0.2465753040209628,-0.32401677090238773,-0.2201172840219626,-0.6672103989542282,0.001424,0.01,0.0,0.97,100,10,1,11
201,0.9327492304049254,-4.6398944098832455,-1.1136501029406158,-0.45505943925970926,-0.24707277807424607,-0.324738115780976,-0.2205574730658309,-0.6684964353494386,0.001418,0.01,0.0,0.97,100,10,1,11
202,0.9295462616901456,-4.644434524575417,-1.1159921098354275,-0.4560496663476853,-0.24755460569498858,-0.3254527492614105,-0.22098994234619465,-0.6700352568864612,0.001412,0.01,0.0,0.97,100,10,1,11
203,0.9339690747611773,-4.648643670532738,-1.1181680465681472,-0.4569271213213708,-0.24804465575635495,-0.32606329302658843,-0.22141914539200627,-0.6713126179290492,0.001406,0.01,0.0,0.97,100,10,1,11
204,0.9283468670667945,-4.653279786842024,-1.1206020199340385,-0.45794139259073613,-0.24856971856487192,-0.32677665190385263,-0.2218987180487943,-0.6728213557517908,0.0014,0.01,0.0,0.97,100,10,1,11
205,0.9313614659085157,-4.657633513089718,-1.1228925232074898,-0.4588690673587142,-0.2490853878524417,-0.3274253977431537,-0.22235467443315285,-0.6742118681344567,0.001395,0.01,0.0,0.97,100,10,1,11
206,0.9325432845856446,-4.661891129567709,-1.1251597564122782,-0.45981132612787384,-0.24958075523928994,-0.32806683139285586,-0.2227981257094448,-0.6755438523128677,0.001389,0.01,0.0,0.97,100,10,1,11
207,0.9317064133656696,-4.666174563939547,-1.1274178928669336,-0.4607009740184527,-0.2501120742779726,-0.32865573699493983,-0.2232396962070671,-0.6766609808550308,0.001383,0.01,0.0,0.97,100,10,1,11
208,0.9303707944633415,-4.670536079939059,-1.129703028856465,-0.46162677156215315,-0.25064566145533734,-0.32929442603967873,-0.22368479832214158,-0.677923329354699,0.001377,0.01,0.0,0.97,100,10,1,11
209,0.9288100313900592,-4.675034506317494,-1.1320315705921646,-0.462597109895039,-0.2511523364044192,-0.3300093248846691,-0.22414814182782933,-0.6794197264995945,0.001372,0.01,0.0,0.97,100,10,1,11
210,0.9311889795372476,-4.679336473617688,-1.1342569670295362,-0.4634993671602618,-0.25163967613781596,-0.33064789825432767,-0.22457147981896755,-0.680703943466107,0.001366,0.01,0.0,0.97,100,10,1,11
211,0.9271808937650522,-4.683953376160708,-1.1366971079361365,-0.46451537407511984,-0.25216047087488735,-0.3313876739074154,-0.22506937993892864,-0.6822787224885378,0.00136,0.01,0.0,0.97,100,10,1,11
212,0.926306001690617,-4.688552942954073,-1.1391569643367827,-0.46553541192839787,-0.2526883376146678,-0.33208726613778483,-0.22554849631301496,-0.68384403430641,0.001355,0.01,0.0,0.97,100,10,1,11
213,0.9269272803699034,-4.693102954965816,-1.1415433891353415,-0.4665072542253336,-0.2532173010945231,-0.3327566874798947,-0.22600219647769665,-0.6852700924207944,0.001349,0.01,0.0,0.97,100,10,1,11
214,0.9353880931896014,-4.696976543023495,-1.1435145728619895,-0.467308255190267,-0.2536505768046631,-0.3333305031415074,-0.22640532808713928,-0.6864155234681618,0.001344,0.01,0.0,0.97,100,10,1,11
215,0.9313948588284872,-4.701162927102783,-1.1456537202075041,-0.4681903973697475,-0.25410305473103734,-0.3340191474790502,-0.22682957873510323,-0.6875460592114705,0.001338,0.01,0.0,0.97,100,10,1,11
216,0.9292165867380657,-4.70544061804548,-1.1478862809674022,-0.4691254644523533,-0.2545883283140501,-0.334668872537976,-0.2272744472404656,-0.6889995904989124,0.001333,0.01,0.0,0.97,100,10,1,11
217,0.9294846250913197,-4.709809473518045,-1.150181598960874,-0.47008909458166936,-0.25509240603595407,-0.33531189978354164,-0.22772301770933093,-0.6905088065580686,0.001328,0.01,0.0,0.97,100,10,1,11
218,0.9303727333781061,-4.714010460120425,-1.1523922537912503,-0.47096243105139535,-0.2556022974836824,-0.33591385321099104,-0.2281332378123217,-0.691672803830306,0.001322,0.01,0.0,0.97,100,10,1,11
219,0.9286869231287476,-4.718311191863243,-1.1546559558938676,-0.47185675834641083,-0.25613205462157146,-0.3365413396099164,-0.2285730218890514,-0.6927877562329529,0.001317,0.01,0.0,0.97,100,10,1,11
220,0.9321622441754611,-4.722340875536576,-1.1567335295711039,-0.4727053665586785,-0.25658567370150487,-0.33716364295656,-0.228994361710226,-0.6940418715844743,0.001312,0.01,0.0,0.97,100,10,1,11
221,0.9312819306265125,-4.72642358703827,-1.1588869742360064,-0.4735825627120606,-0.2570835813420249,-0.33775031631960717,-0.22944885174402704,-0.6952548754200722,0.001307,0.01,0.0,0.97,100,10,1,11
222,0.9321987931385178,-4.730388991524747,-1.1609584009413718,-0.47441902962365634,-0.25754435699506417,-0.33832516387335726,-0.2298602586336495,-0.6963904054527913,0.001302,0.01,0.0,0.97,100,10,1,11
223,0.9321918738959097,-4.734302380447738,-1.1629963770154703,-0.47523660958228464,-0.2580055613931037,-0.33890954813326984,-0.2302497665963508,-0.6976730606021776,0.001297,0.01,0.0,0.97,100,10,1,11
224,0.9342180798973424,-4.738062933290809,-1.1649156733298325,-0.4760059103718312,-0.25841535592595133,-0.3394457123428055,-0.2306240616387521,-0.6990082188493658,0.001292,0.01,0.0,0.97,100,10,1,11
225,0.9290696299799031,-4.742219577914908,-1.167067022389333,-0.476866019486453,-0.25890584096431174,-0.34008392458152886,-0.23104031479950327,-0.7001757146307266,0.001287,0.01,0.0,0.97,100,10,1,11
226,0.9308015184200404,-4.746251051575186,-1.1691737389656451,-0.4777324214942742,-0.25936828544792584,-0.3406990930465647,-0.2314565777068919,-0.7014240526932328,0.001282,0.01,0.0,0.97,100,10,1,11
227,0.9328483304277859,-4.750137677719427,-1.171175434864213,-0.4785366759687012,-0.25980064806364966,-0.34128142526074157,-0.23184298361317576,-0.7025977130807245,0.001277,0.01,0.0,0.97,100,10,1,11
228,0.9314640692786846,-4.75405905451915,-1.1732016319417586,-0.4793564711357597,-0.26024399025068895,-0.3418670357457582,-0.23223505671466338,-0.7040119445033632,0.001272,0.01,0.0,0.97,100,10,1,11
229,0.9332607845471086,-4.757821451048706,-1.1751457988611622,-0.48013784865977227,-0.26069443626241895,-0.3424166331936398,-0.23262963847432172,-0.7051000700613279,0.001267,0.01,0.0,0.97,100,10,1,11
230,0.9279532596982758,-4.761984705609608,-1.1773218059961574,-0.48104657120005734,-0.2611598224184152,-0.34308143218920994,-0.23305422393069752,-0.7064998233581272,0.001262,0.01,0.0,0.97,100,10,1,11
231,0.934593560084612,-4.765675752284716,-1.1791989933199942,-0.4818158903363539,-0.26156776750269006,-0.34365606640483765,-0.23343437177730975,-0.7076769744523863,0.001257,0.01,0.0,0.97,100,10,1,11
232,0.9297834991222937,-4.769716732098117,-1.1813007188559905,-0.4826589783086012,-0.26203495399797944,-0.34423303711616393,-0.23384509417784197,-0.7090656792664767,0.001253,0.01,0.0,0.97,100,10,1,11
233,0.9304794922038554,-4.773698661022751,-1.1833336623141406,-0.48349723472111233,-0.26247604722478207,-0.34484777903869446,-0.23423442373730083,-0.7103597199715062,0.001248,0.01,0.0,0.97,100,10,1,11
234,0.9331598688879127,-4.777393717335602,-1.1852447615848494,-0.48430164802797043,-0.26287614131735637,-0.34543935161992523,-0.23462028443586352,-0.7116553084651187,0.001243,0.01,0.0,0.97,100,10,1,11
235,0.9283991712238036,-4.781375864660391,-1.1873610878809118,-0.485168346636336,-0.2633699419338706,-0.34606004928114326,-0.23506121659553994,-0.7128670655976223,0.001239,0.01,0.0,0.97,100,10,1,11
236,0.9323331034598759,-4.785131635330268,-1.1892990269784383,-0.4859554622981391,-0.2637984792106959,-0.34664277179286895,-0.23545594462503106,-0.7140998913689596,0.001234,0.01,0.0,0.97,100,10,1,11
237,0.9316276647571691,-4.788925326061938,-1.1912649744266994,-0.48674575530274594,-0.26423043360996507,-0.34718845505654755,-0.23584678888567215,-0.71530296445246,0.001229,0.01,0.0,0.97,100,10,1,11
238,0.9329832710626409,-4.7926128670880495,-1.1931867565183898,-0.4875110987022904,-0.26466809872957886,-0.3477352993708974,-0.23622252100092844,-0.71638930925523,0.001225,0.01,0.0,0.97,100,10,1,11
239,0.9329148882751694,-4.796311065347416,-1.1951375096038528,-0.4883352062963421,-0.26509201741203564,-0.34831016474996623,-0.236591402687422,-0.7175146808952783,0.00122,0.01,0.0,0.97,100,10,1,11
240,0.9332009357591262,-4.799949467698652,-1.1970274136592924,-0.4891012231111054,-0.2655091984764098,-0.34887051130340513,-0.2369517422055017,-0.7185466539273622,0.001216,0.01,0.0,0.97,100,10,1,11
241,0.9333076071272776,-4.803592150496918,-1.1989174367353863,-0.4898786571083701,-0.2659175654309401,-0.34942871972499184,-0.23733795794195361,-0.7196805080330255,0.001212,0.01,0.0,0.97,100,10,1,11
242,0.9324384328995458,-4.807201081156823,-1.2007800459027134,-0.4906429137306343,-0.26632505099682824,-0.34997462812025387,-0.23770773494016453,-0.7207630374940089,0.001207,0.01,0.0,0.97,100,10,1,11
243,0.9309406275358398,-4.810941962842487,-1.2027195928575167,-0.4914413985389327,-0.26674956550650125,-0.35056360202282444,-0.2380950678718265,-0.7219206383084384,0.001203,0.01,0.0,0.97,100,10,1,11
244,0.9238596609257266,-4.815197441822989,-1.204927517825686,-0.4923463750408565,-0.26724452324944414,-0.3512214236129651,-0.2385377709117682,-0.7232139431258626,0.001198,0.01,0.0,0.97,100,10,1,11
245,0.934282510448877,-4.818662115633824,-1.2066755711638095,-0.49305013898635636,-0.26763845203113423,-0.35173962482510746,-0.23890677719108924,-0.7241866112464791,0.001194,0.01,0.0,0.97,100,10,1,11
246,0.9346161664069381,-4.822077449366234,-1.2084585038101818,-0.4937733930600839,-0.26803765303421373,-0.35225532127864223,-0.2392618581420585,-0.7252541192137627,0.00119,0.01,0.0,0.97,100,10,1,11
247,0.9318709416949836,-4.825720862927147,-1.2103862364430302,-0.49457735214439397,-0.26846514206749983,-0.35285460049134254,-0.2396430488908975,-0.7264187012557534,0.001186,0.01,0.0,0.97,100,10,1,11
248,0.9317113583336152,-4.829328231012722,-1.2122694917331136,-0.495370347039541,-0.26886702005895957,-0.3534396791133261,-0.2399990759033125,-0.727497008882125,0.001181,0.01,0.0,0.97,100,10,1,11
249,0.9286681942098309,-4.833197433355019,-1.2142507780825706,-0.4961843548712916,-0.2693005120357048,-0.35401550378329216,-0.24038016827683747,-0.7287634221763694,0.001177,0.01,0.0,0.97,100,10,1,11
250,0.9302665881759313,-4.836912404923732,-1.2161793734216952,-0.4969773658409276,-0.2697223595446591,-0.35458224277864425,-0.2407724763023725,-0.7299758170104661,0.001173,0.01,0.0,0.97,100,10,1,11
251,0.9322437804218496,-4.840435588638499,-1.2179745366175871,-0.4977179744120745,-0.2701118380807681,-0.35509305956807075,-0.24114416821863094,-0.7311505395724729,0.001169,0.01,0.0,0.97,100,10,1,11
252,0.9321005199886305,-4.844012654360791,-1.2198575494988342,-0.49847602918605155,-0.27055315086739645,-0.3556314332438788,-0.241520080474335,-0.7321207213403106,0.001165,0.01,0.0,0.97,100,10,1,11
253,0.9279322033898305,-4.8478042191160835,-1.2218478792463674,-0.4993115855525733,-0.2709786383658813,-0.3562365901255513,-0.241901547437374,-0.733420979712764,0.001161,0.01,0.0,0.97,100,10,1,11
254,0.9331859370550893,-4.851293012561303,-1.2236434769161382,-0.5000348591913423,-0.27137109646215746,-0.35673891717760575,-0.24226620863148574,-0.7344647941080684,0.001157,0.01,0.0,0.97,100,10,1,11
255,0.9310866780884579,-4.854883127496735,-1.2255034523746589,-0.5008018375319513,-0.27176593871768584,-0.3572467012149535,-0.24261726067602948,-0.7358408788966054,0.001153,0.01,0.0,0.97,100,10,1,11
256,0.9359596682165789,-4.858065402770917,-1.2271047399566586,-0.5014344088614301,-0.27211897087262127,-0.35770697700079906,-0.24292215545078638,-0.7367410891718746,0.001149,0.01,0.0,0.97,100,10,1,11
257,0.9345351203188323,-4.861376107186653,-1.2288141726016184,-0.5021292430951458,-0.2724817305195211,-0.3582108198013278,-0.24326136593391806,-0.7378156334849337,0.001145,0.01,0.0,0.97,100,10,1,11
258,0.9245514414353874,-4.865345001580587,-1.2309121460104826,-0.5029707612667605,-0.27297148286642053,-0.35881447886965484,-0.24367460256303886,-0.7390035236243897,0.001141,0.01,0.0,0.97,100,10,1,11
259,0.9350038628195223,-4.868630030223517,-1.2326006637797364,-0.5036531067507763,-0.2733412170698949,-0.3593257530850633,-0.24399610347689776,-0.739889764780879,0.001137,0.01,0.0,0.97,100,10,1,11
260,0.9300480407090608,-4.872221772461507,-1.234461497359551,-0.5044033283381144,-0.2737751148770206,-0.3598663217527174,-0.24438387119513535,-0.7409226381138726,0.001133,0.01,0.0,0.97,100,10,1,11
261,0.9243670673561212,-4.876174234630502,-1.236554177777732,-0.5052719455275861,-0.2742114921299888,-0.36047235831160734,-0.24477539257149067,-0.7423614277328788,0.001129,0.01,0.0,0.97,100,10,1,11
