episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
56,0.9429693119156077,-3.511787276867571,-1.9785972468943467,-0.8445360093045798,-1.4052531952075173,-1.349427467152867,0.049751,0.1,0.142897,0.2,1297,606,1308,33368,38422,38413,0,0,0,0,3830,3830,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
57,0.9365592035083561,-3.557481364570597,-1.996659305710164,-0.8515576251454056,-1.4232161070071983,-1.3694944486138014,0.049308,0.1,0.142042,0.2,1418,723,1267,33748,38524,38516,0,0,0,0,3827,3818,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
58,0.9408366415832198,-3.5717597823665646,-2.010180334079813,-0.8528445622669584,-1.4458293640507147,-1.388102605655486,0.048874,0.1,0.141191,0.2,1267,730,1325,33754,38570,38566,0,0,0,0,3856,3840,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
59,0.9446556317160046,-3.5301205456468736,-2.006024973001309,-0.8383362482351235,-1.4439713897975883,-1.3906288203584458,0.048447,0.1,0.140346,0.2,1282,567,1232,33409,38216,38208,0,0,0,0,3783,3783,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
60,0.9473035161067164,-3.5514673988035446,-2.013872108885877,-0.8374174158150293,-1.4504535598089539,-1.3975307179995566,0.048027,0.1,0.139506,0.2,1120,632,1308,33247,38355,38346,0,0,0,0,3844,3844,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
61,0.9394739183298242,-3.60339382964256,-2.0395763457207448,-0.847677396573707,-1.4845923572592883,-1.4202281699071466,0.047615,0.1,0.138671,0.2,1363,678,1281,33721,38290,38286,0,0,0,0,3779,3784,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
62,0.9471073392302175,-3.6243173746488613,-2.051663401326395,-0.8527564927383531,-1.5050235486596628,-1.4510089624980131,0.047209,0.1,0.137841,0.2,1097,673,1404,33464,38489,38480,0,0,0,0,3804,3810,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
63,0.9415307030554732,-3.6144732535021324,-2.0610079523437057,-0.8466292454269007,-1.5102349998614495,-1.4555207357566375,0.046811,0.1,0.137016,0.2,1322,649,1324,33710,38561,38554,0,0,0,0,3784,3789,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
64,0.943081836808485,-3.585466142212973,-2.048658159395247,-0.8351694755181536,-1.503691351556875,-1.4543755991786795,0.046419,0.1,0.136196,0.2,1095,794,1120,33188,38069,38061,0,0,0,0,3874,3880,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
65,0.9412752180820768,-3.638526314083242,-2.059288173900949,-0.8490820946058563,-1.5035262471749464,-1.4591146836219244,0.046033,0.1,0.135381,0.2,1314,645,1210,33359,38088,38084,0,0,0,0,3910,3895,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
66,0.9422068133855894,-3.5633313163154288,-2.0434603670208227,-0.8304758415194828,-1.4949311017045959,-1.4608582567657447,0.045654,0.1,0.134571,0.2,1308,609,1338,33170,37888,37885,0,0,0,0,3888,3883,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
67,0.9367350611951044,-3.61410712883392,-2.0637810303972235,-0.8400384524942206,-1.5100381463477137,-1.4758490038426428,0.045281,0.1,0.133765,0.2,1205,904,1385,33336,38385,38383,0,0,0,0,3832,3840,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
68,0.9476952759940912,-3.5829724385546124,-2.055717903906109,-0.8265436680198522,-1.5103443210804997,-1.4818346338567667,0.044914,0.1,0.132964,0.2,1107,628,1121,33171,38111,38105,0,0,0,0,3859,3861,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
69,0.9479123235451784,-3.5516150287291413,-2.0531680497495293,-0.8081921492668884,-1.5031228131939847,-1.4815995454760278,0.044554,0.1,0.132169,0.2,1189,560,1174,33578,38405,38392,0,0,0,0,3823,3820,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
70,0.9474961063855277,-3.578503613913482,-2.064310561228886,-0.8118231336958631,-1.516627932698087,-1.506605537566106,0.044198,0.1,0.131377,0.2,1202,551,1243,33388,38167,38161,0,0,0,0,3910,3903,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
71,0.944589774078478,-3.6000751190338307,-2.071536942434081,-0.8220053344666609,-1.5347840647603945,-1.525621670450221,0.043849,0.1,0.130591,0.2,1209,655,1497,33640,38521,38513,0,0,0,0,3822,3802,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
72,0.9450261780104712,-3.573271400595989,-2.064968805173704,-0.8124431716502881,-1.528739681257811,-1.5200181859442339,0.043505,0.1,0.129809,0.2,1225,623,1193,33616,38587,38582,0,0,0,0,3923,3922,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
73,0.9422141670442531,-3.5236958680939012,-2.0643898385281236,-0.804489614841693,-1.5225972601015572,-1.5283123463779038,0.043166,0.1,0.129032,0.2,1193,720,1227,33105,38096,38090,0,0,0,0,3816,3829,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
74,0.9446620378612545,-3.5043829711526633,-2.064018815786715,-0.7997003731465554,-1.5335112647089402,-1.5366714414458604,0.042833,0.1,0.12826,0.2,1222,643,1243,33702,38620,38612,0,0,0,0,3957,3949,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
75,0.9458761356214002,-3.4635794954221977,-2.052441649100382,-0.7915378039089044,-1.5173538608856914,-1.5291039829412527,0.042504,0.1,0.127492,0.2,1178,645,1209,33682,38693,38685,0,0,0,0,3859,3845,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
76,0.9430555555555555,-3.4499741194925164,-2.0520181083554188,-0.7883565872401125,-1.526082660332057,-1.5382064735883423,0.042181,0.1,0.126729,0.2,1191,695,1220,33120,38043,38037,0,0,0,0,3897,3884,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
77,0.9417120414174774,-3.495212363374945,-2.0746559722607,-0.7974468780892043,-1.5420039611195377,-1.5535067501293327,0.041862,0.1,0.125971,0.2,1267,692,1366,33609,38679,38673,0,0,0,0,3844,3851,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
78,0.9428253815647157,-3.513432695350496,-2.082014472999538,-0.8031961329110537,-1.5559866834659166,-1.561190338325033,0.041549,0.1,0.125217,0.2,1213,690,1318,33284,38429,38419,0,0,0,0,3768,3778,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
79,0.9414319319621207,-3.5264709551793456,-2.0940668068536685,-0.8005354662819273,-1.5590481711853417,-1.5742041916444647,0.04124,0.1,0.124467,0.2,1180,762,1204,33158,38066,38061,0,0,0,0,3808,3801,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
80,0.945003711952487,-3.5121653418847805,-2.1001741425995886,-0.7928883606098178,-1.572015643295866,-1.5907456038944776,0.040935,0.1,0.123722,0.2,1170,682,1128,33675,38557,38552,0,0,0,0,3892,3882,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
81,0.9444061704358244,-3.514106186049864,-2.104503443104457,-0.7846956114271596,-1.5634607681974284,-1.5978972401845817,0.040635,0.1,0.122982,0.2,1192,664,1223,33385,38346,38340,0,0,0,0,3897,3883,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
82,0.9431883531583886,-3.5494160274454756,-2.119723038155,-0.7930440280769049,-1.5670446390352641,-1.6119554837945702,0.04034,0.1,0.122246,0.2,1153,724,1298,33039,38163,38157,0,0,0,0,3897,3900,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
83,0.9398034033201675,-3.6304439969834665,-2.1468061867842554,-0.8122347520338916,-1.5998534210182405,-1.6429241413816464,0.040048,0.1,0.121514,0.2,1343,684,1400,33673,38590,38581,0,0,0,0,3945,3945,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
84,0.9423203297688034,-3.616182608121411,-2.1346319439751023,-0.8126166225946311,-1.5994205505746528,-1.6462848790399933,0.039761,0.1,0.120787,0.2,1184,747,1333,33478,38519,38509,0,0,0,0,3918,3918,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
85,0.9415699216217809,-3.642906403570101,-2.1418935697385795,-0.8206158934857665,-1.6179974959235048,-1.6643502463238269,0.039478,0.1,0.120064,0.2,1251,732,1327,33938,38763,38757,0,0,0,0,3910,3909,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
86,0.9383790621329398,-3.6672558839652187,-2.147698738352226,-0.8249210010494473,-1.6339935680265378,-1.6824343677196048,0.039199,0.1,0.119345,0.2,1267,779,1221,33203,37957,37946,0,0,0,0,3828,3837,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
87,0.9478195033313144,-3.630084242963257,-2.140615071025517,-0.8081660571537612,-1.6323940403173263,-1.6802599805738099,0.038924,0.1,0.118631,0.2,1125,598,1228,33020,38048,38039,0,0,0,0,3845,3852,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
88,0.9390714501055171,-3.6404447216629285,-2.150928250712846,-0.8095935634003585,-1.6417541314499713,-1.692853313774059,0.038652,0.1,0.117921,0.2,1228,793,1382,33170,37777,37771,0,0,0,0,3856,3840,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
89,0.9489151168335718,-3.6293352266523127,-2.1433049927756986,-0.8060416668097375,-1.6368370598239805,-1.687812674860881,0.038385,0.1,0.117215,0.2,1118,596,1188,33552,38513,38504,0,0,0,0,3835,3835,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
90,0.9434488132342363,-3.668781227294106,-2.1471801263983403,-0.8176379379662359,-1.6352574059862799,-1.6874185679283942,0.038121,0.1,0.116513,0.2,1228,659,1241,33368,38243,38241,0,0,0,0,3968,3967,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
91,0.9449336585946332,-3.713005757589501,-2.1609498395648474,-0.8272771592143608,-1.6375917212750624,-1.692880294613224,0.03786,0.1,0.115816,0.2,1202,649,1206,33614,38334,38323,0,0,0,0,3846,3866,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
92,0.9425283921099821,-3.694152439080141,-2.160480249983524,-0.8206207014764471,-1.6480481244228655,-1.7074444509855846,0.037604,0.1,0.115123,0.2,1194,729,1342,33460,38400,38389,0,0,0,0,3871,3865,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
93,0.9423835125448029,-3.651493735797261,-2.1549040238591566,-0.8013032984244892,-1.6519791210651265,-1.7128524445037248,0.03735,0.1,0.114434,0.2,1284,645,1394,33480,38312,38308,0,0,0,0,3800,3808,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
94,0.9429302045728039,-3.6375646449081147,-2.1476570852918018,-0.7928739613676465,-1.6454627577047665,-1.7075339191365908,0.0371,0.1,0.113749,0.2,1237,660,1085,33240,38117,38113,0,0,0,0,3807,3803,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
