episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
87,0.9116978845862573,-4.274005321083411,-0.9327428596597039,-0.4268317743749917,-0.17007140895376713,-0.299079042200121,-0.1833451865939628,-0.00919112024391371,-0.0032467335801857626,-0.007283462929474872,-0.1597491914892366,-0.34084259652489246,-0.08218947643585703,0.002763,0.01,0.0,0.97,100,10,1,11
88,0.9178769827990094,-4.285073584081266,-0.9384269216472789,-0.42932933571962,-0.17113986848255072,-0.3007320851310725,-0.1844054620232365,-0.009243669424878321,-0.003263451243623998,-0.00733475337454914,-0.16083310533280898,-0.3428151885340235,-0.0826847899445353,0.002741,0.01,0.0,0.97,100,10,1,11
89,0.9136111064196322,-4.295959454922135,-0.9440944469126674,-0.4319776742466945,-0.17215844603263272,-0.3025079275756211,-0.1855092890946431,-0.00930222096221228,-0.0032803412744163546,-0.007394443240987648,-0.16169246031682852,-0.3452359241625746,-0.08323987538319412,0.002718,0.01,0.0,0.97,100,11,1,12
90,0.9161131652473608,-4.307131301846551,-0.9500140736491068,-0.43454490432453835,-0.17332898377842682,-0.3042627291185352,-0.1866255754160906,-0.009347152416980227,-0.0032996870708391027,-0.007438583057965437,-0.16264945447598772,-0.3470926815511817,-0.08377298985577414,0.002696,0.01,0.0,0.97,100,10,1,11
91,0.9170915765857638,-4.31725527089953,-0.9551835931805898,-0.4368973670180656,-0.17430060155795388,-0.3058883042071895,-0.1876707067303057,-0.009393076373649258,-0.0033168660321806123,-0.007467496740591633,-0.16348830077079243,-0.34883441147146704,-0.08436744362988743,0.002674,0.01,0.0,0.97,100,11,1,12
92,0.9203511328780356,-4.327339575393895,-0.9603663139390761,-0.4391476852024369,-0.17525891080425945,-0.3074773498730249,-0.18871028921615524,-0.009442877216859066,-0.0033331059684018217,-0.0075092690745393095,-0.1643726549814554,-0.3505159455020591,-0.08476417066114234,0.002653,0.01,0.0,0.97,100,11,1,12
93,0.9108498611993712,-4.339006825283768,-0.9664364598157187,-0.4418835954542275,-0.17630539538266843,-0.30936078486831214,-0.1898070953887371,-0.00951222648931195,-0.003354221966183267,-0.00757200082730454,-0.16532475550078657,-0.3532479291617494,-0.08526862062966908,0.002632,0.01,0.0,0.97,100,10,1,11
94,0.9117847064023664,-4.3488216905625805,-0.9715048321695497,-0.4441442715708596,-0.17726078177640442,-0.3111007010497294,-0.1908408614038189,-0.009556088258086423,-0.0033711142362546085,-0.007596035327838546,-0.16609968149323814,-0.35496889708744467,-0.08575498202350042,0.002611,0.01,0.0,0.97,100,11,1,12
95,0.9165123092984878,-4.3589436824486425,-0.9767801927902542,-0.4464834396914677,-0.17826143419950025,-0.3127030060544515,-0.19181731585662593,-0.009608290157352834,-0.003385488278258444,-0.007627366590644352,-0.16671366712144475,-0.3568305045230524,-0.08630417981892306,0.002591,0.01,0.0,0.97,100,11,1,12
96,0.9025993780421849,-4.371537791020508,-0.983346189243739,-0.44944335620729853,-0.179486701583973,-0.3147616107147373,-0.1930370806270167,-0.009682033913556968,-0.003406159032520853,-0.007682897675771169,-0.1678592452750018,-0.3593068732420903,-0.0868665524017387,0.002571,0.01,0.0,0.97,100,11,1,12
97,0.9104600402955003,-4.3799379429752365,-0.9882110408053942,-0.4518785445767652,-0.1804921859644458,-0.31645137631578296,-0.19424088291252073,-0.009729230004501637,-0.0034261741787091388,-0.0076800320265557305,-0.16864032390657743,-0.3609046434175392,-0.08728235038738312,0.002551,0.01,0.0,0.97,100,11,1,12
98,0.9156453869624585,-4.390034685851209,-0.9934318575353038,-0.45418688969875703,-0.1814939144726328,-0.31799055068237464,-0.1952250505883312,-0.009776823419087446,-0.0034443406552532433,-0.007717551387051681,-0.1694021683278811,-0.3628321406087784,-0.0876669634964361,0.002532,0.01,0.0,0.97,100,11,1,12
99,0.9079017026145465,-4.401211708936503,-0.999339524192237,-0.4568228657593429,-0.18266117366817217,-0.3197764443087942,-0.1963368658929352,-0.009828112238299254,-0.003466811562560842,-0.007771811399323669,-0.17050716110883257,-0.3649154936194725,-0.08811416386892355,0.002513,0.01,0.0,0.97,100,11,1,12
100,0.9069336361510971,-4.411947170517727,-1.005056704267267,-0.4595675770097765,-0.1837089932680863,-0.32170739054478287,-0.19749485265272118,-0.00989174995556702,-0.003484820615266575,-0.007805150836278401,-0.171419538107411,-0.3671131773015334,-0.08865838653906064,0.002494,0.01,0.0,0.97,100,11,1,12
101,0.9055672890090395,-4.422918619054004,-1.0108326842457205,-0.4622510905859154,-0.18473718640415665,-0.32358438551568197,-0.19863968272279264,-0.009955149943252917,-0.0035036728507962253,-0.007872663476993643,-0.17235252570609705,-0.36928583442161805,-0.08911193194738354,0.002475,0.01,0.0,0.97,100,11,1,12
102,0.920601902333462,-4.430663110673907,-1.014973059544009,-0.464278054027245,-0.18543148981977145,-0.32510979558574865,-0.19957112174862504,-0.010005642903494557,-0.003520528224698058,-0.007912595055787392,-0.1731538216324537,-0.3710118703323535,-0.08943046159292006,0.002457,0.01,0.0,0.97,100,11,1,12
103,0.920225556270532,-4.439420003401518,-1.0194858555784982,-0.4663138986822441,-0.18626649605799273,-0.3265107562355111,-0.20045656339121637,-0.010049811770678747,-0.0035378315584398906,-0.007944523978312065,-0.17385163002814172,-0.3725872032039775,-0.0898118704525162,0.002439,0.01,0.0,0.97,100,11,1,12
104,0.913357158436939,-4.449769653743574,-1.025007973174186,-0.46878985906440895,-0.18734123525665633,-0.328144113944726,-0.20153494115544854,-0.010110692672975137,-0.0035569741207303065,-0.00798753755876498,-0.17477290117733787,-0.37471056529766594,-0.09024375813943662,0.002421,0.01,0.0,0.97,100,10,1,11
105,0.9098120738400133,-4.459219549968957,-1.0300354738167405,-0.47118612509926866,-0.18822519348821476,-0.32998648580021794,-0.2025484346440229,-0.010168646041917426,-0.0035772801049985055,-0.007997758877355701,-0.1756794351319034,-0.37666885148393664,-0.0906940094774011,0.002404,0.01,0.0,0.97,100,11,1,12
106,0.9099746478400296,-4.4687675573019785,-1.0350743925524033,-0.4734835668695389,-0.18912319308837472,-0.33160704309428385,-0.20358579629862575,-0.010225149773212747,-0.003594180723028038,-0.008050427841901738,-0.1764409564709632,-0.3787494544024057,-0.09104299750374738,0.002386,0.01,0.0,0.97,100,11,1,12
107,0.9085746064916242,-4.479494835738855,-1.0407102243645312,-0.4760067990949506,-0.1901694849716765,-0.33334070330527726,-0.2047312642255319,-0.010276355397701734,-0.0036133886371494156,-0.008108179945432668,-0.1773496785677822,-0.38061399825047626,-0.09160133081641957,0.002369,0.01,0.0,0.97,100,10,1,11
108,0.9136758972308308,-4.489554797016962,-1.0459423300420252,-0.4783265499484223,-0.19114330454450235,-0.33494478030336056,-0.20573113995397577,-0.010325751397141338,-0.003629811903134049,-0.008152026155411156,-0.17824128873028683,-0.3824936357045382,-0.09202301965088805,0.002352,0.01,0.0,0.97,100,10,1,11
109,0.911163297827728,-4.498521624942799,-1.0507619771217251,-0.48059741094419756,-0.1920582744202719,-0.33653769629405644,-0.20676035596306885,-0.010376823425426002,-0.0036448067897081713,-0.00816962416586279,-0.17901468898757503,-0.38434691811259386,-0.09249196394656285,0.002336,0.01,0.0,0.97,100,11,1,12
110,0.9187831001167492,-4.50676601521525,-1.0550854880512683,-0.4825775705433678,-0.19282689321604227,-0.3379304770673048,-0.20759304013603538,-0.010415924134791922,-0.003661755741141009,-0.008207790511425598,-0.1797966133799035,-0.3859322545655019,-0.09292942758449715,0.00232,0.01,0.0,0.97,100,11,1,12
111,0.913213952304167,-4.515152874344537,-1.0594863155119543,-0.48477493312003905,-0.19356796103451657,-0.33948333816790033,-0.20846272049842365,-0.010470475285981856,-0.003678804503027671,-0.008264774151315497,-0.18066254100221923,-0.3879429883319747,-0.09333072494975325,0.002304,0.01,0.0,0.97,100,11,1,12
112,0.9182400567941719,-4.5241436077285275,-1.0640660835620812,-0.48680893999501024,-0.19440476730034292,-0.34090213115003426,-0.2093902803664109,-0.010519597069254833,-0.003693194421459139,-0.008308844407671944,-0.18137790365075976,-0.3896450897827162,-0.09370592572225701,0.002288,0.01,0.0,0.97,100,10,1,11
113,0.9159553400710189,-4.533232348305351,-1.0687676240596407,-0.48888834235375556,-0.19525824197065134,-0.34233648922169074,-0.21026980099227233,-0.01056355565475324,-0.003709329485021012,-0.008359519342666717,-0.18226037323968927,-0.39143973335544496,-0.09411288706287389,0.002272,0.01,0.0,0.97,100,11,1,12
114,0.9150335570469799,-4.542585844267608,-1.0737184681795906,-0.4911017358702517,-0.19613343115607113,-0.3438088825601639,-0.21119311185536685,-0.010619947395452687,-0.003724212390060702,-0.008387623164985227,-0.18303510075123536,-0.3933915340175329,-0.09446956873653267,0.002257,0.01,0.0,0.97,100,11,1,12
115,0.9166990520926618,-4.551287338198482,-1.0782278223840556,-0.49312581334218863,-0.19694717316782248,-0.34523695490107487,-0.2120700109199903,-0.010667884750892906,-0.003738440438598855,-0.008438797992644988,-0.18383127625483928,-0.3951993054487219,-0.09474470567058783,0.002241,0.01,0.0,0.97,100,11,1,12
116,0.9220984341564484,-4.5570400783964375,-1.0812890687843255,-0.4946366903150589,-0.19748200427362095,-0.3464240252599176,-0.21281784622605984,-0.010700439295310258,-0.0037520226138573766,-0.008455385092955582,-0.18443915819987017,-0.3961570309389663,-0.0951355893073059,0.002226,0.01,0.0,0.97,100,11,1,12
117,0.9128887410610345,-4.566549043791899,-1.0862589052772287,-0.496897640524376,-0.19837740921894775,-0.348061191124489,-0.21376185362959804,-0.01075657633900152,-0.0037692220805914532,-0.008507563845285877,-0.1853636068385308,-0.39816942928973303,-0.09552513699904423,0.002212,0.01,0.0,0.97,100,10,1,11
118,0.9153521812897916,-4.575510532289112,-1.0908907934343446,-0.49897004685796487,-0.19921055080592934,-0.3495288432195562,-0.21461001168790458,-0.010807235058244262,-0.003782988867433482,-0.008551954850717176,-0.18604993997411848,-0.40005883958286165,-0.09589732804949802,0.002197,0.01,0.0,0.97,100,11,1,12
119,0.9169978957213,-4.584139505157092,-1.0954484161876932,-0.5010065421544554,-0.20006027835360837,-0.3509810230348949,-0.2154672026981423,-0.010847035632148356,-0.003800080484977986,-0.008591406576928194,-0.18680689021655936,-0.4016416803222093,-0.0962387696000286,0.002182,0.01,0.0,0.97,100,11,1,12
120,0.9157578604744807,-4.59300132321772,-1.1000105414270296,-0.5030310799216849,-0.20087392764291062,-0.3523561313185775,-0.21629708890144855,-0.010894415330498619,-0.003814477992861324,-0.008631633201664721,-0.18747496172168626,-0.403485276398404,-0.09655815950328102,0.002168,0.01,0.0,0.97,100,11,1,12
121,0.9170367379895035,-4.601688345230297,-1.1045107217592,-0.5050364232726314,-0.2016915442273239,-0.35378029031912483,-0.21718039387215063,-0.010938647002781514,-0.003830253189103423,-0.008670648211850988,-0.18819674238712603,-0.40518095464314946,-0.09684895659177475,0.002154,0.01,0.0,0.97,100,11,1,12
122,0.9097664364244338,-4.611113749158851,-1.1095041721023817,-0.5073181771331736,-0.2025636549918994,-0.35536840493715427,-0.21808296286227283,-0.010990931986985593,-0.00384583496909783,-0.008723153806359941,-0.18906904075314612,-0.40722776663876126,-0.09719142129534156,0.00214,0.01,0.0,0.97,100,10,1,11
123,0.9138975337148212,-4.619472892805759,-1.113949756381584,-0.509395192874614,-0.20334809919073163,-0.35676538207792086,-0.21896321119661208,-0.011036300762393978,-0.003861736631028205,-0.008764480082174831,-0.18971212540011073,-0.4090999610276251,-0.09751522724490228,0.002127,0.01,0.0,0.97,100,11,1,12
124,0.915296218912179,-4.625653277409792,-1.1172352319322256,-0.511154235307916,-0.20384059822975037,-0.35821673268352017,-0.2197525899767267,-0.011085457465814456,-0.003878304049243185,-0.008696555310210814,-0.1905155114877003,-0.4107065493235666,-0.09800256301545428,0.002113,0.01,0.0,0.97,100,11,1,12
125,0.9099574294872882,-4.6346640541462145,-1.1219102318949248,-0.5133221840987724,-0.2046577241784277,-0.3597527497090497,-0.2206633248807563,-0.01113063768511209,-0.0038952368930752794,-0.008724498489034626,-0.19132443370107385,-0.41231425771642877,-0.09849389370144251,0.0021,0.01,0.0,0.97,100,11,1,12
126,0.909207182645866,-4.643930100005737,-1.1267402199969594,-0.5155193442069379,-0.20552878852007084,-0.36121924034704356,-0.22154030970375027,-0.01117799567656931,-0.003911931967914335,-0.00876501411282329,-0.19213128746220767,-0.4141829715810328,-0.09881913976060087,0.002087,0.01,0.0,0.97,100,10,1,11
127,0.9178530463531476,-4.649014066288085,-1.1293431198021289,-0.5169110052138699,-0.20600266661371588,-0.36234897389098386,-0.22234436827498996,-0.011210344646088074,-0.003925546928627155,-0.008784786323675185,-0.19263873353417532,-0.41515946606095977,-0.09917013052659053,0.002074,0.01,0.0,0.97,100,11,1,12
128,0.9135350903564151,-4.657716116832914,-1.1339115852651733,-0.518961890105495,-0.2068447400976836,-0.3638109422507213,-0.2231983847368945,-0.011249065465914466,-0.0039415744470837535,-0.008825939947943378,-0.19336500050341085,-0.41668972020019673,-0.09963358928953418,0.002061,0.01,0.0,0.97,100,10,1,11
129,0.9150407051066407,-4.6631747123876055,-1.1369085942395782,-0.5204805472864018,-0.20740711419568073,-0.36501779523147926,-0.22410187245623697,-0.011284929403246283,-0.003955682664998507,-0.00882988873798832,-0.19388700254911687,-0.41765568711508455,-0.10000177272953886,0.002048,0.01,0.0,0.97,100,11,1,12
130,0.9068280352868311,-4.672530985467418,-1.1418133042300065,-0.5226953342857801,-0.20830869364813084,-0.3665986465100198,-0.2249901094704799,-0.011337181868385652,-0.003973077732222744,-0.008876163695956929,-0.19468778957259908,-0.4195785192755726,-0.10041027082178551,0.002035,0.01,0.0,0.97,100,11,1,12
131,0.912651973761867,-4.679114239948705,-1.145243545517506,-0.5243942575299795,-0.20889480607848535,-0.36786600732684566,-0.22582862640263396,-0.011374093895080175,-0.003988740433047142,-0.008854417500301925,-0.19538496888090667,-0.42091718699773545,-0.10076183042207258,0.002023,0.01,0.0,0.97,100,11,1,12
132,0.9155944502301206,-4.687211593169764,-1.1495282264458564,-0.5263608232541944,-0.2096509379005056,-0.3692121995359836,-0.22663203183389033,-0.01142141241633377,-0.004003136938316022,-0.00889746430082328,-0.19628001575350693,-0.422646072612365,-0.10119886932458531,0.002011,0.01,0.0,0.97,100,11,1,12
133,0.9166427473956135,-4.693941523068653,-1.1531221103386065,-0.5280683691164639,-0.21034370370688854,-0.3703180551512951,-0.2274276008472353,-0.011460847712649935,-0.004015736244635805,-0.008900573250898141,-0.19683192713992145,-0.42391783303226066,-0.10158826853821601,0.001999,0.01,0.0,0.97,100,11,1,12
134,0.9088019310532399,-4.7016654490336265,-1.1571031533053604,-0.5299655393452696,-0.2110153568360538,-0.37174058431334034,-0.22818837007660348,-0.01150613242247336,-0.004029083723208819,-0.008935135968263782,-0.19749451926359765,-0.42567880019884846,-0.10198652648352871,0.001987,0.01,0.0,0.97,100,11,1,12
135,0.9098685653545698,-4.71016672100043,-1.161584358769104,-0.5319672215230714,-0.2118550600942555,-0.3731674916538667,-0.22900688184296197,-0.011546872494384174,-0.004043633383482697,-0.008981577318552831,-0.19829659797859323,-0.42720630346872307,-0.1024035228778179,0.001975,0.01,0.0,0.97,100,11,1,12
136,0.9167772161676546,-4.717816327722609,-1.1655709666138232,-0.533718652703371,-0.21260515632581675,-0.37443138513984797,-0.2297446480340033,-0.011583463500183572,-0.00405568304986794,-0.009004520281517672,-0.19887093391291577,-0.4285488176325226,-0.10279573218857571,0.001963,0.01,0.0,0.97,100,11,1,12
137,0.9240233878484874,-4.724721750443164,-1.1691466259268217,-0.5352364506484133,-0.21328046263326772,-0.37546890496091834,-0.23038433158037758,-0.01160931975816586,-0.004068825856964757,-0.009036131843164891,-0.19954028417543584,-0.42967485438171044,-0.10306727258983621,0.001952,0.01,0.0,0.97,100,10,1,11
138,0.9195188242399839,-4.731592319319925,-1.172685219214666,-0.5368896817803346,-0.21396636231042332,-0.3766572060662457,-0.23115574337595338,-0.011646513925047891,-0.004080211830898864,-0.009062110051138824,-0.20002175038116338,-0.4309792628873065,-0.10331919629473371,0.00194,0.01,0.0,0.97,100,11,1,12
139,0.9158897143142045,-4.7394547532532325,-1.1768107184599592,-0.5387325725770319,-0.21470641641328395,-0.37787584434995003,-0.23191142404072565,-0.011684140885443886,-0.004094027317927467,-0.009106271734723644,-0.20076736309636367,-0.43258482123952,-0.10369960714951208,0.001929,0.01,0.0,0.97,100,10,1,11
140,0.9193905676649137,-4.746578564907692,-1.1805094590878187,-0.5403456167637422,-0.21541046945008926,-0.378975674621635,-0.23266620472326344,-0.011715666677603634,-0.004106532558201284,-0.00914616729648073,-0.20131257807650121,-0.4338354129708011,-0.10409437674732881,0.001918,0.01,0.0,0.97,100,11,1,12
141,0.9241454790368749,-4.753216632092372,-1.1839855724072046,-0.5418625584421904,-0.21608984455991478,-0.38003455465185143,-0.2333974109639291,-0.011745133712529124,-0.004117538382651139,-0.009172915977118588,-0.20197786044054097,-0.43502654557616266,-0.10441940023285595,0.001907,0.01,0.0,0.97,100,11,1,12
142,0.9064661250251796,-4.759766503569758,-1.1874372492969174,-0.5436123244076211,-0.21664106266247213,-0.3813679060194557,-0.23423580524564255,-0.011792589174598613,-0.00413247759123652,-0.00917861093198805,-0.2027808805663085,-0.43654408280968954,-0.10487069592841446,0.001896,0.01,0.0,0.97,100,11,1,12
143,0.9094416243654823,-4.767658930733403,-1.1916552920801613,-0.545554474548826,-0.21740176684470444,-0.38272582849335307,-0.23516154286101282,-0.011836768648020336,-0.0041482840175161,-0.009230177564080497,-0.20347065286065533,-0.43803678033058435,-0.1052777760108671,0.001885,0.01,0.0,0.97,100,11,1,12
144,0.9173685983827493,-4.775043529522741,-1.1955819323071286,-0.5472731117530203,-0.21816246654282903,-0.3839163881838388,-0.23596978241775748,-0.011869532721581422,-0.004161598689045683,-0.009262082427971143,-0.2040752926493451,-0.43938315227820646,-0.10560596739578813,0.001875,0.01,0.0,0.97,100,11,0,11
145,0.9155379826701439,-4.782572122008312,-1.1995316878006848,-0.5490551228897437,-0.21885409268746062,-0.38512445532475903,-0.2367393210439284,-0.01190897311931058,-0.004176465616880641,-0.009299776597092869,-0.20474389541296906,-0.4408777022135267,-0.10591542356687805,0.001864,0.01,0.0,0.97,100,10,1,11
146,0.912665005387931,-4.789593469938103,-1.2032417986680346,-0.5507889905365057,-0.21949481947643001,-0.38638671867616975,-0.23750901690540732,-0.011947520118637029,-0.004191611768603552,-0.009339119030131876,-0.20535671159977567,-0.4425007466686766,-0.10624027494215446,0.001854,0.01,0.0,0.97,100,11,1,12
147,0.9162478211571983,-4.796688524916561,-1.206978735470697,-0.5524099569494649,-0.22019365170409474,-0.3875255835804912,-0.23827467298663768,-0.011981864304311597,-0.004206017753363133,-0.009373712197957641,-0.20598432525919208,-0.44369118332115504,-0.10657261236710058,0.001843,0.01,0.0,0.97,100,11,1,12
148,0.9149250939514003,-4.80401857080117,-1.2107853480252957,-0.5540372996794951,-0.22092032645908696,-0.38865719550342914,-0.23902039374659104,-0.012015617292687828,-0.0042180320447193125,-0.009404625699920514,-0.20655018019290536,-0.44508133800369853,-0.1068758235820372,0.001833,0.01,0.0,0.97,100,11,1,12
149,0.9184736930576567,-4.811073803083487,-1.2144604167481223,-0.5556444767673323,-0.2216355457762711,-0.3897854807567045,-0.23970255961078085,-0.012044212500920028,-0.004230094918117397,-0.00944550863794595,-0.2071143929054202,-0.44614653969293855,-0.10723945889285653,0.001823,0.01,0.0,0.97,100,10,1,11
150,0.9196345011825963,-4.817816642430164,-1.2180239165959181,-0.5572014616719085,-0.2223023276616311,-0.39091875997036596,-0.24035463559271045,-0.012076981314784097,-0.004239716382375693,-0.009471962670112237,-0.20760568376521243,-0.4475641347102026,-0.10749460772336049,0.001813,0.01,0.0,0.97,100,11,1,12
151,0.9080234833659491,-4.825994042818254,-1.2223315624579931,-0.5591306356534269,-0.2231018872110553,-0.39220258555201926,-0.24114432221904283,-0.012118576839051985,-0.00425320381757041,-0.009512182211416613,-0.20825743814231668,-0.44919134423842144,-0.1078372246083693,0.001803,0.01,0.0,0.97,100,11,1,12
152,0.9100616634080313,-4.833442116597017,-1.226194732063626,-0.5609168462547721,-0.22383212358947185,-0.39345707788116974,-0.24196604992394533,-0.012159156811079515,-0.0042679574909400405,-0.009555636437076574,-0.20898934098786084,-0.4505367332234675,-0.10834252574767445,0.001794,0.01,0.0,0.97,100,11,1,12
153,0.9122032486463973,-4.836275264010419,-1.2280056418662695,-0.56213641819033,-0.22411890842336174,-0.39452081481080553,-0.24272222920708877,-0.012193384245753074,-0.004278397300479563,-0.009422664032430632,-0.20941589087772317,-0.45158757481218315,-0.10859570719929078,0.001784,0.01,0.0,0.97,100,11,1,12
154,0.9199046920821115,-4.84306171355262,-1.2314814849740177,-0.5636972663308286,-0.22473767377750314,-0.3956296918018538,-0.24340571700231448,-0.012222113948118039,-0.004294015712539115,-0.009454069928482033,-0.21015345083641618,-0.45278883834852385,-0.10891618141845374,0.001774,0.01,0.0,0.97,100,10,1,11
155,0.9125473382159123,-4.850348320644597,-1.2353663951485714,-0.5654666266500135,-0.22545809792409927,-0.3967781178091831,-0.2441396968907335,-0.012264581187624623,-0.004307379978176034,-0.009492146937040988,-0.21073165801812896,-0.4541862999623616,-0.10921453152250905,0.001765,0.01,0.0,0.97,100,11,1,12
156,0.9141789777551367,-4.857407676568948,-1.239047244438372,-0.5671873607718512,-0.22606811784740538,-0.3979899783636668,-0.2447720807944669,-0.01230354127912022,-0.0043201976825755755,-0.009531320394090628,-0.21130816159771137,-0.4557581005454482,-0.1095611389039877,0.001756,0.01,0.0,0.97,100,11,1,12
157,0.9085624747270522,-4.865117785972147,-1.2430950156654126,-0.569021358099214,-0.2268118999720865,-0.3992361266979844,-0.24553411345450943,-0.01234932498976538,-0.004332133682414657,-0.009565495828338155,-0.2118868094339767,-0.4574774949151992,-0.10984496626921812,0.001746,0.01,0.0,0.97,100,10,1,11
158,0.9118181512265706,-4.872475814236613,-1.2469719894533975,-0.5707139557379143,-0.22757660755118175,-0.4003765709519668,-0.24624166760731286,-0.012381467224007322,-0.004343253697317965,-0.00959850441198824,-0.21243516643543503,-0.4587173940260804,-0.11017183900922863,0.001737,0.01,0.0,0.97,100,10,1,11
159,0.9196884597763562,-4.878928736092797,-1.2503442910094826,-0.5722433853682428,-0.22818566477614052,-0.4014675093981244,-0.24687107429617514,-0.012408369349886103,-0.004354748851753072,-0.009629913542613102,-0.21298074277966228,-0.45992665302937813,-0.11041681157226499,0.001728,0.01,0.0,0.97,100,10,1,11
160,0.9147698533131007,-4.882402073437758,-1.2522991972279796,-0.5733720651980708,-0.22843618746380193,-0.4024562191389421,-0.24749927538722527,-0.012433315625893412,-0.004364749831324481,-0.009569505412178459,-0.2133948353659944,-0.4603105347813729,-0.11079549405644692,0.001719,0.01,0.0,0.97,100,11,1,12
161,0.9100794505790466,-4.889802507652299,-1.2561571916702383,-0.5751057510915604,-0.22912525486385735,-0.403645076318561,-0.2481874296427552,-0.012476225395424272,-0.0043762134880395145,-0.009600456954341172,-0.21398958959924913,-0.46180009733003213,-0.11112839348138374,0.001711,0.01,0.0,0.97,100,11,1,12
162,0.9186993240395799,-4.896045451793902,-1.2593810631669207,-0.5765709190178941,-0.22969256275860578,-0.4047142245427396,-0.24879929397541825,-0.012508608202428,-0.004388474754051459,-0.009635359308138653,-0.21454132307712756,-0.4628868620570452,-0.11137444143547631,0.001702,0.01,0.0,0.97,100,11,1,12
163,0.912767323220379,-4.902964290205855,-1.2629262568842003,-0.5781624065118673,-0.2303366297069473,-0.405870484230478,-0.2495043303748866,-0.012543582655168783,-0.004400025473353109,-0.009675021119188398,-0.21510574888557238,-0.464098982858043,-0.11165151790178071,0.001693,0.01,0.0,0.97,100,11,1,12
164,0.9112244384425693,-4.9099331650680575,-1.2664703082079207,-0.5798239888511594,-0.23093396250617992,-0.40706166392047466,-0.25019549425768967,-0.012581130133284468,-0.004413239147118317,-0.009703950284338249,-0.21579606164094725,-0.4655113395903677,-0.11196242921443189,0.001685,0.01,0.0,0.97,100,11,1,12
165,0.9165531506987539,-4.916213270318666,-1.2697613303365813,-0.5813725212502301,-0.23152952163023588,-0.4081488670964345,-0.2508534901286375,-0.012615825505107321,-0.004423592265945604,-0.009731686183705485,-0.21652000645093938,-0.46678054417435216,-0.1122468983142051,0.001676,0.01,0.0,0.97,100,11,1,12
166,0.9151151623393035,-4.922716881029291,-1.2731747951934906,-0.5829674377228888,-0.23213308559710316,-0.409302388177111,-0.2514761160714526,-0.012650163843786791,-0.004433164118158759,-0.009754012396396266,-0.21701218307995132,-0.46824850909160104,-0.11260294892617805,0.001668,0.01,0.0,0.97,100,11,1,12
167,0.9182969315288758,-4.9267915132408655,-1.2753003071746358,-0.5841089283382729,-0.23248489856521456,-0.4102646545418309,-0.252066401290382,-0.012675238217666737,-0.004443375111653558,-0.009769475202496011,-0.2174473133168286,-0.46907143107727767,-0.11290510802913609,0.001659,0.01,0.0,0.97,100,11,1,12
168,0.9183873806783562,-4.933108446588639,-1.278614132715411,-0.5855503936735188,-0.23309944515583408,-0.41123096845438584,-0.25270727805403165,-0.012707107258608212,-0.004454011140680911,-0.009802257526829602,-0.2179407999205326,-0.47015909954759516,-0.1131838016838976,0.001651,0.01,0.0,0.97,100,10,1,11
169,0.9067537032387647,-4.9405751547820085,-1.2825610868532618,-0.5873443726436395,-0.2338126073557015,-0.41247022329121497,-0.25342457640868365,-0.012745425887067771,-0.0044675884028006745,-0.009842686031632259,-0.21873064388676347,-0.4715267856929403,-0.11348247460893268,0.001643,0.01,0.0,0.97,100,10,1,11
170,0.9156230064130544,-4.946599404673056,-1.285707751330668,-0.5887946006874376,-0.23442361592935884,-0.4134829650413188,-0.25409704940223876,-0.012777285294618213,-0.004476934038148594,-0.009872564346382166,-0.21925291736702512,-0.4725550052548353,-0.11383388487822632,0.001635,0.01,0.0,0.97,100,11,1,12
171,0.9160565298825132,-4.953000105140224,-1.2890394528652485,-0.5902798758775576,-0.23505269120467118,-0.41447816938997173,-0.2547476929409698,-0.012808542152046484,-0.004487049064815339,-0.00990371391340632,-0.21979505263456486,-0.4736359695057743,-0.11414923732924,0.001627,0.01,0.0,0.97,100,10,1,11
172,0.9079092458315233,-4.959887667269594,-1.2926373165144678,-0.591932741699193,-0.2356895305740866,-0.41564265372961295,-0.25547583536745727,-0.012846954341942225,-0.004500281881530366,-0.009937872990538828,-0.22042695747365415,-0.4749822067032507,-0.11445966150272466,0.001619,0.01,0.0,0.97,100,11,1,12
173,0.9081986715574502,-4.966995341761823,-1.2964265046297365,-0.5936943882388358,-0.23635416874854706,-0.41686974774929614,-0.2561645356151438,-0.012886569116418934,-0.00451223512021391,-0.009974433839597764,-0.22102866435198676,-0.476605475704229,-0.11476503132363673,0.001611,0.01,0.0,0.97,100,11,1,12
174,0.9121986507629414,-4.973537610984108,-1.2998796681330222,-0.5952197367169355,-0.23704560617640666,-0.41793676382720846,-0.256886122304248,-0.012918325126209456,-0.004523834095053075,-0.010002535393559888,-0.22164147943715787,-0.4778343991968895,-0.11505729436284534,0.001603,0.01,0.0,0.97,100,11,1,12
175,0.9114232526654256,-4.980162833699477,-1.3033881524101845,-0.5967979341881966,-0.23768208635675525,-0.4190428469911495,-0.25751301192533943,-0.012952161867225273,-0.004533905664978051,-0.010038590756731967,-0.22215425261630647,-0.47914851023476734,-0.11527003467699536,0.001596,0.01,0.0,0.97,100,11,1,12
