episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_depot_backlog,alpha,alpha_initial,epsilon
39,0.9195311714007848,-1.0819763044160613,-0.5712475318658258,-0.23758175477810273,-0.11818242729351769,-0.15972535360791937,-0.10178693521119729,-0.13175425284648237,0.046,0.1,0.13531
40,0.9244547892526438,-1.099570417554063,-0.5803073780537659,-0.24128993987896005,-0.11995526944501833,-0.1621805333481159,-0.10331425293751621,-0.13389882117856772,0.045372,0.1,0.133961
41,0.9270514673748613,-1.116670052889468,-0.5892312930700196,-0.244934700403239,-0.12176858995407651,-0.16476872383290114,-0.10492694110148268,-0.13592104686509016,0.04476,0.1,0.132626
42,0.9234327857861213,-1.134392991062384,-0.5983795221424197,-0.24875624528595452,-0.1235945343794833,-0.1674031002493805,-0.10660330003850554,-0.13831438293143067,0.044165,0.1,0.131304
43,0.9138937390870541,-1.1544302772578676,-0.6090312895401679,-0.2533000234343645,-0.1258182311078651,-0.17053865142158867,-0.10853405066404362,-0.14112579953648963,0.043586,0.1,0.129995
44,0.9229067136032185,-1.1717159645582824,-0.618002906629929,-0.2571321888041902,-0.12751813613106927,-0.1731370938041665,-0.1100982408277224,-0.14362258585428367,0.043022,0.1,0.128699
45,0.9234559182094872,-1.1887401590685795,-0.6271113263067271,-0.26088588224062476,-0.12943413394423608,-0.17562573887200048,-0.11168530276684573,-0.14551092412513336,0.042472,0.1,0.127416
46,0.925847635344842,-1.2054101463793263,-0.6357221177408496,-0.26449462701146864,-0.1311551365108504,-0.1781584502156749,-0.11317227023600711,-0.1471981289573637,0.041935,0.1,0.126145
47,0.9192918336211378,-1.2228892805206573,-0.644821881329134,-0.2682276730875018,-0.13302051442736199,-0.18066468772136207,-0.11476032996858586,-0.14969654826998027,0.041413,0.1,0.124888
48,0.9203619607319353,-1.2400546593202293,-0.653986403342819,-0.2721136953023561,-0.13490668765451502,-0.18324368198330915,-0.11633753682031359,-0.151861489047917,0.040903,0.1,0.123643
49,0.925342523325208,-1.2559349314968093,-0.6623006407495452,-0.27557746412247036,-0.1366352760750292,-0.18562921256900236,-0.11782889412101244,-0.15393244704126047,0.040405,0.1,0.12241
50,0.9300350747646299,-1.2704834846794586,-0.6698393757327935,-0.27860571639271176,-0.1382191988873971,-0.18759141022546627,-0.11913819490062269,-0.15557147506958355,0.03992,0.1,0.12119
51,0.9229022655028003,-1.2862857772668832,-0.6781392614175484,-0.2820076614800773,-0.13997203932541613,-0.18988525568975798,-0.1206094200281967,-0.157472262019753,0.039446,0.1,0.119982
52,0.9310402995900879,-1.300031612488397,-0.6851458332461383,-0.28488552980230714,-0.14134785113961823,-0.19190957693433408,-0.12181324870046006,-0.1592257969611534,0.038983,0.1,0.118786
53,0.9201237872198059,-1.3165119956182647,-0.6937183414664204,-0.2884573227511204,-0.1430527231036726,-0.19427196185638623,-0.12327410273930353,-0.1614817963209173,0.038531,0.1,0.117601
54,0.9198382333199087,-1.3322511319777577,-0.702127130790013,-0.2920656458897726,-0.14467988765474352,-0.19669378137725863,-0.12471935368678039,-0.16372733575611637,0.038089,0.1,0.116429
55,0.9161014820396886,-1.3487707790091934,-0.7107487158174116,-0.29562872611425556,-0.14653076137003912,-0.1992200617535773,-0.1262667407849865,-0.16541799552268963,0.037657,0.1,0.115268
56,0.9226743204457201,-1.3640487147299767,-0.7187927948058283,-0.2989729880677271,-0.14812565704555372,-0.20141985340409418,-0.12761597859607166,-0.1675658230633415,0.037235,0.1,0.114119
57,0.9175173061128711,-1.3800615622723962,-0.7270871164418803,-0.30248122993346094,-0.14973032413864965,-0.20374989887574999,-0.129038081544448,-0.1697725414656536,0.036823,0.1,0.112982
58,0.9227666190436171,-1.3947027978393385,-0.7346967378872403,-0.3055313834468439,-0.1513386771125822,-0.20580346688882006,-0.1304718297353317,-0.17134282498892547,0.036419,0.1,0.111855
59,0.9193208094924638,-1.4100153921846927,-0.742670700273007,-0.3088802836850272,-0.15290670213903884,-0.20802099565180143,-0.13193041890194696,-0.17301487302304053,0.036024,0.1,0.11074
60,0.923598190663139,-1.4238697967107221,-0.7497822945387037,-0.3118525398778207,-0.15433566567680884,-0.21010527179032681,-0.13325746142293296,-0.17470593907288123,0.035638,0.1,0.109636
61,0.9203379904626454,-1.4385926252885188,-0.7576414890199307,-0.31506056080487205,-0.15603893335535032,-0.21222540073001867,-0.13470319721992569,-0.17650099369841604,0.035259,0.1,0.108543
62,0.9259964607735738,-1.452136203158358,-0.7646333225347475,-0.3179310026689567,-0.15744779177762572,-0.21421074835293424,-0.135967955835044,-0.1779281247173144,0.034889,0.1,0.107461
63,0.9220483641536273,-1.466354910453729,-0.7720784129325563,-0.32107441729034747,-0.15892107604691913,-0.21632997730321374,-0.1372264856614885,-0.17986727295837285,0.034527,0.1,0.10639
64,0.9214332291126753,-1.4803852471437362,-0.7794221107303206,-0.3241023096414909,-0.16040307451399363,-0.21836241380208865,-0.13851204912271986,-0.18162992601204275,0.034171,0.1,0.105329
65,0.9196155526430756,-1.4948345408031956,-0.7870965579028367,-0.3273401335861676,-0.16196722140589837,-0.22059091886861254,-0.13986557594521098,-0.18355741166218287,0.033824,0.1,0.104279
66,0.9203719556204576,-1.508711785204591,-0.794329914527283,-0.33037902332115365,-0.16336625426861823,-0.22260383152082927,-0.14112170432824594,-0.18543577323550983,0.033483,0.1,0.10324
67,0.9270724383413745,-1.5212435433688913,-0.8008418351715031,-0.3331089641567115,-0.1647032211377566,-0.2245545207590213,-0.1423449377921513,-0.18695444499465072,0.033149,0.1,0.10221
68,0.9222466553640072,-1.5346830424216937,-0.8078008847556535,-0.33602980492529533,-0.166078061605014,-0.22651076180928137,-0.14355618934334227,-0.1887330205951307,0.032821,0.1,0.101191
69,0.927861488694836,-1.5468994408866727,-0.8140825383055542,-0.33861846691755465,-0.1673334159290333,-0.22834871371854853,-0.14467982459745626,-0.19007108230401962,0.0325,0.1,0.100183
70,0.9226878003541017,-1.5600533625890385,-0.8209080278403458,-0.34150512942467576,-0.1686055552937417,-0.2303601343210432,-0.14585403632407246,-0.1917866247856788,0.032185,0.1,0.099184
71,0.9219504856154194,-1.5733300243341166,-0.8277720371944307,-0.344372874491242,-0.1699512035799123,-0.23228189978155614,-0.147117734767047,-0.1933301671632333,0.031876,0.1,0.098195
72,0.9217687074829932,-1.5863396580784848,-0.8344588409386803,-0.3471656502890713,-0.17124600516658636,-0.23422233417257218,-0.1482663443916166,-0.1952040388214918,0.031573,0.1,0.097216
73,0.9232091111260867,-1.5989093561769303,-0.8410209733334597,-0.34993687362315706,-0.17253005735059984,-0.2361195941138511,-0.14939243882942982,-0.1968986677139142,0.031276,0.1,0.096247
74,0.924117179708234,-1.6111366487146626,-0.8475039307885823,-0.3525779470381616,-0.17392084763755855,-0.23789036763169635,-0.150637734773225,-0.19825249258343589,0.030984,0.1,0.095288
75,0.9217848659653886,-1.6236568859011535,-0.8540542111306436,-0.3553578308759515,-0.17517910606274234,-0.23975823296322651,-0.1517513324702525,-0.19987181775574298,0.030698,0.1,0.094338
76,0.931347238263469,-1.634444693060522,-0.8596604648275123,-0.3576073220569915,-0.17642366734732307,-0.2412818149156176,-0.15279789443908584,-0.2010711854419275,0.030417,0.1,0.093397
77,0.9212133346681349,-1.6469575945462325,-0.8663587919800649,-0.3604060731476492,-0.17780313102216208,-0.2431093953226257,-0.15399883097087227,-0.20270976733029297,0.030141,0.1,0.092466
78,0.9226079508238021,-1.6591016684738404,-0.8726340277116065,-0.36309476144901964,-0.17903443314024592,-0.244926622642117,-0.15510199551467346,-0.2041529739418127,0.02987,0.1,0.091544
79,0.9246818560239224,-1.6704867780364159,-0.8785915895011585,-0.3655318704391593,-0.1802856235541776,-0.24661028429854445,-0.1561491241418332,-0.20567353366791913,0.029604,0.1,0.090632
80,0.9215271481817267,-1.6825698448863802,-0.8848699255629358,-0.368199009228523,-0.18153657384244665,-0.24839615615183386,-0.15716250129838344,-0.20754730710302527,0.029342,0.1,0.089728
81,0.9264656334231806,-1.6936455209296795,-0.8906320588067318,-0.37055173393711077,-0.18271296712694268,-0.24995980757834804,-0.15819186200107418,-0.20885475103619602,0.029086,0.1,0.088834
82,0.9208456161037648,-1.7058078355768118,-0.8969317961267054,-0.373258981895049,-0.1839560405867648,-0.25189247697231765,-0.15940348828939818,-0.2103675423231335,0.028833,0.1,0.087948
83,0.924641872351873,-1.7171004335581788,-0.9027615846330398,-0.3756835915366908,-0.18509296666199446,-0.25354677344609433,-0.1604434608568865,-0.21165896502057982,0.028585,0.1,0.087071
84,0.9206241068758101,-1.7292056364646295,-0.9090916073864636,-0.37833474448327176,-0.18639298906132268,-0.2553047343286471,-0.1615513342909066,-0.2131253064302486,0.028341,0.1,0.086203
85,0.9223014050256687,-1.7405499046186772,-0.9150318308116983,-0.38085413334909446,-0.1875293075235883,-0.2570784996421369,-0.16253351351261497,-0.21458605001192904,0.028102,0.1,0.085344
86,0.9216567967013388,-1.7520071200991731,-0.9210624408591926,-0.3834168351076189,-0.18871094675130057,-0.2587606984301956,-0.16363236999587,-0.2160997619106527,0.027866,0.1,0.084493
87,0.9172912115610822,-1.7642357363957955,-0.9275780224176767,-0.3861298196856964,-0.19013004081059945,-0.260535421864368,-0.16489039518683063,-0.21746409799383773,0.027634,0.1,0.083651
88,0.9256833184204751,-1.7749498068145826,-0.933088793923025,-0.3883719971652161,-0.1912466084085512,-0.26197851150525525,-0.16584253721477693,-0.21866690727450358,0.027406,0.1,0.082817
89,0.9206014377805528,-1.786272667012843,-0.9389369026463099,-0.3907555568886058,-0.19246279362369006,-0.2636158773439022,-0.1668788203627932,-0.22000512020799548,0.027182,0.1,0.081991
90,0.9277523128326534,-1.79645276119516,-0.9442525315661814,-0.3929341080953326,-0.19358835130045135,-0.26507665591084945,-0.16782139929997344,-0.22111452528909661,0.026961,0.1,0.081174
91,0.9283080150218223,-1.8063675803794002,-0.9493414911212575,-0.39507007299292474,-0.19460536903197148,-0.26652338062357217,-0.16879425350345123,-0.22223222427905548,0.026744,0.1,0.080365
92,0.9185973594562988,-1.8176847177201927,-0.9552333748080096,-0.39751480656564436,-0.19577961862989082,-0.2681676925029018,-0.16988627327373693,-0.22350998533208527,0.026531,0.1,0.079563
93,0.9208476785773975,-1.8288349504814074,-0.961080693386881,-0.4000051779221799,-0.196947089876108,-0.26994980893500237,-0.1709419862776822,-0.22504083879059267,0.02632,0.1,0.07877
94,0.9256425016083702,-1.8390725619092125,-0.9663857631108592,-0.40221305492205733,-0.19796737957574664,-0.2714692247066613,-0.17191019722365758,-0.2263048106456492,0.026114,0.1,0.077985
95,0.9255842042576035,-1.8491670390737183,-0.9715301738492802,-0.4043958977293284,-0.19894598249217832,-0.27297554011231107,-0.17284750256395448,-0.22747805264577348,0.02591,0.1,0.077207
96,0.9229275377003225,-1.8592585735137144,-0.976775275452275,-0.406560242594614,-0.1999598907585458,-0.2744315638884357,-0.1737682758297423,-0.22891129417313755,0.025709,0.1,0.076438
97,0.9221586043622076,-1.8694387358591626,-0.9822090935017785,-0.4088621763044903,-0.20105351246327569,-0.27597944564403043,-0.17470362953702184,-0.2304592135496638,0.025512,0.1,0.075676
98,0.926039490531707,-1.8793696411521497,-0.9874137392308618,-0.41107072123519245,-0.2020902015477377,-0.277466482498265,-0.1756248046343398,-0.23159925678742663,0.025318,0.1,0.074921
99,0.9256203946811213,-1.8890879203040183,-0.9924048530195707,-0.4131515162895147,-0.20307008097279686,-0.27889453061075975,-0.17654828630732636,-0.23277868054770218,0.025126,0.1,0.074174
100,0.9227135393192782,-1.899122602822088,-0.9976374542236169,-0.4154008276567343,-0.20407434729326285,-0.280388873241459,-0.17743490170981013,-0.2342008501847948,0.024937,0.1,0.073435
101,0.9199851386496437,-1.9095235492204712,-1.0030986954523213,-0.4177048832718543,-0.20515130580418292,-0.2818516781518754,-0.1783577962209582,-0.23555279616126878,0.024752,0.1,0.072703
102,0.9268726011095654,-1.9188603363257428,-1.0079010168155398,-0.419703826558612,-0.20609902691004023,-0.2832149046008622,-0.17926624740254643,-0.23654571810908745,0.024569,0.1,0.071978
103,0.9324226080781781,-1.9275789316699303,-1.0123337248065272,-0.4215702638611557,-0.2069525673100479,-0.28448193617425055,-0.18008570946843033,-0.23764902148966696,0.024388,0.1,0.071261
104,0.9242726586735978,-1.9371700548935837,-1.0173559838648296,-0.42370024352237773,-0.20798136756235094,-0.2859114689402974,-0.1809961963050457,-0.23912682141316705,0.024211,0.1,0.07055
105,0.9215041559568715,-1.9470936751646248,-1.0225801042072797,-0.4258717640940167,-0.20904027760995056,-0.28738793131511814,-0.1818753827675828,-0.24036516144516745,0.024035,0.1,0.069847
106,0.9253234125306502,-1.9563116066441455,-1.0272924134124086,-0.42785070583249424,-0.2098958737520542,-0.28867262898220236,-0.1826665065476667,-0.24189875587528362,0.023863,0.1,0.06915
107,0.9273804672643303,-1.9652496173657623,-1.0319124081880362,-0.4297634205891864,-0.21081700943431883,-0.2900849178921799,-0.1835813211723578,-0.24274465191312058,0.023693,0.1,0.068461
108,0.9237851066309288,-1.9748722328467476,-1.0369105980482873,-0.43190822737506473,-0.21178217610824487,-0.2915740988077207,-0.1844676934437477,-0.24408907542082184,0.023525,0.1,0.067779
109,0.9203621581670363,-1.984583799388161,-1.0419833503072145,-0.43403857768149556,-0.21279222511900947,-0.29308322149515287,-0.18539679543059545,-0.2453194964121601,0.023359,0.1,0.067103
110,0.9294216826842017,-1.993167814983227,-1.0463952714790257,-0.43588560090431444,-0.21367703905854377,-0.29437607151154815,-0.18617250090252202,-0.2463546484449269,0.023196,0.1,0.066434
111,0.9248418660652207,-2.002116396616652,-1.0511043984621082,-0.4379084594736639,-0.21457438058271625,-0.29571458660415234,-0.18698420549578298,-0.24752911746613812,0.023035,0.1,0.065772
112,0.9238953498128849,-2.0112275690614343,-1.0558937157195452,-0.43987863790921516,-0.21555047076207565,-0.2969564682180309,-0.1877805994437631,-0.24881163772824896,0.022877,0.1,0.065116
113,0.9206781402517339,-2.0206169764220974,-1.0607632805048952,-0.4419521116994658,-0.21651835324274718,-0.2984263204501779,-0.18872081170142777,-0.2500818884824737,0.02272,0.1,0.064467
114,0.9211003932376567,-2.029874762822082,-1.0655927730822752,-0.4439897223675975,-0.21747727471245745,-0.29978493075293744,-0.18958070167838617,-0.25133539286737133,0.022566,0.1,0.063824
115,0.9249447005386421,-2.0386992773093575,-1.0701872349067676,-0.4459690969235656,-0.218335393697788,-0.30118122406308195,-0.19038600504925046,-0.25247655161594257,0.022414,0.1,0.063188
116,0.9251371410132301,-2.0473041325359134,-1.07459273391937,-0.44776893352370684,-0.2192263171400538,-0.3024050545148353,-0.19118513454269598,-0.25334101990951763,0.022264,0.1,0.062558
117,0.9260771660953149,-2.055910769348174,-1.0790104651738348,-0.44963813774242267,-0.22007047630169405,-0.3036617230083014,-0.19195747238153302,-0.2544202104562032,0.022115,0.1,0.061934
118,0.9201041316761841,-2.065126175227489,-1.083866086471991,-0.4516784189479585,-0.22104394561196777,-0.3050515295814051,-0.19286836318404665,-0.25556657026017787,0.021969,0.1,0.061317
119,0.9294667159514769,-2.073135990659258,-1.0880004772497196,-0.45343370088095103,-0.22184481578361423,-0.3062601901387263,-0.19357781880516134,-0.2564305939371538,0.021825,0.1,0.060706
120,0.9248709006773523,-2.0816581049477767,-1.0923937652584905,-0.45525428089253683,-0.22272985871155054,-0.30752187073601556,-0.19436839509169457,-0.2573514147933331,0.021682,0.1,0.0601
121,0.924347884849304,-2.090135794539912,-1.0968427871118855,-0.45710816531989895,-0.22360196141333916,-0.3087431746162701,-0.19511645913800427,-0.25844159736484373,0.021542,0.1,0.059501
122,0.925366115813516,-2.098315485049402,-1.101142159954894,-0.4589418372985352,-0.2244275273799839,-0.3099676207052031,-0.19585370759365492,-0.259366945050668,0.021403,0.1,0.058908
123,0.9267550532492936,-2.1063753755657526,-1.1052968250930415,-0.46062903072552697,-0.2252810919024616,-0.3110982472091704,-0.19662373274728004,-0.26033440551261205,0.021266,0.1,0.058321
124,0.9161432266299419,-2.115655503556534,-1.1101970766843965,-0.46272295471777447,-0.2262023557640179,-0.31250831621086117,-0.19744815679451647,-0.2617253453771401,0.021131,0.1,0.057739
125,0.9212317114664852,-2.124188490690929,-1.114597728283413,-0.4646454537009942,-0.22698617669155025,-0.31379340122455546,-0.1981597687221704,-0.26286472725852705,0.020997,0.1,0.057164
126,0.920961506135485,-2.1328966194799843,-1.1191469275221555,-0.46655522330909505,-0.22788152681879087,-0.31505181173763563,-0.19896784925856217,-0.26403923251734684,0.020865,0.1,0.056594
127,0.9295993251792493,-2.1403962466263335,-1.1230031707558275,-0.4681340433029555,-0.22868585734967353,-0.3160780070352967,-0.19969067058846934,-0.26488749200277095,0.020735,0.1,0.05603
128,0.9228572859790612,-2.1489544426796074,-1.1274655054375595,-0.4699684070934837,-0.2296311000636831,-0.317352718583233,-0.2005119401666649,-0.2658107042830421,0.020606,0.1,0.055471
129,0.9267894966882964,-2.1568468717326796,-1.131489900720396,-0.47166312994881154,-0.23038540789495238,-0.31852553950096707,-0.20123134061919143,-0.26700831792562185,0.020479,0.1,0.054918
130,0.9207610951201552,-2.1652170122884504,-1.1358558281124251,-0.4735114684725786,-0.23123273658013252,-0.3197649761753544,-0.2020325652947655,-0.26810028448713447,0.020354,0.1,0.054371
131,0.9238768858573301,-2.1733638741250685,-1.1400807128189319,-0.4752987131294299,-0.23206550663872513,-0.320976554152516,-0.20273127508635402,-0.2693281416280034,0.02023,0.1,0.053829
132,0.9198287539508672,-2.1819898084770677,-1.1446042455591763,-0.4772061662088496,-0.2329683338478247,-0.3222863357177931,-0.20350965886131409,-0.27032488775983704,0.020108,0.1,0.053292
133,0.9278287874696193,-2.1896283965159786,-1.148527065499228,-0.47877494396307246,-0.23379297881606578,-0.3233700917126032,-0.20421795286790526,-0.2710951727596385,0.019987,0.1,0.052761
134,0.9254654164968066,-2.197323739913324,-1.1525302240936657,-0.4804468211373827,-0.2345934895657652,-0.3245276768953265,-0.2049355238439213,-0.27222444991477657,0.019867,0.1,0.052235
135,0.9179606494360427,-2.205827864763792,-1.1569886571011287,-0.48232029196818654,-0.23550169488426478,-0.325790816614953,-0.2057131359954129,-0.27327406979718216,0.019749,0.1,0.051714
136,0.9249425152313657,-2.2135196779794444,-1.1609354710752737,-0.4839346269968559,-0.236297483224734,-0.3269383699517303,-0.20635225498403084,-0.27431237528232116,0.019632,0.1,0.051198
137,0.9205010963607622,-2.2214991535569073,-1.1651372709782937,-0.4857011655865731,-0.23715173263029646,-0.32811037949533073,-0.2070757616531903,-0.27540539814856607,0.019517,0.1,0.050688
138,0.9226060707697468,-2.229287981037891,-1.1691803805201197,-0.48743535368285595,-0.23791017070856516,-0.3292831107189313,-0.20778616587978882,-0.27646935440255943,0.019403,0.1,0.050183
139,0.9269463265577256,-2.236829180386521,-1.1731306627876876,-0.4891173069334306,-0.2386634146097536,-0.33042400884821377,-0.20845397617696806,-0.27756198786961966,0.01929,0.1,0.049682
140,0.924849463450735,-2.2443424497528373,-1.1770344003771374,-0.49067588166620696,-0.23948861298041757,-0.3314648807384979,-0.20914866192654963,-0.27836883871213863,0.019179,0.1,0.049187
141,0.9296276980535321,-2.2512856529448118,-1.1805778740441863,-0.4921255996535927,-0.24022345787250415,-0.3324827139523609,-0.2097782864997644,-0.27921261225129146,0.019069,0.1,0.048697
142,0.9298001941162689,-2.2583160526176185,-1.1841679601346224,-0.49363756819681337,-0.24089508171697177,-0.3334979932269414,-0.21036340780060353,-0.28015640269902026,0.01896,0.1,0.048211
143,0.9259049302232523,-2.265740510073736,-1.1880355285332398,-0.4952982243827276,-0.24166236051716986,-0.3346252805818951,-0.2110907659584831,-0.2810203158823432,0.018852,0.1,0.047731
144,0.9295103765169239,-2.272625746081988,-1.191580769991029,-0.4967409907624807,-0.24239274931719657,-0.3356082752254733,-0.21175428290078335,-0.2817489298916601,0.018746,0.1,0.047255
145,0.9183457230313835,-2.2806140619994553,-1.195739593066157,-0.4985309280424084,-0.24316796017405903,-0.33684850059263394,-0.21248272116206038,-0.282933592703467,0.018641,0.1,0.046784
