episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_depot_backlog,maintenance_restoration_value,alpha,alpha_initial,epsilon
264,0.929573186167789,-2.6944128215792857,-1.4105277153034703,-0.5938878853990546,-0.28489056660731993,-0.40635630113512916,-0.25734129279046003,-0.33331862409252355,-0.011591909043567473,0.011178,0.1,0.0142
265,0.9262492626611611,-2.6980315064676406,-1.4123590899076055,-0.5946858523813003,-0.28522756019527684,-0.40690641293748975,-0.25767992499084846,-0.33379787253912524,-0.01160761937483166,0.01114,0.1,0.014059
266,0.9257557518522914,-2.7015736539172135,-1.4141819717416928,-0.5954739575433871,-0.28557932093232147,-0.40745786079214863,-0.25804427108980543,-0.33426569419113206,-0.011624577171169206,0.011103,0.1,0.013918
267,0.9214671126725051,-2.705446334866541,-1.4161713701598062,-0.5963438674002469,-0.28594490519102866,-0.4080820653358293,-0.2584021221078913,-0.33479793056152046,-0.011639139992087221,0.011066,0.1,0.01378
268,0.9240191965634125,-2.7091540723649707,-1.418142438671529,-0.5972094022775959,-0.28632002064858086,-0.40869531149620847,-0.25877422613753054,-0.3353186714570087,-0.011658218267811294,0.011029,0.1,0.013642
269,0.9238040482269984,-2.7128308714494933,-1.4200852607308159,-0.5980283302980163,-0.28671742294153035,-0.4092532085501691,-0.25913729941756086,-0.335746279119237,-0.01167948036488337,0.010993,0.1,0.013506
270,0.9244842808466355,-2.7165031408588907,-1.4219913498107122,-0.5988741142007648,-0.28706439632840275,-0.4098585933154534,-0.25948817447417166,-0.336254029444312,-0.01169894692216466,0.010956,0.1,0.013372
271,0.9197407525563746,-2.7204170571995765,-1.4240249929419602,-0.5997611213282525,-0.2874371695578001,-0.4104502205082611,-0.2598871778649389,-0.33682323834685357,-0.011718246347949011,0.01092,0.1,0.013238
272,0.9220415598434759,-2.724163295149668,-1.4259744462875432,-0.6006141389989754,-0.28781404605761646,-0.41103842265270346,-0.2602682483835893,-0.33730624068122067,-0.011735386537984855,0.010885,0.1,0.013106
273,0.9265352360340863,-2.7276035349683916,-1.4277857285818092,-0.6013817406559355,-0.2881811016769778,-0.41158337657711874,-0.260622411889827,-0.3376694515042289,-0.011752155184987113,0.010849,0.1,0.012976
274,0.9217769356994231,-2.7313166585580353,-1.4297585725749669,-0.6022147658494146,-0.2885522657384076,-0.4121625545142353,-0.2609905276127045,-0.33822623841953015,-0.011773077291559794,0.010814,0.1,0.012846
275,0.9289372491730056,-2.734611130665427,-1.4314668988872687,-0.6029426021518494,-0.28889340681800213,-0.4126771306603212,-0.2613142693372301,-0.3386632893029022,-0.011790707823557213,0.010779,0.1,0.012718
276,0.9262428756367793,-2.7380147998727917,-1.4331822627788426,-0.6036643988020429,-0.2892166919783149,-0.413192868600902,-0.26164967490101765,-0.3390303299119056,-0.011805067088590951,0.010744,0.1,0.012592
277,0.9246960012143086,-2.741503172136382,-1.4350114675850125,-0.6044362082889059,-0.289581504490855,-0.4137231740524116,-0.26200478598094007,-0.33942526890225816,-0.011821308501290616,0.010709,0.1,0.012466
278,0.922214376975321,-2.7451203026437856,-1.4368981472628695,-0.6052860045385103,-0.2899168198528768,-0.4143353489446237,-0.2623515559078048,-0.3400180805326817,-0.01184158735926456,0.010675,0.1,0.012342
279,0.9303761173891044,-2.74828570384603,-1.4385267028394264,-0.6059750624389614,-0.2902322310452227,-0.4147847037748607,-0.26265234760558415,-0.34034638689943075,-0.011856106948399517,0.010641,0.1,0.012219
280,0.9259953475139323,-2.7517220554932686,-1.4402957788021407,-0.6067412736692215,-0.29056078542519376,-0.415317122916504,-0.2629789820021549,-0.3407564316128396,-0.01187594842135876,0.010607,0.1,0.012097
281,0.925300433163102,-2.7551602238255,-1.4420677334133851,-0.6075012488074334,-0.2908971514966187,-0.4158460643738913,-0.26329366191416326,-0.3412406179294242,-0.011893513206202718,0.010573,0.1,0.011976
282,0.9194848106814121,-2.7589428890414425,-1.444060143249948,-0.6083593851141283,-0.2912819764778768,-0.4164415414693588,-0.2636579362682803,-0.3417690037102765,-0.011917038893658324,0.010539,0.1,0.011857
283,0.9250566333395787,-2.7623872857591767,-1.4458330350712179,-0.6091393008988832,-0.2915997703996755,-0.4170014529702507,-0.263981094396931,-0.34219585272262276,-0.011931818243827991,0.010506,0.1,0.011739
284,0.9279704319389562,-2.7656290812269098,-1.4475612368897168,-0.6098641797337319,-0.2919583637638503,-0.41748694237445566,-0.26432698404805566,-0.34248782448220255,-0.011947169312376002,0.010473,0.1,0.011622
285,0.9271366481515665,-2.768900875276198,-1.4492391561874454,-0.6105897990224135,-0.29227534851462544,-0.41800265786274426,-0.2646330305121865,-0.34293372456426535,-0.011962180655121234,0.01044,0.1,0.011506
286,0.9332093366175707,-2.771873705636338,-1.4507402498087048,-0.6112205850146255,-0.29256399462609795,-0.41846113395041107,-0.2649394058081066,-0.3433227004913281,-0.011977645799129705,0.010407,0.1,0.011391
287,0.9273920193308052,-2.7751291660775013,-1.45245774867696,-0.6119647163632552,-0.29289020094233503,-0.4189475614524641,-0.2652417238281556,-0.3438335163680745,-0.011992999231105504,0.010375,0.1,0.011278
288,0.9352336893666235,-2.7779117465673036,-1.4538723469596693,-0.6125581727430636,-0.29317142925303646,-0.41937178367599737,-0.2655309993193336,-0.3441383988817576,-0.012004164381464373,0.010342,0.1,0.011165
289,0.9263175562269218,-2.7812740613664344,-1.4556075237754817,-0.6133010329684042,-0.29350133475782725,-0.41985953889940864,-0.2658557459247864,-0.3445214429363245,-0.01202380018481349,0.01031,0.1,0.011054
290,0.9260727966115996,-2.7845338260782277,-1.4572921834186303,-0.6140195926333453,-0.2938128422075016,-0.42033664403125437,-0.26613665591900715,-0.3450370285126606,-0.012041907538814027,0.010278,0.1,0.010944
291,0.9222784810126582,-2.7880451340090127,-1.4590956444762608,-0.6147993638310608,-0.2941508651326,-0.420854038162695,-0.26645221371359035,-0.34552654074365574,-0.012059709678537426,0.010247,0.1,0.010835
292,0.9300341584075115,-2.791105603795081,-1.4606794181652945,-0.6154764222644051,-0.2944579974333287,-0.4213273373061372,-0.2667532202370642,-0.3459453979203937,-0.01207455054438889,0.010215,0.1,0.010727
293,0.9189153152552543,-2.7948112057484207,-1.462649828952135,-0.6163512696864236,-0.29481855392642464,-0.4219264350354509,-0.26710101709687034,-0.3465975207298733,-0.012092184358720847,0.010184,0.1,0.01062
294,0.9345868599327624,-2.7975849546929275,-1.4640495473404624,-0.6169407446575624,-0.2950881511063359,-0.4223466120811008,-0.2673625562382637,-0.34695022021024186,-0.012105194075852204,0.010153,0.1,0.010514
295,0.922135087275487,-2.801027754758779,-1.4658752641880057,-0.6177514301974917,-0.29543122743465833,-0.42289887821257405,-0.26769216620223046,-0.34748685172043003,-0.012125694340592713,0.010122,0.1,0.010409
296,0.9276435350339907,-2.8041764627494277,-1.467486915064235,-0.6184559661330151,-0.2957245798844676,-0.4233904936974411,-0.2679928923702886,-0.34793978002208514,-0.012145217001276768,0.010091,0.1,0.010305
297,0.922455249799626,-2.8076068272975276,-1.4692783649182124,-0.619250170085081,-0.29604341030569126,-0.423977956636834,-0.26829873400478726,-0.3484968785785839,-0.012163122276775374,0.010061,0.1,0.010202
298,0.9231882594499983,-2.811039798441461,-1.4710497192415772,-0.6200261375004728,-0.2963688765650304,-0.4245192877667875,-0.2686262881696011,-0.34899271036502527,-0.01217949564135507,0.01003,0.1,0.010101
299,0.9247405715820936,-2.8142907076755135,-1.472702690585321,-0.6207151242230067,-0.2966904739564505,-0.4250159018885627,-0.2689534927444467,-0.34939416551337527,-0.012194574809042052,0.01,0.1,0.01
