episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_depot_backlog,maintenance_restoration_value,alpha,alpha_initial,epsilon
19,0.9232061638721064,-0.6343133933075221,-0.3358480873869641,-0.14080611619603747,-0.06961017286467794,-0.09570333717504802,-0.06005935729412011,-0.07701072068269962,-0.002531524958271731,0.063617,0.1,0.165332
20,0.9251229732191656,-0.6582196152831469,-0.3481668029877665,-0.14585332556937414,-0.07211915207908995,-0.09917012067239987,-0.06232995035246705,-0.0799684248557636,-0.0026380149736901504,0.062422,0.1,0.163683
21,0.9222680167574077,-0.6825470438364364,-0.3607624306733916,-0.1511971347835298,-0.07462556134666745,-0.10280816364684682,-0.06462800221245905,-0.08316535010763093,-0.0027390780779737198,0.06127,0.1,0.162052
22,0.9288761732670783,-0.7041015572186757,-0.3721154150343946,-0.15575608744675365,-0.07716810824083645,-0.10584007086338687,-0.06672945502765322,-0.08546783813211813,-0.0028393556393375608,0.060161,0.1,0.160436
23,0.9202097171179069,-0.7281589880508836,-0.38503142629197734,-0.16108694139239985,-0.07990755002515629,-0.10937899463766237,-0.06912132430177925,-0.08804465560115504,-0.002930341319041659,0.059091,0.1,0.158837
24,0.9254076539101498,-0.750259961422296,-0.3966199989976552,-0.1656897337880986,-0.08250846305673987,-0.11235084402922468,-0.0713059282376152,-0.08978997038187704,-0.0030140102902223094,0.058058,0.1,0.157253
25,0.9256806847284,-0.7718152806622239,-0.4077029807568578,-0.17027758940157298,-0.08480822071924501,-0.11548216194652097,-0.07340094634402601,-0.09231792180623953,-0.003102910248785512,0.057061,0.1,0.155686
26,0.9206168286959436,-0.7937794660852162,-0.41925925143380155,-0.17515827673470666,-0.08707464484002497,-0.11886564216098844,-0.07555643462892637,-0.0954444487014283,-0.003197936127602808,0.056098,0.1,0.154133
27,0.9239166611196166,-0.8151256163904798,-0.4306608716441428,-0.17985615563209292,-0.0895873695567917,-0.12197747141716986,-0.07765181205911798,-0.0979501771211978,-0.003272282216942574,0.055166,0.1,0.152597
28,0.927332379910827,-0.8349788293785013,-0.4409295259797501,-0.1841408909748157,-0.0916526509904872,-0.12494472954155007,-0.07938370032003761,-0.1005808041260653,-0.003344465058206922,0.054265,0.1,0.151076
29,0.9204341179040035,-0.8562844399458456,-0.45213202036184674,-0.18885733918897452,-0.09395044903160638,-0.12820744184637556,-0.0813743268282531,-0.10289365524605393,-0.0034364744330693756,0.053393,0.1,0.14957
30,0.9249388919065725,-0.8757623249154272,-0.4623255891897393,-0.19298899997987398,-0.09611669091769645,-0.13086436711417723,-0.0832044347485944,-0.10529540551068377,-0.0035133114804921975,0.052548,0.1,0.148078
31,0.9243720161276718,-0.895757699793739,-0.4727517135844557,-0.19729268494019722,-0.09829818660201793,-0.13380126469636938,-0.08523129302397522,-0.10747235822519437,-0.0035913564195665434,0.05173,0.1,0.146602
32,0.918596243420942,-0.9165589398856755,-0.48351254565010204,-0.2018926960391102,-0.1004672856434592,-0.1369482371321246,-0.0871344410342696,-0.11009491966441275,-0.0036740614945102177,0.050937,0.1,0.145141
33,0.9211559949886567,-0.9364397774753124,-0.4939643128998359,-0.20631974056942656,-0.10258774987794039,-0.1399546591562111,-0.08899603733788437,-0.11258501834459883,-0.0037468869285938165,0.050168,0.1,0.143694
34,0.9254384499749457,-0.9550603505950116,-0.5036440426925273,-0.21031169452618192,-0.10457199874158235,-0.14260655821691842,-0.0906686009249916,-0.1147749449154761,-0.0038255875125168984,0.049421,0.1,0.142261
35,0.9257147690746067,-0.9727090954449679,-0.5130086996307046,-0.21415149084448482,-0.10655341496101493,-0.14514245720504731,-0.09233861608567731,-0.1167261086888641,-0.0038894292796534265,0.048697,0.1,0.140843
36,0.9200917864614969,-0.9919422458393227,-0.523135856518653,-0.21836232193363397,-0.10863836445250995,-0.1480138991968397,-0.09412953285681694,-0.11923450443120942,-0.003969514964610024,0.047994,0.1,0.139439
37,0.922688763627772,-1.0103515649441175,-0.5327985473443629,-0.22237033658457922,-0.11067784441408157,-0.1507035906613366,-0.09602404164037072,-0.12120745784045038,-0.004039615823361003,0.04731,0.1,0.138049
38,0.9220241884150223,-1.028289141633135,-0.5421277155466959,-0.22625998706784795,-0.11255498345219452,-0.15331338750016463,-0.09765742711518378,-0.12355992872372555,-0.0041178698730097805,0.046646,0.1,0.136673
39,0.9278312485328146,-1.0448199629988202,-0.5507462374854625,-0.22983093626820608,-0.11432732801809885,-0.1557221179307167,-0.09920613870558544,-0.12561389234030915,-0.00419107122194273,0.046,0.1,0.13531
40,0.9254330482888901,-1.0614033663815692,-0.5592874886071039,-0.23336162774668592,-0.11602724235613603,-0.15811329720078732,-0.10072416221287582,-0.12756347041184232,-0.004259661514503002,0.045372,0.1,0.133961
41,0.9248495646619828,-1.0782580902275531,-0.5680695797815747,-0.23702301467126832,-0.11780335963552468,-0.16066411741208886,-0.10235437168614749,-0.12991718840088895,-0.004330578515392826,0.04476,0.1,0.132626
42,0.9279249078109286,-1.093631969925231,-0.576093130902349,-0.24042132450521697,-0.11936593914131834,-0.16293754198054197,-0.10372892505891751,-0.1318742616255834,-0.004384807978384613,0.044165,0.1,0.131304
43,0.9223413985199966,-1.1103445205085403,-0.5848021879094912,-0.24396449074463095,-0.12132266061317575,-0.16532502881437278,-0.10540917219394415,-0.133696713004699,-0.004454568370103616,0.043586,0.1,0.129995
44,0.9254882239544044,-1.1259516592412349,-0.5928566324082503,-0.2473337027929696,-0.12292150560830868,-0.1675841183094617,-0.10697303621706844,-0.1356983291049342,-0.004529643568307523,0.043022,0.1,0.128699
45,0.9172005582740588,-1.1435042517341076,-0.602043064535905,-0.25117315459843537,-0.12478155708252762,-0.17032964555164568,-0.10863146887932981,-0.13780091163153912,-0.00461823671762561,0.042472,0.1,0.127416
46,0.9248913718187461,-1.1590282147600894,-0.6100414978716129,-0.2544854572982629,-0.12636245694128678,-0.17265514311052502,-0.11008194962913083,-0.13944957203998384,-0.004687488922168616,0.041935,0.1,0.126145
47,0.919811557999564,-1.1753663886695114,-0.6187530863478123,-0.2580369935146814,-0.1282683587776059,-0.1749216465752149,-0.1118400731910677,-0.14090294219448227,-0.004749818186143067,0.041413,0.1,0.124888
48,0.9214805663149459,-1.1913133825008704,-0.6272267438363491,-0.2615734946923448,-0.1300044712247815,-0.1772585194265741,-0.1133409646591245,-0.14278504003708237,-0.004821562642769448,0.040903,0.1,0.123643
49,0.9219467092544339,-1.2067781057045999,-0.6353892888844174,-0.26500112666081277,-0.13172196989441146,-0.17950307347755978,-0.11488080063438558,-0.14458936088006272,-0.004886046675977689,0.040405,0.1,0.12241
50,0.9226844781579875,-1.2221093364594018,-0.6432848084689159,-0.2682712509031626,-0.13332292507491134,-0.18175365594876827,-0.11631149055955038,-0.14632609415901202,-0.004950413777525531,0.03992,0.1,0.12119
51,0.918899372655869,-1.237864700352987,-0.6516248922389402,-0.27178918088311604,-0.13504809369614773,-0.18428969611666896,-0.117836866531076,-0.1480558801418785,-0.0050070134957052115,0.039446,0.1,0.119982
52,0.9352237647812959,-1.2499062518075852,-0.6577801299049525,-0.27435086163647476,-0.1363071021650422,-0.18610629547127192,-0.11899275954153377,-0.14932592566592637,-0.00506195465762862,0.038983,0.1,0.118786
53,0.9281532285045165,-1.263254485656798,-0.6645315220075836,-0.2771496800216313,-0.13766873298430063,-0.1881013181329835,-0.12020129418842357,-0.1510666239744538,-0.005125155734322763,0.038531,0.1,0.117601
54,0.9221539804000537,-1.2777845499075973,-0.6722438079265611,-0.2804832106021324,-0.1391886401413069,-0.19032748847904357,-0.12156625885767723,-0.15317910969251938,-0.005198557722449729,0.038089,0.1,0.116429
55,0.9261324625303525,-1.2913828825322753,-0.6792681642834448,-0.2833588766566438,-0.140702150000704,-0.19229857249023655,-0.12285053929648683,-0.15433992118151107,-0.005253528950621791,0.037657,0.1,0.115268
56,0.9260509876751646,-1.3047661428680277,-0.6862881886489867,-0.28625514287742043,-0.1421404809279184,-0.19431505969986723,-0.12415375708267594,-0.1558838837547176,-0.005311283308796972,0.037235,0.1,0.114119
57,0.9212383298972529,-1.3188909463464047,-0.6936175851922248,-0.2893194655363134,-0.14359233640107835,-0.1964578317783708,-0.12546065143911855,-0.1575770312934743,-0.005381475293715619,0.036823,0.1,0.112982
58,0.9248004033952433,-1.332443857773086,-0.7006658031871222,-0.2921612595632489,-0.14510529597477997,-0.1983875692808526,-0.12682433370016247,-0.15896658921894927,-0.005432876664425354,0.036419,0.1,0.111855
59,0.9198271642446031,-1.346592883955869,-0.7081820599728257,-0.2954035855721694,-0.14653056488847863,-0.2005499565147671,-0.12814443811298437,-0.1610577324509716,-0.005500369598639605,0.036024,0.1,0.11074
60,0.9264658188956217,-1.3590232138963254,-0.714556175744463,-0.29804658476260637,-0.14780434745132162,-0.20244717568507015,-0.1293207324435524,-0.16230733333942057,-0.0055452362578786605,0.035638,0.1,0.109636
61,0.9272149251234,-1.3715333738050335,-0.7211086468284479,-0.3007775047021834,-0.14914447139100923,-0.20428521156132215,-0.1305524087040182,-0.16367792180807392,-0.005604301635167262,0.035259,0.1,0.108543
62,0.9194236116963007,-1.3849922123278373,-0.7282218007574557,-0.30376658243907256,-0.15056892579329037,-0.20631719499673487,-0.13183576305006778,-0.16510997919615683,-0.005665445735137913,0.034889,0.1,0.107461
63,0.9194209689565727,-1.398588181948568,-0.7353100102275317,-0.30680555281860444,-0.15195213053329035,-0.208315296406926,-0.13306799933113253,-0.16694246313647926,-0.005734912279169323,0.034527,0.1,0.10639
64,0.9271347121670651,-1.4105243739974567,-0.7414729062811095,-0.3093216949320626,-0.15321987544985952,-0.2099873887547034,-0.13419341531833892,-0.16844011687927482,-0.005785247099216474,0.034171,0.1,0.105329
65,0.9223207984675874,-1.4233030424500894,-0.7482924229636367,-0.3121450600773169,-0.1546755427296634,-0.21191757504783015,-0.1354271054177718,-0.17009092242658475,-0.005841885722696867,0.033824,0.1,0.104279
66,0.9156553703610454,-1.437116084158197,-0.7555595923207062,-0.3152925181359066,-0.15611277568623774,-0.21412119616604403,-0.13671538041734013,-0.1718672792217793,-0.0059018547856255444,0.033483,0.1,0.10324
67,0.9264313910725733,-1.4488273573719346,-0.7618277779641073,-0.3178930247843404,-0.1574621745953144,-0.21590247703563215,-0.13787554238213962,-0.17322425840748137,-0.0059516709998769495,0.033149,0.1,0.10221
68,0.9234384704480217,-1.460906031836673,-0.7682768205789309,-0.32058986425753766,-0.15884667847181605,-0.21763122271231544,-0.13902163191803701,-0.1745781180708715,-0.006004868771899247,0.032821,0.1,0.101191
69,0.9244925665823039,-1.4726851231736153,-0.7744474878871077,-0.32320951506729084,-0.16010220914285886,-0.2194454519483925,-0.14022633963560183,-0.176063126763741,-0.006056276539935573,0.0325,0.1,0.100183
70,0.9239355872186157,-1.4842750811871492,-0.7805789357695505,-0.32576555816823316,-0.16132811274530964,-0.22121067506354317,-0.14132041176476806,-0.17757425877667254,-0.006103610244654271,0.032185,0.1,0.099184
71,0.9243911001153441,-1.4959411169310544,-0.7864959928714684,-0.328189813363008,-0.16252937510349327,-0.22291881483773937,-0.14238599673536637,-0.17910508287808372,-0.006157471870100477,0.031876,0.1,0.098195
72,0.9235950537850608,-1.5073918418454444,-0.7924993510674807,-0.3307487624326833,-0.16373591606075236,-0.2246529304842196,-0.143457627291542,-0.18051025597528664,-0.006218939787200431,0.031573,0.1,0.097216
73,0.9227036862322259,-1.5189832394031983,-0.7986027872639457,-0.333401267070216,-0.16491355816942355,-0.2264607893557671,-0.14449569825146502,-0.182098886803001,-0.0062696466352414925,0.031276,0.1,0.096247
74,0.9286813056781108,-1.5292799393337129,-0.8040550189677276,-0.33565880720094066,-0.16602205975849302,-0.2279936385435765,-0.14550350018774347,-0.1833607906596841,-0.006313050391401786,0.030984,0.1,0.095288
75,0.9269765863590091,-1.540085733156849,-0.8097279923080439,-0.33803896538584915,-0.16719841125009538,-0.22953754564215045,-0.14659316371003814,-0.18476044408731873,-0.0063565821283515424,0.030698,0.1,0.094338
76,0.9310245261226986,-1.5497902423354608,-0.8146947893326024,-0.34005637767363545,-0.16824209711734975,-0.230925549255935,-0.14754496237663642,-0.18583981470023087,-0.006394282978348003,0.030417,0.1,0.093397
77,0.9227817265658892,-1.5609154832637193,-0.8206249863198161,-0.3425757827598559,-0.16944211663463232,-0.23266205724399394,-0.14867248325415824,-0.18730257610343887,-0.006446721776066282,0.030141,0.1,0.092466
78,0.9229942392637006,-1.5718916890372354,-0.8264021392193602,-0.3450264028901307,-0.17064186549414956,-0.23427771154003907,-0.14974251814148937,-0.18836960904980574,-0.006503631998422579,0.02987,0.1,0.091544
79,0.9253104983264523,-1.5823571955762283,-0.8318970076637865,-0.3473088263861116,-0.171776817473679,-0.2358906043283296,-0.15070101765273397,-0.18993934971334647,-0.006543378281688714,0.029604,0.1,0.090632
80,0.9252543568046742,-1.5930876650316015,-0.837517180493484,-0.3496103334427763,-0.17297346672442657,-0.23744898126535918,-0.15168536988646103,-0.19124637215427445,-0.006595975478190335,0.029342,0.1,0.089728
81,0.9263982479784366,-1.6032304213182864,-0.8428051020156062,-0.35182169575601746,-0.17406496572178987,-0.2389964571733645,-0.15265653311673535,-0.1924464566782926,-0.006642672271426525,0.029086,0.1,0.088834
82,0.92249642044976,-1.613991287012796,-0.8485217365162818,-0.35426215845995257,-0.175260851399829,-0.2407230489279968,-0.15379829344656729,-0.19366872479121647,-0.006685091518157458,0.028833,0.1,0.087948
83,0.924305602259735,-1.624294824024807,-0.8538911455679007,-0.3564950931934758,-0.17638743038094498,-0.24224534869291817,-0.15480003183935673,-0.19481349135432635,-0.006734612527317534,0.028585,0.1,0.087071
84,0.9268385896115118,-1.6343778290946993,-0.8591367947021445,-0.3586894426019784,-0.1774630667948297,-0.2436933572740461,-0.15573261600539423,-0.19612881453866654,-0.006774067058059168,0.028341,0.1,0.086203
85,0.9203087003512564,-1.6451168931622233,-0.8647504433835908,-0.36111560251580027,-0.17853392670093177,-0.24530808725558004,-0.15672047104834652,-0.19771458480817408,-0.006821939046399977,0.028102,0.1,0.085344
86,0.9244226494493747,-1.655126039792418,-0.8698988206779062,-0.3632964085290384,-0.17952435835844796,-0.24683129977202414,-0.15761571494111248,-0.19921728599978403,-0.006865226267802504,0.027866,0.1,0.084493
87,0.9178625441102336,-1.6661985027925459,-0.8757931498883377,-0.36581934834566665,-0.18074085675385476,-0.24861350324923803,-0.15870237951164198,-0.20052861146235298,-0.006916133798027036,0.027634,0.1,0.083651
88,0.9230665338578158,-1.6761255532561767,-0.8809291390901759,-0.3679828845264718,-0.181746284313977,-0.2500747577190767,-0.15960110036268885,-0.20184162266598277,-0.00696117488162245,0.027406,0.1,0.082817
89,0.9258327989469777,-1.6856833817510337,-0.8858862550546482,-0.370021877925879,-0.18277449462872475,-0.2514601464806228,-0.1605627933998821,-0.20277026496201012,-0.007006943908654211,0.027182,0.1,0.081991
90,0.9279705837908628,-1.694917267571,-0.8906475455679216,-0.3720090404699463,-0.1837769544414189,-0.2528331963454607,-0.16141495119473745,-0.20370219084106855,-0.007046152608972794,0.026961,0.1,0.081174
91,0.9258382109145041,-1.7042192002852603,-0.8955305188115006,-0.3740465878856974,-0.18478527183944474,-0.2542353827741334,-0.16233306452832888,-0.20482715874355278,-0.0070843161330497615,0.026744,0.1,0.080365
92,0.9261562971374337,-1.7134302553482688,-0.9003951327319794,-0.3760798992386383,-0.18581174550804253,-0.25563817987330995,-0.16326393329440683,-0.2058217257708372,-0.007119539129489677,0.026531,0.1,0.079563
93,0.9202293010662834,-1.723617679826404,-0.905681000631857,-0.37831132653077554,-0.18682437993939668,-0.2572544504835928,-0.1642271729783032,-0.2074304589123924,-0.007170035712419343,0.02632,0.1,0.07877
94,0.933396539464328,-1.7315391868289887,-0.9097920309478444,-0.3800342034379428,-0.1876443167519901,-0.2584643242513846,-0.1650193852022191,-0.2083810098665076,-0.0072044099460569395,0.026114,0.1,0.077985
95,0.9219271610944288,-1.7411434075657337,-0.9148345177612557,-0.3821903482508987,-0.18861747864000916,-0.25994225431728774,-0.16588981475550732,-0.20967403822960823,-0.00725465983331314,0.02591,0.1,0.077207
96,0.9204620294847763,-1.7508150873377728,-0.9199107797612575,-0.38433631253763906,-0.18960048648832845,-0.26145160834864234,-0.16678609740882253,-0.21115609853641362,-0.007301145362197936,0.025709,0.1,0.076438
97,0.9283543496146549,-1.75949333005075,-0.9244508107076861,-0.3862447012275976,-0.19050693963889875,-0.2627590209293448,-0.16761957236203642,-0.21226943506242354,-0.007342216211143827,0.025512,0.1,0.075676
98,0.9231754161331627,-1.7687423713698829,-0.9292746629653419,-0.38826791914895065,-0.19145040758823623,-0.26414389140485095,-0.1684048809262231,-0.2135794922455933,-0.007384082162526793,0.025318,0.1,0.074921
99,0.9291606674006945,-1.7769653230394504,-0.9335164840726698,-0.3900408873991586,-0.1923027123042549,-0.2654053496411117,-0.16919740352667723,-0.21450390688835264,-0.0074210122990516734,0.025126,0.1,0.074174
100,0.9191413357370591,-1.786415398795791,-0.9384808406566847,-0.39215957301656085,-0.1933082361348887,-0.26688178609766366,-0.17012815535640707,-0.21561764922401083,-0.007457064959976831,0.024937,0.1,0.073435
101,0.9182625730401595,-1.7962001010807465,-0.9435603756498514,-0.39432529090436047,-0.19428659936989492,-0.26827958470470775,-0.17101977622525963,-0.21697925195670179,-0.007498282958697641,0.024752,0.1,0.072703
102,0.9282972696646162,-1.804436342629221,-0.9478895441953481,-0.39615365429730387,-0.19516014225233605,-0.26959110553361354,-0.17188405771741472,-0.21797225496652115,-0.007533112802254937,0.024569,0.1,0.071978
103,0.931526535580841,-1.812213471366169,-0.951818854310077,-0.39781339104380575,-0.19595210202938718,-0.2707398871925272,-0.17262256092730685,-0.21898044893671947,-0.007564374497436448,0.024388,0.1,0.071261
104,0.9243565020541629,-1.8208585239931716,-0.9564031765820676,-0.39972939718046296,-0.1969309669406192,-0.2720389086652391,-0.1735153650306879,-0.21997902710068515,-0.007601452166295526,0.024211,0.1,0.07055
105,0.9264946423206596,-1.829163416441675,-0.9607226831816102,-0.40153151053866326,-0.1978070938620907,-0.2732341495898719,-0.17430430559943524,-0.22099397265328907,-0.007635072814801555,0.024035,0.1,0.069847
106,0.9233110678954933,-1.8376433176452291,-0.9652065589024549,-0.403401766053834,-0.19869403478030215,-0.2744347941276855,-0.17514758985541373,-0.2220574631389632,-0.0076741722920895435,0.023863,0.1,0.06915
107,0.9281615050258082,-1.8454789761868946,-0.9692375244841736,-0.40509145587012024,-0.1995129017737589,-0.27570048802574076,-0.17591531643148758,-0.222984126333404,-0.007705544402281702,0.023693,0.1,0.068461
108,0.9243511412256313,-1.8539570115069617,-0.973611042626437,-0.40695606217234953,-0.20035665334896832,-0.2770502726866123,-0.1767173312085233,-0.22408704875339625,-0.007741056359066682,0.023525,0.1,0.067779
109,0.9262749445676275,-1.8620078780486888,-0.9777743611552373,-0.4087062579355713,-0.20118694592335207,-0.27827584979535774,-0.17747623250116287,-0.22528789625348442,-0.007780500560950083,0.023359,0.1,0.067103
110,0.9241274658573596,-1.8701590129287917,-0.982074977734999,-0.4105240606888263,-0.2020102816806554,-0.2795642857794462,-0.17828583380013396,-0.22618349679908,-0.007814202236155518,0.023196,0.1,0.066434
111,0.9217385405891231,-1.87844259587481,-0.9864591592265759,-0.4123771965844922,-0.2028866448728709,-0.28079919593547054,-0.1790650015429034,-0.22719156386567052,-0.007850360165822398,0.023035,0.1,0.065772
112,0.9264797194113007,-1.886288519132373,-0.9904652327799353,-0.4140795346162029,-0.20363575372610274,-0.2819292474603936,-0.17981842476523757,-0.2283667596207384,-0.007884057872679718,0.022877,0.1,0.065116
113,0.9298741330593373,-1.8934705551925317,-0.9941367103660644,-0.41565205660956184,-0.2043181286309969,-0.2830835160183875,-0.1805457779554379,-0.2294743852220098,-0.007914694316255362,0.02272,0.1,0.064467
114,0.9204113870870164,-1.901839889528116,-0.9985544793234987,-0.41754073195087305,-0.2052135654181758,-0.28435147277656286,-0.18142207011909156,-0.23033699496380797,-0.007952332493162876,0.022566,0.1,0.063824
115,0.926869628353849,-1.9094008314609041,-1.0025416062406447,-0.41921289450479604,-0.20601121466954933,-0.2854878127285337,-0.1821297093677619,-0.23144098444143596,-0.007985651281970036,0.022414,0.1,0.063188
116,0.9286527063059391,-1.9166253334246655,-1.006290991196236,-0.42078105659083537,-0.20672962364080938,-0.2866093482526648,-0.18283175810118846,-0.23230172863413887,-0.008016781229074933,0.022264,0.1,0.062558
117,0.921304698527929,-1.9247820406847198,-1.0106345365470124,-0.4226980512517653,-0.20753861753679903,-0.28789301507682846,-0.18357380383361285,-0.23364944938483767,-0.008061663459002251,0.022115,0.1,0.061934
118,0.9224554921061472,-1.9328011195087835,-1.014921219427598,-0.42453959786422985,-0.20837214789741332,-0.28914200786329003,-0.18436452664924746,-0.2348184686087188,-0.008091628772314022,0.021969,0.1,0.061317
119,0.927416915890991,-1.9401901516540747,-1.0187273605333795,-0.42615557920280267,-0.2090992280371737,-0.290271338543234,-0.1850691167502575,-0.2356596527635593,-0.00811937651012772,0.021825,0.1,0.060706
120,0.927637314734089,-1.9474819343953367,-1.0225013508193432,-0.4277595837382932,-0.20984193685751615,-0.29139526404509986,-0.18574062764938457,-0.2366828216804278,-0.008147852341500584,0.021682,0.1,0.0601
121,0.9230639275577781,-1.9551963355020396,-1.0265085175254867,-0.4294938770296809,-0.21060105457347775,-0.29260774785639315,-0.18646825487742238,-0.2378421975921813,-0.008180479930176676,0.021542,0.1,0.059501
122,0.9217721348918447,-1.963011093181843,-1.030665254105023,-0.43131120093226244,-0.21138994798234723,-0.29383182883997716,-0.18719406184433113,-0.23885196913876108,-0.008217964203045245,0.021403,0.1,0.058908
123,0.9294467757845284,-1.9700077268083476,-1.034264876260205,-0.4328004151702288,-0.2121239190390807,-0.29485921709320134,-0.18788797894674752,-0.23977698080889812,-0.008247478752107688,0.021266,0.1,0.058321
124,0.9265224547378321,-1.9772013758908809,-1.038009035865215,-0.43445328428234686,-0.2127877629599604,-0.2959882764576064,-0.18857990536854585,-0.24061476362582068,-0.008289853174829437,0.021131,0.1,0.057739
125,0.9261993875467847,-1.9841460564078193,-1.0415973908365366,-0.43596877286763014,-0.21345634074600034,-0.29703632081741804,-0.189152755480725,-0.24167709656830347,-0.008321058306730937,0.020997,0.1,0.057164
126,0.9158514035972433,-1.992424926433631,-1.04595398481731,-0.4378611886469765,-0.2143018495482511,-0.29834916779888143,-0.18989876135267209,-0.24297317643572952,-0.00835311483105326,0.020865,0.1,0.056594
127,0.9257697174188106,-1.99951949154664,-1.04964458241167,-0.4393826686123987,-0.21506262477027488,-0.2993279086679041,-0.19060099274156622,-0.2437649773378867,-0.008382890344594447,0.020735,0.1,0.05603
128,0.9235418858221043,-2.006869613273431,-1.053429501293038,-0.4409876969186068,-0.21582130854851328,-0.3004867010985809,-0.19129839552199157,-0.24478299856315644,-0.008412540959982596,0.020606,0.1,0.055471
129,0.930538277914131,-2.013369237255388,-1.0567657457898332,-0.4424006649748765,-0.2164605892166477,-0.3014628149935208,-0.19191778681900298,-0.24566738060140855,-0.008440342522606113,0.020479,0.1,0.054918
130,0.9207610951201552,-2.0210725397799183,-1.060833172420994,-0.444113338108507,-0.21728931046448333,-0.3026651551380625,-0.19268981110232702,-0.2465694073122793,-0.008470584757235973,0.020354,0.1,0.054371
