Seed,time,vehicle_id,station_id,action_next_station,action_pickups,action_deliveries,expected_value_V,td_error,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,time_of_day_fraction,multi_horizon_starvation_risk
9000,594.7343031751271,V0,S12,S43,0,12,-196.8453149326301,0.0,0.16105134274812252,0.1146103149789331,0.014153003150761791,0.010457875597943821,0.11575905653130009,1.0,0.375,0.23925593329057088
9000,608.8215162382634,V0,S43,S26,0,8,-193.81721457882537,0.0,0.13956045226052796,0.11578215889876148,0.001628223207890003,0.038351156121532566,0.15028868660403116,1.0,0.4166666666666667,0.2187299550994227
9000,624.3324639166967,V0,S26,S63,0,0,-199.49544896812148,0.0,0.1634165309939338,0.1012130071067909,0.013562557414568894,0.03495962604029572,0.07114109870185963,1.0,0.4166666666666667,0.24631173829377806
9000,635.3078760048649,V0,S63,S32,14,0,-200.80697906468944,0.0,0.1681399815683786,0.0954926325752274,0.0,0.0552346423501464,0.047548865103558074,1.0,0.4166666666666667,0.2610647851186658
9000,648.4087504521455,V0,S32,S26,6,0,-198.7678676595827,0.0,0.1531288100465006,0.10569914950260645,0.0,0.041916860820153744,0.15715456742471187,1.0,0.4166666666666667,0.24631173829377806
9000,662.12606924735,V0,S26,S18,0,16,-197.4256559218043,0.0,0.1403631624986008,0.10367916498715664,0.03497971943253828,0.0,0.053689707260881174,1.0,0.4583333333333333,0.22771007055805004
9000,680.5870671153979,V0,S18,S29,0,4,-185.17877370399938,0.0,0.12331134895408767,0.10668383920195565,0.0,0.032686796215978635,0.09319450498600028,0.92,0.4583333333333333,0.22193713919178962
9000,692.4737880964093,V0,S29,S15,0,0,-199.7113907839783,0.0,0.14894582744282714,0.11441744779038403,0.0,0.029386734466165975,0.037211535684469665,1.0,0.4583333333333333,0.241180243745991
9000,699.3783603983891,V0,S15,S27,0,0,-201.62371880284763,0.0,0.15243424062711294,0.12014718271067935,0.0,0.029540406204435758,0.06588843748333885,1.0,0.4583333333333333,0.2450288646568313
9000,703.7021719652669,V0,S27,S15,0,0,-203.5035969579983,0.0,0.1577341499858256,0.12476228352133,0.0,0.026502379571679023,0.03740244036265334,1.0,0.4583333333333333,0.25272610647851185
9000,708.0259835321447,V0,S15,S27,0,0,-205.14786130925114,0.0,0.16406735661737698,0.12285547888671068,0.0,0.029167108484134053,0.06767757936689535,1.0,0.4583333333333333,0.25593329057087877
9000,712.3497950990225,V0,S27,S61,0,0,-207.08900598805187,0.0,0.17360350609952988,0.11704906515260999,0.0,0.03088194991762691,0.034681669218882875,1.0,0.4583333333333333,0.2661962796664529
9000,717.6273957213431,V0,S61,S58,0,0,-207.162167803004,0.0,0.1717978820723838,0.12205271006973353,0.0,0.04343922190978396,0.06253605646831699,1.0,0.4583333333333333,0.26298909557408595
9000,723.2132501597318,V0,S58,S18,0,0,-209.00407634186715,0.0,0.16544483461591564,0.12173401703648185,0.0,0.0400507582078194,0.05911039836885358,1.0,0.5,0.2617062219371392
9000,727.8071064942062,V0,S18,S58,0,0,-209.16229676504648,0.0,0.1655884514314852,0.12164004119315695,0.0,0.0361012394353686,0.06366771355862867,1.0,0.5,0.26234765875561256
9000,732.4009628286806,V0,S58,S61,0,0,-211.1453063211415,0.0,0.16829726124073563,0.12503640153926288,0.0,0.029801445745523788,0.03638616782799957,1.0,0.5,0.2745349583066068
9000,737.9868172670693,V0,S61,S58,0,0,-206.1153891776619,0.0,0.14797242314457065,0.1251541635389406,0.0,0.0344375146904811,0.06442764135222467,1.0,0.5,0.2578576010262989
9000,743.5726717054581,V0,S58,S18,0,0,-201.39943277537867,0.0,0.1361402097517608,0.1165267825325346,0.0,0.041960058926773625,0.05788931331131518,1.0,0.5,0.24246311738293777
9000,748.1665280399325,V0,S18,S61,0,0,-203.35780615705877,0.0,0.1439902696143694,0.10978851266304548,0.0,0.03772303810747889,0.03304751979806191,1.0,0.5,0.25465041693393203
9000,752.6058945645399,V0,S61,S31,0,0,-195.0823830109735,0.0,0.13862960464400054,0.1109765867688568,0.0,0.06523896005275491,0.07297758976378439,0.9333333333333333,0.5,0.24438742783835793
9000,756.6139371954989,V0,S31,S47,0,0,-196.3715661150369,0.0,0.14502269367693302,0.10924466537787786,0.0,0.04728262384245882,0.040425497175488,0.9333333333333333,0.5,0.2508017960230917
9000,762.3315387348496,V0,S47,S13,0,0,-204.08373999062894,0.0,0.14843185197758088,0.10656852363179163,0.0,0.023882817555772304,0.06340468531505006,1.0,0.5,0.25400898011545864
9000,771.3171552027678,V0,S13,S5,0,0,-194.3727346979473,0.0,0.1391507312896822,0.10139414743253997,0.0,0.018179748066367754,0.08140276662800613,0.9333333333333333,0.5,0.24374599101988453
9000,775.8633256961865,V0,S5,S13,0,0,-203.0097860423203,0.0,0.14728158350579673,0.1063418245238837,0.0,0.017927962378194898,0.06170097665826498,1.0,0.5,0.24759461193072482
9000,780.4094961896052,V0,S13,S23,0,0,-208.35463319123085,0.0,0.15552424213033816,0.1010510912949751,0.00702456603871143,0.023490411515105246,0.06879518548855432,1.0,0.5416666666666666,0.2552918537524054
9000,787.0612648015581,V0,S23,S41,3,0,-210.50910952310394,0.0,0.16891832907810275,0.09248234147895876,0.008965574891670991,0.024380610768473285,0.050171193436539155,1.0,0.5416666666666666,0.26234765875561256
9000,795.3638901537734,V0,S41,S23,7,0,-209.4831159758845,0.0,0.16645672964903913,0.09044777256991957,0.0,0.0379726208469912,0.07127094350363866,1.0,0.5416666666666666,0.25978191148171903
9000,805.6665155059886,V0,S23,S58,0,0,-207.82816085378641,0.0,0.160392171486306,0.09434149003751709,0.0,0.04215802235312336,0.056968571119728584,1.0,0.5416666666666666,0.25336754329698524
9000,815.9952191962483,V0,S58,S50,0,10,-202.99977311302703,0.0,0.13708346783406586,0.1013281875370251,0.027695238911421855,0.03370404210567707,0.12896677737911458,1.0,0.5416666666666666,0.22386144964720975
9000,832.1339965389872,V0,S50,S32,0,0,-216.3349471212366,0.0,0.1849985202310344,0.10944568319013692,0.014393483621221316,0.0558211286764729,0.05066715877779428,1.0,0.5416666666666666,0.2745349583066068
9000,839.5965454238944,V0,S32,S63,4,0,-217.3677684272284,0.0,0.19005918888044115,0.11900498891073495,0.0,0.06978784235486762,0.08906905777180595,1.0,0.5416666666666666,0.27132777421423987
9000,847.697419871175,V0,S63,S45,1,0,-220.9173787112295,0.0,0.18885960616040448,0.11144875811587857,0.0,0.05640041762953311,0.10408515395380707,1.0,0.5833333333333334,0.27966645285439384
9000,852.361530309482,V0,S45,S31,0,5,-219.91106320786048,0.0,0.18875657631255924,0.11025048473775527,0.0,0.04413461672760724,0.0946555971005554,1.0,0.5833333333333334,0.2738935214881334
9000,862.1405939591879,V0,S31,S47,0,0,-221.45341225581262,0.0,0.19489624219683704,0.0981432707253691,0.0,0.08520038339900851,0.047273374807876516,1.0,0.5833333333333334,0.2905708787684413
9000,867.8581954985385,V0,S47,S41,0,0,-222.69346149966242,0.0,0.1993090172302681,0.10411648876775713,0.007649943623066798,0.06604335052714103,0.05734399936023724,1.0,0.5833333333333334,0.2873636946760744
9000,872.3089138240206,V0,S41,S38,0,0,-226.46352400792847,0.0,0.21160735531130218,0.11327707926302047,0.0,0.04183268771997176,0.04722573385972797,1.0,0.5833333333333334,0.29890955740859526
9000,878.8639150448452,V0,S38,S18,0,0,-229.48965469117897,0.0,0.22194969369650352,0.10840240079711558,0.0,0.0754772355433251,0.06952206803594209,1.0,0.5833333333333334,0.3104554201411161
9000,883.5348735714556,V0,S18,S61,0,0,-229.95398633322267,0.0,0.22336566173487246,0.10273333125529696,0.021059631241992414,0.0385816812726996,0.05323747387919564,1.0,0.5833333333333334,0.3104554201411161
9000,887.974240096063,V0,S61,S60,7,0,-229.72005882419307,0.0,0.21865983477399553,0.10839798847622435,0.016050606413293103,0.03990630734284434,0.10548266641502091,1.0,0.5833333333333334,0.3072482360487492
9000,896.0894093032273,V0,S60,S4,10,0,-233.53886387447335,0.0,0.2331039616797108,0.10975390212723415,0.0,0.06478957180652822,0.1270902516058036,1.0,0.5833333333333334,0.32135984605516354
9000,906.2038788398346,V0,S4,S55,1,0,-229.63498626225243,0.0,0.2163919468454505,0.12076548110927612,0.0018794129105344363,0.034047683583786924,0.0463764073717532,1.0,0.625,0.28864656831302116
9000,915.0041469834563,V0,S55,S26,0,14,-232.751034831693,0.0,0.2091514374107937,0.13091559128668098,0.08011245865863383,0.008951798483032698,0.16659414183721152,1.0,0.625,0.2764592687620269
9000,931.6771210670119,V0,S26,S15,0,4,-230.99751582841577,0.0,0.21853089694903569,0.1481718671805564,0.0,0.08528480587187574,0.044551596646383106,1.0,0.625,0.27966645285439384
9000,939.4800890104802,V0,S15,S41,0,0,-233.962579091433,0.0,0.22525474193373926,0.14620652637225393,0.003021298464487249,0.08958581686707537,0.06325723986634291,1.0,0.625,0.2924951892238615
9000,946.9475401578345,V0,S41,S39,0,0,-239.44655000942095,0.0,0.2370652395886439,0.1667434661712416,0.0,0.08684525713966906,0.08144548015065343,1.0,0.625,0.30596536241180244
9000,953.264211960161,V0,S39,S58,0,0,-241.57982880656579,0.0,0.24571237418522662,0.1616951359450273,0.0,0.07356506440755803,0.0825644737307467,1.0,0.625,0.31494547787042976
9000,959.389799704137,V0,S58,S38,0,0,-240.72428407557902,0.0,0.2441598418348318,0.15603888867173085,0.0,0.056239030639332464,0.05232474457474003,1.0,0.625,0.3168697883258499
9000,963.7676229627099,V0,S38,S18,0,0,-244.25030585483364,0.0,0.24192908899204071,0.16138023869355575,0.0,0.13817555874467158,0.08575033733230872,1.0,0.6666666666666666,0.31622835150737655
9000,968.4385814893203,V0,S18,S61,0,0,-246.78215705085398,0.0,0.2499327095713862,0.14981056617616625,0.0329251513036087,0.08985991808319624,0.055254785300118764,1.0,0.6666666666666666,0.32520846696600386
9000,972.8779480139277,V0,S61,S65,6,0,-243.97474233417387,0.0,0.24031040118535058,0.13923700582291085,0.018005657097842593,0.08281241285002791,0.13525319349918374,1.0,0.6666666666666666,0.3194355355997434
9000,983.0660003553737,V0,S65,S41,13,0,-244.3766651865394,0.0,0.252135909361293,0.14184677960804226,0.0,0.11265581834182015,0.06712705384650494,1.0,0.6666666666666666,0.3194355355997434
9000,994.7944836155087,V0,S41,S29,1,0,-243.00089960045617,0.0,0.24520748499254924,0.14511768368539468,0.014591280843438373,0.04709361700036412,0.11865466870022469,1.0,0.6666666666666666,0.30532392559332905
9000,1005.9944023429192,V0,S29,S32,0,15,-240.87062449289462,0.0,0.23429420128322714,0.14478698593451336,0.060500523293593525,0.0,0.062359790526426775,1.0,0.6666666666666666,0.2924951892238615
9000,1019.7874559601566,V0,S32,S54,0,5,-237.96434726873974,0.0,0.22307861757944722,0.15830503575786542,0.0,0.08506952137421683,0.11874043255821222,1.0,0.6666666666666666,0.28992944194996795
9000,1027.336142339058,V0,S54,S46,0,0,-245.4871910632616,0.0,0.23162956151906908,0.16632779490038746,0.0,0.06084181771330783,0.14154127229655214,1.0,0.7083333333333334,0.30596536241180244
9000,1033.64016712537,V0,S46,S51,0,0,-245.2638350348401,0.0,0.230888257106023,0.16784295526474022,0.0,0.039571359533838654,0.10983898037449301,1.0,0.7083333333333334,0.3072482360487492
9000,1039.7837222172643,V0,S51,S38,0,0,-245.29659273181318,0.0,0.23321563330084888,0.16228955145507407,0.0,0.04123501200364461,0.05426703094233014,1.0,0.7083333333333334,0.313662604233483
9000,1048.2581172151085,V0,S38,S18,0,0,-244.02294583252936,0.0,0.22864107314298268,0.15560901739782743,0.0,0.07974702617042424,0.08165501778872031,1.0,0.7083333333333334,0.3110968569595895
9000,1052.929075741719,V0,S18,S38,0,0,-245.60882138646912,0.0,0.2311762801351478,0.16355528189456062,0.0,0.039103756593345494,0.05523203529159905,1.0,0.7083333333333334,0.3175112251443233
9000,1057.6000342683296,V0,S38,S39,0,0,-245.46773383921547,0.0,0.23054646550957075,0.16076202780834878,0.0,0.04820259108696911,0.08372257901268099,1.0,0.7083333333333334,0.31622835150737655
9000,1062.3848810414167,V0,S39,S61,0,0,-241.82800883692016,0.0,0.2180482135067008,0.161489729341269,0.0,0.07779738368017614,0.054072815000728,1.0,0.7083333333333334,0.30596536241180244
9000,1069.3622433661146,V0,S61,S18,0,0,-238.66463853242655,0.0,0.20532375638992142,0.16260051412571694,0.0,0.06866152345264831,0.0750927701108482,1.0,0.7083333333333334,0.2944194996792816
9000,1073.8016098907221,V0,S18,S61,0,0,-236.9819072316149,0.0,0.20284748978094644,0.158902510187802,0.0,0.07457949008204065,0.05180232747257997,1.0,0.7083333333333334,0.28928800513149455
9000,1078.2409764153297,V0,S61,S58,0,0,-237.33969521123828,0.0,0.20322332734805257,0.15855028647368,0.0,0.033314785173963204,0.07744691378284199,1.0,0.7083333333333334,0.28928800513149455
9000,1083.8268308537185,V0,S58,S38,0,0,-239.97684027792138,0.0,0.204975248452165,0.15474406987017444,0.0,0.04172670655225981,0.04687661069206759,1.0,0.75,0.28928800513149455
9000,1088.2046541122916,V0,S38,S18,0,0,-242.35901491249746,0.0,0.21394954403310876,0.15312623523131033,0.0,0.07148727034114852,0.07393379985304915,1.0,0.75,0.29506093649775494
9000,1092.875612638902,V0,S18,S41,0,0,-237.72338097995922,0.0,0.19657938343419043,0.15272388606149231,0.0,0.04936301926100018,0.04689331222834679,1.0,0.75,0.2835150737652341
9000,1098.2006945378448,V0,S41,S18,1,0,-239.02147785613053,0.0,0.19896620623130115,0.15565028994083327,0.0,0.06724462475502992,0.07299211669007727,1.0,0.75,0.28608082103912763
9000,1104.0257764367875,V0,S18,S61,0,1,-237.37622543369216,0.0,0.19526510018541357,0.15287943887192057,0.0,0.07635893373108117,0.04813823822126143,1.0,0.75,0.28223220012828737
9000,1108.965142961395,V0,S61,S41,0,0,-231.77981756562124,0.0,0.19687590703271973,0.1561342107851152,0.0,0.05328236966801333,0.04835819351470177,0.9354838709677419,0.75,0.2847979474021809
9000,1114.2046821923207,V0,S41,S58,0,0,-231.7305339547263,0.0,0.1965348835534695,0.1598583395356708,0.0,0.045002664285761065,0.07407281673694058,0.9333333333333333,0.75,0.281590763309814
9000,1121.119581508975,V0,S58,S61,0,0,-231.5801527661234,0.0,0.19926683624803337,0.15618528853701644,0.002283332265226554,0.08645725592386105,0.0454322240713315,0.9333333333333333,0.75,0.281590763309814
9000,1126.7054359473639,V0,S61,S58,0,0,-239.75236459952822,0.0,0.20367445224649214,0.161610986686086,0.0,0.04839152324315585,0.07291270630548519,1.0,0.75,0.28223220012828737
9000,1132.2912903857527,V0,S58,S38,0,0,-241.136691104143,0.0,0.2111788325691118,0.16245056150835807,0.0,0.054652818245466465,0.04377570018014078,1.0,0.75,0.28608082103912763
9000,1136.6691136443258,V0,S38,S58,0,0,-242.63245956383457,0.0,0.21167162324536018,0.17234453394372223,0.0,0.05100158054472291,0.07555899072320338,1.0,0.75,0.2873636946760744
9000,1141.0469369028988,V0,S58,S61,0,0,-244.66058238417637,0.0,0.20589092866776385,0.1803306327192052,0.0,0.0885347107865924,0.04460188228430238,1.0,0.7916666666666666,0.2841565105837075
9000,1146.6327913412877,V0,S61,S41,0,0,-243.10375733140432,0.0,0.19988071102540125,0.1773359208557914,0.0,0.06348153564957422,0.04967057085817453,1.0,0.7916666666666666,0.2809493264913406
9000,1151.8723305722133,V0,S41,S61,0,0,-235.05613745625107,0.0,0.19512292606136222,0.17085521104699897,0.0,0.08556427696458759,0.044408811438623186,0.9333333333333333,0.7916666666666666,0.2809493264913406
9000,1157.111869803139,V0,S61,S41,0,0,-244.4011485466624,0.0,0.20496717824543476,0.17309078817148854,0.0,0.060938449557962626,0.05036031261415315,1.0,0.7916666666666666,0.2873636946760744
9000,1162.3514090340645,V0,S41,S61,0,0,-235.88704024967132,0.0,0.19878505617602385,0.17183387230415334,0.0,0.08196325745453717,0.0447063690930479,0.9333333333333333,0.7916666666666666,0.28223220012828737
9000,1167.5909482649902,V0,S61,S54,0,0,-243.59944317902466,0.0,0.1993572504783065,0.17583445616983479,0.0,0.07219359699749384,0.11796090653692023,1.0,0.7916666666666666,0.27966645285439384
9000,1175.4240918078167,V0,S54,S32,0,0,-245.15547751461918,0.0,0.20788186046590176,0.17617205778536335,0.0,0.05962857307177809,0.06648333259863938,1.0,0.7916666666666666,0.28608082103912763
9000,1180.472778186718,V0,S32,S61,0,0,-247.3904376249717,0.0,0.21504054837447042,0.1814004607771467,0.0,0.07945993316257462,0.04557828187734224,1.0,0.7916666666666666,0.2931366260423348
9000,1188.8878293463526,V0,S61,S18,0,0,-246.246904122069,0.0,0.21031880294365127,0.17844796583527991,0.002637556238673565,0.07342392297974429,0.07770044365588955,1.0,0.7916666666666666,0.28800513149454776
9000,1193.3271958709602,V0,S18,S61,1,0,-245.57959929347123,0.0,0.209947794556489,0.17764467441087262,0.0,0.07484419045962187,0.04462760948985499,1.0,0.7916666666666666,0.28800513149454776
9000,1198.2665623955677,V0,S61,S53,3,0,-248.81977812249684,0.0,0.21435140462464933,0.17932956509826828,0.01601509105916884,0.05262928708871992,0.11054144505439105,1.0,0.7916666666666666,0.2944194996792816
9000,1860.579874361695,V0,S53,S55,0,0,-222.7786941394592,0.0,0.25249007093251863,0.21099551743801975,0.0,0.1373668590700139,0.05427339535719872,1.0,0.2916666666666667,0.32200128287363694
9000,1865.7372094067066,V0,S55,S43,0,4,-221.46938548547772,0.0,0.2402227471705154,0.2156948380201402,0.0,0.0665748366394686,0.170570878109129,1.0,0.2916666666666667,0.31237973059653623
9000,1874.9744642672592,V0,S43,S55,0,0,-220.19246066433064,0.0,0.24582273680375907,0.20307530954999048,0.0,0.1366745670567765,0.052968413156135145,1.0,0.2916666666666667,0.31558691468890315
9000,1882.2117191278119,V0,S55,S53,0,0,-222.01482961831613,0.0,0.25402765445899855,0.19323881931635675,0.0,0.11032602078017857,0.12015758537102182,1.0,0.2916666666666667,0.3194355355997434
9000,1887.3690541728236,V0,S53,S57,0,0,-222.6008083913873,0.0,0.2542943335601865,0.19253061851985975,0.0,0.06998752751470552,0.16728735123411337,1.0,0.2916666666666667,0.3194355355997434
9000,1895.0996333579265,V0,S57,S1,0,0,-228.84686578659097,0.0,0.2796468362108813,0.2009393966247999,0.0,0.09989537664945164,0.12951087900992475,1.0,0.2916666666666667,0.33483001924310457
9000,1898.75824076916,V0,S1,S56,0,0,-228.7238354130624,0.0,0.27796833369489826,0.1898527004759147,0.017278811637069222,0.027441555477051675,0.16745605337393574,1.0,0.2916666666666667,0.3335471456061578
9000,1904.2312666250255,V0,S56,S32,6,0,-224.47449152963515,0.0,0.26921880073758936,0.18860764555063594,0.0,0.0588458281909266,0.0640634921166991,1.0,0.2916666666666667,0.32841565105837073
9000,1911.8124670009706,V0,S32,S55,5,0,-227.63721354364944,0.0,0.28274671792863865,0.18936607424724664,0.0,0.13605359123836602,0.05404914639347009,1.0,0.2916666666666667,0.3367543296985247
9000,1918.4848586272883,V0,S55,S37,0,1,-225.88479746862313,0.0,0.27397156208082685,0.1933815577129214,0.0,0.09604549151430954,0.15088189276846842,1.0,0.2916666666666667,0.32200128287363694
9000,1927.0234437012418,V0,S37,S26,0,10,-228.18963350902334,0.0,0.2680476232377788,0.20415811674071352,0.009619517347952829,0.049099765926158494,0.20457769913355928,1.0,0.3333333333333333,0.3078896728672226
9000,1942.811872932662,V0,S26,S61,0,0,-232.34870277261197,0.0,0.28613163495497485,0.20621400230933493,0.0,0.1249123901168044,0.06837693768481394,1.0,0.3333333333333333,0.33290570878768444
9000,1951.8486103630053,V0,S61,S41,0,0,-232.7814737620745,0.0,0.2854722684546116,0.21054992431108888,0.0,0.08638613995637122,0.061503744775489574,1.0,0.3333333333333333,0.33483001924310457
9000,1957.088149593931,V0,S41,S61,0,0,-232.95498519327668,0.0,0.2853375625577558,0.21783966088342646,0.0,0.131154260666648,0.06828781616866722,1.0,0.3333333333333333,0.33098139833226425
9000,1962.3276888248565,V0,S61,S18,0,0,-233.40299570252128,0.0,0.28852223870072935,0.21027786434344392,0.010560417403801514,0.09209223060389779,0.09124543919429536,1.0,0.3333333333333333,0.3296985246953175
9000,1966.767055349464,V0,S18,S39,3,0,-231.3199742207521,0.0,0.2821322906842606,0.19244095814465487,0.038687234544333315,0.012851807520708166,0.08101159311235023,1.0,0.3333333333333333,0.32456703014753047
9000,1973.9177513029788,V0,S39,S63,17,0,-229.97084918468477,0.0,0.2855152178613686,0.18100732055581853,0.0,0.11162457146842827,0.10400209277491844,1.0,0.3333333333333333,0.32841565105837073
9000,1990.6563883018005,V0,S63,S27,0,0,-232.1218905467572,0.0,0.2761894165638326,0.1867841673423556,0.030927469538356577,0.039676338943410376,0.10019692398429624,1.0,0.375,0.31879409878127
9000,1998.5257957042986,V0,S27,S66,0,12,-230.24357678362375,0.0,0.25974715680830646,0.1930080092249193,0.039995076526257806,0.0,0.18167251787688798,1.0,0.375,0.30917254650416937
9000,2009.4357017645293,V0,S66,S31,0,8,-223.65781686751055,0.0,0.2415618507351364,0.20372873858166327,0.0,0.09361675055006076,0.13020642009657865,1.0,0.375,0.2924951892238615
9000,2016.8198891796355,V0,S31,S41,0,0,-228.69358427452428,0.0,0.2509247018410438,0.21158772459714162,0.0,0.07647947827434379,0.06393037467858573,1.0,0.375,0.3207184092366902
9000,2021.0887324624164,V0,S41,S47,0,0,-228.05072571029214,0.0,0.2503183021297067,0.19152138715647976,0.026948627127368126,0.02179703358346382,0.047726298536930556,1.0,0.375,0.32200128287363694
9000,2025.5394507878984,V0,S47,S63,12,0,-228.24268887517002,0.0,0.2550118494901268,0.18558488668968437,0.0036322361391733595,0.1010192391734062,0.1119685342130764,1.0,0.375,0.32328415651058373
9000,2041.1855862722402,V0,S63,S31,8,0,-235.2117145317191,0.0,0.26687933222183424,0.2065279442077803,0.0,0.08855123055247899,0.1376421639900607,1.0,0.4166666666666667,0.32392559332905707
9000,2052.392523151776,V0,S31,S13,0,20,-226.03349677806142,0.0,0.24173277732045062,0.19910602473804406,0.0317605281759996,0.0,0.08067743206690793,1.0,0.4166666666666667,0.2841565105837075
9000,2073.9647781109397,V0,S13,S23,0,0,-226.58218291679563,0.0,0.24151122780170653,0.186720441111374,0.012223992266537686,0.02192661411262808,0.10946811648737029,1.0,0.4166666666666667,0.300192431045542
9000,2080.6165467228925,V0,S23,S47,6,0,-226.59358178690653,0.0,0.2468469781643991,0.1852741202048568,0.0,0.054855703442795625,0.050473669877036914,1.0,0.4166666666666667,0.30468248877485565
9000,2088.986928778417,V0,S47,S41,4,0,-220.23803238045065,0.0,0.2231216421329141,0.17789481190624015,0.0,0.06693009216408709,0.0663244799661292,1.0,0.4166666666666667,0.28800513149454776
9000,2095.4376471038995,V0,S41,S29,0,6,-216.83153535429645,0.0,0.21752211120382295,0.17230521775854724,0.0044808363815691315,0.041225862956124515,0.10339158902598376,1.0,0.4166666666666667,0.2674791533033996
9000,2109.13756583131,V0,S29,S34,0,4,-217.51253720930822,0.0,0.20580719914444884,0.15358380037688205,0.0,0.031001941832579923,0.1191954490973019,1.0,0.4583333333333333,0.2751763951250802
9000,2116.564221895512,V0,S34,S15,0,0,-219.90485529584157,0.0,0.21727833769580665,0.16262954775229344,0.0,0.03828710130453718,0.05256895458502644,1.0,0.4583333333333333,0.28030788967286724
9000,2121.067197451836,V0,S15,S58,0,0,-219.56818661907823,0.0,0.21472426061531397,0.15020024021283707,0.011751144790198243,0.030317172842703893,0.07263820442202559,1.0,0.4583333333333333,0.28287363694676076
9000,2129.736418358999,V0,S58,S44,7,0,-218.28881513866168,0.0,0.20959762714251284,0.14353240432834247,0.008253417994999436,0.02937168334058159,0.10502113073729608,1.0,0.4583333333333333,0.281590763309814
9000,2138.025111134175,V0,S44,S52,10,0,-217.4842593241326,0.0,0.20621672449825973,0.14491787597590552,0.0027892894619466046,0.03017030582007791,0.09991179193609917,1.0,0.4583333333333333,0.2809493264913406
