episode,service_level,bias,rebalancing_imbalance,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
251,0.9083267087258766,-5.760854314465099,-1.6664607917549512,0.001169,0.01,0.0,0.97,100,11,1,12
252,0.9089327825257982,-5.7658240655787845,-1.6690034223938726,0.001165,0.01,0.0,0.97,100,11,1,12
253,0.9088196904717509,-5.770693806379245,-1.6714818414415293,0.001161,0.01,0.0,0.97,100,11,1,12
254,0.9067008495450661,-5.775836189781108,-1.6740587593491445,0.001157,0.01,0.0,0.97,100,11,1,12
255,0.9020961570454167,-5.781215403842504,-1.6768475092783988,0.001153,0.01,0.0,0.97,100,11,1,12
256,0.9102249488752556,-5.786026195494559,-1.6792580374971733,0.001149,0.01,0.0,0.97,100,11,1,12
257,0.9086521483225427,-5.790903653277546,-1.6816945729168762,0.001145,0.01,0.0,0.97,100,11,1,12
258,0.9072218673301281,-5.795765539100983,-1.6841581858223023,0.001141,0.01,0.0,0.97,100,11,1,12
259,0.9182261044851335,-5.799491764137019,-1.6861000607763548,0.001137,0.01,0.0,0.97,100,11,1,12
260,0.9057522420024093,-5.804589527739202,-1.688683800248388,0.001133,0.01,0.0,0.97,100,11,1,12
261,0.9073834523309534,-5.8094932733051525,-1.691204138339885,0.001129,0.01,0.0,0.97,100,11,1,12
262,0.9096008084891359,-5.814266519623648,-1.6936653231983554,0.001125,0.01,0.0,0.97,100,11,1,12
263,0.9042234954114485,-5.819328230699972,-1.6962755206873346,0.001122,0.01,0.0,0.97,100,11,1,12
264,0.9097670644714155,-5.824014620988841,-1.698677411507745,0.001118,0.01,0.0,0.97,100,10,1,11
265,0.9102368284126957,-5.828671632122087,-1.7010598652180233,0.001114,0.01,0.0,0.97,100,11,1,12
266,0.9045147722261796,-5.833547837331122,-1.7035417622108524,0.00111,0.01,0.0,0.97,100,11,1,12
267,0.9039955883090189,-5.8386423027317935,-1.7061383820131015,0.001107,0.01,0.0,0.97,100,11,1,12
268,0.9093930999748174,-5.843338457056187,-1.7085537129261952,0.001103,0.01,0.0,0.97,100,11,1,12
269,0.9067938505251408,-5.848018302779219,-1.710971406226576,0.001099,0.01,0.0,0.97,100,11,1,12
270,0.9093232880398224,-5.852699244396182,-1.713310634174713,0.001096,0.01,0.0,0.97,100,11,1,12
271,0.902799770897207,-5.857741053380449,-1.7158888698104349,0.001092,0.01,0.0,0.97,100,11,1,12
272,0.9093640291655415,-5.86148451947052,-1.717797204816505,0.001088,0.01,0.0,0.97,100,11,1,12
273,0.908066208577328,-5.866239159440121,-1.7202203042247328,0.001085,0.01,0.0,0.97,100,11,1,12
274,0.9038075476154326,-5.871201011673115,-1.7227177940561602,0.001081,0.01,0.0,0.97,100,11,1,12
275,0.9115328122098225,-5.87556044145859,-1.7249036084499962,0.001078,0.01,0.0,0.97,100,11,1,12
276,0.9133102474448629,-5.879870031768462,-1.7270599147640573,0.001074,0.01,0.0,0.97,100,11,1,12
277,0.9055677408469714,-5.8846030439405235,-1.7295020347941692,0.001071,0.01,0.0,0.97,100,11,1,12
278,0.9029351444037252,-5.889461861005811,-1.732030663575286,0.001067,0.01,0.0,0.97,100,11,1,12
279,0.9114024431396369,-5.893740468375587,-1.7341899966147252,0.001064,0.01,0.0,0.97,100,11,1,12
280,0.9016058882569421,-5.898775835617936,-1.7367402717320264,0.001061,0.01,0.0,0.97,100,11,1,12
281,0.9061949870064548,-5.903479074625712,-1.7391227248608752,0.001057,0.01,0.0,0.97,100,11,1,12
282,0.9116461120577666,-5.907780623535244,-1.741266695693653,0.001054,0.01,0.0,0.97,100,11,1,12
283,0.9065285186005692,-5.912368673962724,-1.7435904403351892,0.001051,0.01,0.0,0.97,100,11,1,12
284,0.9132232799945986,-5.916547102173451,-1.7457669585549431,0.001047,0.01,0.0,0.97,100,11,1,12
285,0.906832298136646,-5.920294811583553,-1.7477110097833917,0.001044,0.01,0.0,0.97,100,11,1,12
286,0.9115348493996109,-5.924615583374666,-1.7499052068795513,0.001041,0.01,0.0,0.97,100,11,1,12
287,0.9170205979620272,-5.928487953627011,-1.7518485233413394,0.001037,0.01,0.0,0.97,100,11,1,12
288,0.917551923731699,-5.932267172703888,-1.7537650236680742,0.001034,0.01,0.0,0.97,100,11,1,12
289,0.906769695951621,-5.936514740855393,-1.7558966734501462,0.001031,0.01,0.0,0.97,100,11,1,12
290,0.9091414890747235,-5.940815373416835,-1.7580506870713875,0.001028,0.01,0.0,0.97,100,11,1,12
291,0.9060536450239849,-5.945279483208776,-1.7603260522889088,0.001025,0.01,0.0,0.97,100,11,1,12
292,0.9111319773973406,-5.949396823846562,-1.7624419532305724,0.001022,0.01,0.0,0.97,100,11,1,12
293,0.9092909206946357,-5.95374431963174,-1.7646651012572054,0.001018,0.01,0.0,0.97,100,11,1,12
294,0.9143885986711975,-5.957398883046683,-1.7664906996508956,0.001015,0.01,0.0,0.97,100,11,1,12
295,0.9092583291478319,-5.961779824419586,-1.7686902100170552,0.001012,0.01,0.0,0.97,100,11,1,12
296,0.9115314010475437,-5.965915815861759,-1.7707767976926299,0.001009,0.01,0.0,0.97,100,11,1,12
297,0.9060135936273609,-5.970234070416105,-1.7729765667555633,0.001006,0.01,0.0,0.97,100,11,1,12
298,0.9143025606469003,-5.973992661931375,-1.774928403690147,0.001003,0.01,0.0,0.97,100,11,1,12
299,0.9074232726906214,-5.978337964071027,-1.777147349428844,0.001,0.01,0.0,0.97,100,11,1,12
