episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,time_of_day_fraction,multi_horizon_starvation_risk
168,0.8975203586787446,-153.9073706695518,-83.06921413068312,-43.209598858684664,-0.0028891498795231467,-13.018572622307413,-101.73441040767233,-73.86173385462182,-131.4739000466196
169,0.8938567468478942,-153.9400777612015,-83.0982588103609,-43.25034790173511,0.0,-13.013121141088474,-101.35678491603265,-73.59654712452799,-131.43816456353116
170,0.901152101973281,-153.9408643588811,-83.10840305381406,-43.2946054935929,0.0,-12.967695153076948,-100.8245132218986,-73.33372454943898,-131.3497655972849
171,0.9038281697788771,-154.05226199729984,-83.19762450425544,-43.33374321235581,-0.0003407163636533108,-12.944752067605062,-100.80728797225294,-73.35155613642262,-131.41724343062023
172,0.8967785911151942,-154.1379552583689,-83.2783932315688,-43.3788864798132,0.0,-12.956256498822825,-100.81068214923076,-73.48900755579432,-131.46448606882205
173,0.8956539933046389,-154.20374916148364,-83.32424247628936,-43.42152290188823,0.0,-12.936953515072695,-100.62060370966417,-73.41103837236888,-131.47459965365854
174,0.9070726677180638,-154.4420970846425,-83.48843276525442,-43.46341531851912,-0.004265957190354438,-12.980027892317509,-101.09246441169212,-73.78226071983228,-131.69658149791496
175,0.9027604846791581,-154.57486544036607,-83.58348567560238,-43.510240693273595,-0.0018861269684674505,-12.999882527355954,-101.24873107108853,-73.94964020660719,-131.79970451086888
176,0.9125076266015864,-154.67142996667283,-83.65553937406916,-43.5530018808511,0.0,-12.988731823350022,-101.22301558735063,-73.94654999249092,-131.85144839010934
177,0.899442014779068,-154.76871579952305,-83.723283044235,-43.58969019488974,0.0,-12.965910481877948,-101.15375674010325,-73.95951060691189,-131.9034602257887
178,0.8890623124024493,-154.8319610896806,-83.7682983663559,-43.624928765555666,-0.002015278914672852,-12.912004370337781,-100.89789175555524,-73.85534593527146,-131.90888229711803
179,0.9068894539290471,-154.9120032994598,-83.82350264901368,-43.65603394012707,-0.003786342938632432,-12.897848855067911,-100.75777752450088,-73.81454420440366,-131.9487192240247
180,0.9089869723500917,-155.11721993881747,-83.99270547220169,-43.68935639408835,-0.0037883654492888324,-12.932716922100399,-101.2623036101852,-74.15402472080847,-132.15782082022463
181,0.9073905662665211,-155.29197460850557,-84.12406848549054,-43.732123892995695,-0.0001562992821490067,-12.964658751678813,-101.62381224977965,-74.31737432573767,-132.32312409909966
182,0.8974072283331319,-155.56827969536627,-84.33509132696919,-43.76895462194118,-0.01887743128081442,-13.014996080040335,-102.38651244977576,-74.82114436029852,-132.62208452427964
183,0.9114633850630456,-155.5940221989549,-84.3548854129199,-43.794354437677306,0.0,-12.969926992069803,-102.10850972924817,-74.71100807521613,-132.60336980222945
184,0.9010204081632653,-155.6393735283093,-84.37629151463972,-43.83130496693169,-0.00013693426768810079,-12.948066803928647,-101.85434873641618,-74.60299317521934,-132.5909155033553
185,0.9043065078792253,-155.60570028671805,-84.34450913231355,-43.85961496945527,-0.0007819137789915362,-12.898166885317018,-101.2783845442188,-74.29171707954418,-132.47956590169025
186,0.900765931372549,-155.66478326407886,-84.38885754407606,-43.89911196430778,-0.0019290203000520418,-12.87433640488773,-101.16180144299221,-74.22584675682701,-132.49540108409715
187,0.8951430552624439,-155.79140710282164,-84.47804425526047,-43.93080418999202,-0.0006743298336221294,-12.877302424665734,-101.32844893587523,-74.34291841346655,-132.60121245922258
188,0.9076296613801972,-155.8531483392622,-84.52003404302091,-43.9648525550325,-0.00286232826362918,-12.859055526365978,-101.16915344620081,-74.30130705445177,-132.61999570444615
189,0.9014566751764529,-155.88531283421108,-84.53885703854205,-43.9941572495622,-0.0013187202712639093,-12.84734356351477,-100.88704415125794,-74.14863156390972,-132.60355957209413
190,0.9096926285247983,-155.91077854309026,-84.5442655459882,-44.02064089432376,-0.0001656342919866708,-12.81662638131796,-100.61702516480392,-74.05604246428736,-132.5752097096717
191,0.9068647845468053,-155.9736012813306,-84.58702824930329,-44.05599522383019,-0.00012899851022133853,-12.800562566634614,-100.46890965912176,-74.0170277680974,-132.59568802509114
192,0.9031183051654368,-155.9450603635837,-84.5723537358209,-44.083778536780635,-0.0005552812759587212,-12.763225366704717,-100.0518095857348,-73.78654830799684,-132.5092742809127
193,0.8999336910000603,-156.00993043620986,-84.60958380408695,-44.106957958936924,0.0,-12.754067374451527,-99.9539758404042,-73.74293441895942,-132.53954845252105
194,0.8958213908583497,-156.11731006809785,-84.68493933795547,-44.142843846947216,-1.7802317471013843e-05,-12.784615547899138,-100.06334214168572,-73.82254867635532,-132.6261000542716
195,0.8932691434281043,-156.26478489066804,-84.78883754004526,-44.17435310049991,-0.012182751494328606,-12.811469777187575,-100.29179756902872,-73.93971948945622,-132.755366105029
196,0.9094720965309201,-156.39173837107234,-84.85589488051852,-44.20896438733951,0.0,-12.83752731811707,-100.45958763193576,-73.99178748107873,-132.85704973292647
197,0.9054437798320343,-156.42448223384204,-84.8744097284784,-44.23851373602944,-0.001106901807777819,-12.820945053325985,-100.30118903448675,-73.94270212097402,-132.85169351330285
198,0.8983223792803338,-156.49053712742284,-84.90255487741507,-44.27265738842742,-0.0011791149313274453,-12.832685339636908,-100.24058591250723,-73.88594744715785,-132.8873381249252
199,0.896845058651464,-156.57623881241744,-84.94840942531224,-44.30437774155016,0.0,-12.823821264232938,-100.26992921805139,-73.87670396953425,-132.94270439072804
