episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
145,0.9093645934945676,-5.092570280198034,-1.3357586865475395,-0.6614954032422627,-0.18976294340188238,-0.3511392243674309,-0.029157630065577984,0.001864,0.01,0.0,0.97,100,10,1,11
146,0.9159991956835014,-5.099944435961433,-1.3395176140777376,-0.6632950456723072,-0.19030853280705423,-0.352103922555318,-0.02923840960971204,0.001854,0.01,0.0,0.97,100,10,1,11
147,0.9082899276195631,-5.106827595680733,-1.3431507017967037,-0.665155890707867,-0.19085403339662446,-0.35312842224722585,-0.029360683004413028,0.001843,0.01,0.0,0.97,100,11,1,12
148,0.9083911092985318,-5.114804533542556,-1.3472280474174496,-0.6671318283952313,-0.19145935085561397,-0.35416123075350825,-0.029449410188913186,0.001833,0.01,0.0,0.97,100,10,1,11
149,0.9110382513661203,-5.121659747790938,-1.35081935835727,-0.6689990118932709,-0.1919132781043462,-0.35516938081899735,-0.02952052144271957,0.001823,0.01,0.0,0.97,100,11,1,12
150,0.9161064664732981,-5.121219418958556,-1.3507571699915328,-0.6696059580354743,-0.19191369394055519,-0.35574694770029325,-0.029578914017219553,0.001813,0.01,0.0,0.97,100,11,1,12
151,0.9046480521651897,-5.129642346596379,-1.355086001658488,-0.671759354513098,-0.1925367136487342,-0.35688856620675874,-0.029649968795518802,0.001803,0.01,0.0,0.97,100,10,1,11
152,0.8985236154719755,-5.138559396223368,-1.3597063397463638,-0.6741206453146648,-0.1931304255232484,-0.35818486575820235,-0.02972677694141072,0.001794,0.01,0.0,0.97,100,11,1,12
153,0.9079987353778058,-5.1465708607491685,-1.3637587704388658,-0.6760791501531915,-0.19372196230374458,-0.3592144896880202,-0.02981392376883293,0.001784,0.01,0.0,0.97,100,11,0,11
154,0.9077806927240727,-5.154563535823442,-1.3679089684371335,-0.6780712015623798,-0.19435082632906736,-0.36026595146116047,-0.02989875074141766,0.001774,0.01,0.0,0.97,100,10,1,11
155,0.9090302342655009,-5.16234393469792,-1.371918488771296,-0.6800488988054252,-0.19493857442480364,-0.36131400010407455,-0.02998950259715732,0.001765,0.01,0.0,0.97,100,11,0,11
156,0.9035666004639752,-5.170688550840609,-1.376279924050544,-0.6821991646472668,-0.19556889439602643,-0.362469559855804,-0.030073616021102614,0.001756,0.01,0.0,0.97,100,10,1,11
157,0.9042855940052201,-5.178818980518321,-1.3804750854034062,-0.6842588305775089,-0.1961819960977515,-0.36355737295892926,-0.03016217022240235,0.001746,0.01,0.0,0.97,100,10,1,11
158,0.9065192514808832,-5.1866788356447175,-1.3845287425948776,-0.6862717653805214,-0.19676671254344735,-0.3646093869072977,-0.03025391256527485,0.001737,0.01,0.0,0.97,100,10,1,11
159,0.9054943191453282,-5.194524900940718,-1.3885595999263098,-0.6882573426118966,-0.19731863567951,-0.36565113065451643,-0.03032751666650203,0.001728,0.01,0.0,0.97,100,10,1,11
160,0.9128119243007872,-5.201726756191276,-1.3922897057827488,-0.6900293582578754,-0.19789522513627927,-0.36655135709332787,-0.030432275561494315,0.001719,0.01,0.0,0.97,100,10,1,11
161,0.910933898618752,-5.203970767539976,-1.3935251277907417,-0.690879856200408,-0.19804811459290242,-0.3668965309331624,-0.0304948098008829,0.001711,0.01,0.0,0.97,100,11,1,12
162,0.9153116417005072,-5.202811843221484,-1.39321177469669,-0.6912837262577493,-0.19790889626854685,-0.36753996632704705,-0.030439126261849483,0.001702,0.01,0.0,0.97,100,11,1,12
163,0.9065614058712631,-5.210496965685543,-1.3971569470520275,-0.6932576292016621,-0.19847086000670772,-0.3686109317442402,-0.030528167807426714,0.001693,0.01,0.0,0.97,100,10,1,11
164,0.9044647948743753,-5.21830225267258,-1.4012334600113285,-0.6952471363594356,-0.19906730503937953,-0.36967232456437116,-0.03060652007928933,0.001685,0.01,0.0,0.97,100,10,1,11
165,0.9016922378879796,-5.225490169077917,-1.404861858803343,-0.6971129295145234,-0.19954002233007506,-0.37070795866381334,-0.030679056457359067,0.001676,0.01,0.0,0.97,100,11,1,12
166,0.9053870913095037,-5.233047513369614,-1.408729290707953,-0.699010611278479,-0.20008283275792266,-0.3717046835469103,-0.030757622564813177,0.001668,0.01,0.0,0.97,100,10,1,11
167,0.9095607670162797,-5.240224315638233,-1.4124374215569782,-0.700807309616017,-0.20063952253255088,-0.3726654314306262,-0.030829240257659565,0.001659,0.01,0.0,0.97,100,10,1,11
168,0.9118767488116508,-5.2471193660720745,-1.4160094377690335,-0.7025615193754592,-0.20116849408697202,-0.37361343570328004,-0.030918570463487272,0.001651,0.01,0.0,0.97,100,10,1,11
169,0.9016426349068282,-5.2544031264639175,-1.4197880191368282,-0.7045238703206612,-0.20165759387627818,-0.3746328421063662,-0.030987725621336115,0.001643,0.01,0.0,0.97,100,11,1,12
170,0.9137685171204725,-5.261084229796264,-1.4232160848379272,-0.7062056392803749,-0.20215887736974988,-0.37552924107281127,-0.03106485740190633,0.001635,0.01,0.0,0.97,100,10,1,11
171,0.9076962326728464,-5.266577146146526,-1.426075193079463,-0.7077377401094972,-0.2025347394807649,-0.37637258621642494,-0.031122855910765232,0.001627,0.01,0.0,0.97,100,11,1,12
172,0.9016941782482899,-5.274374182339963,-1.4300554176293738,-0.7096899138162968,-0.2031030982797384,-0.37739029940836843,-0.031200761052512842,0.001619,0.01,0.0,0.97,100,10,1,11
173,0.910516757470695,-5.281383537031176,-1.4337330650291638,-0.7115041765200489,-0.20366243843664272,-0.37837774606388197,-0.031292892348383554,0.001611,0.01,0.0,0.97,100,10,1,11
174,0.9138122103566392,-5.283917840573196,-1.4352615655039975,-0.7125004463919062,-0.20391773658753756,-0.3789424344567742,-0.03137090305326866,0.001603,0.01,0.0,0.97,100,11,1,12
175,0.9007416626023781,-5.291602273278132,-1.4392648141273205,-0.7144512838226165,-0.20453119889807306,-0.3799523213205048,-0.031485365199678886,0.001596,0.01,0.0,0.97,100,10,1,11
176,0.9099286963540966,-5.298429368105476,-1.4427282567548572,-0.7161404483732811,-0.20503439918362595,-0.3808405326301207,-0.03156485647286339,0.001588,0.01,0.0,0.97,100,10,1,11
177,0.9066775542853334,-5.305622850880953,-1.446423011687663,-0.7179591946388871,-0.20560096701591501,-0.3818145175950179,-0.03166298356858612,0.00158,0.01,0.0,0.97,100,10,1,11
178,0.9140480434598082,-5.310548636073056,-1.4490297093950426,-0.7193541245093792,-0.2059688963111906,-0.3825829729978911,-0.03171661578043255,0.001573,0.01,0.0,0.97,100,11,1,12
179,0.9180488298715981,-5.316532559983614,-1.452007743947674,-0.7208029666552157,-0.20639865151738118,-0.38332541148090044,-0.03179780557461429,0.001565,0.01,0.0,0.97,100,10,1,11
180,0.9149878237768431,-5.3226684417140175,-1.4551383573567236,-0.722332391261153,-0.20686012742447216,-0.38410696362650787,-0.03186496840026659,0.001558,0.01,0.0,0.97,100,10,1,11
181,0.9068632350491421,-5.329525956305716,-1.4586691682501267,-0.7241347894953966,-0.20730892878756976,-0.3850801617973947,-0.0319264831392039,0.001551,0.01,0.0,0.97,100,11,1,12
182,0.9092127078762707,-5.336222615682657,-1.4621347636391695,-0.7258428652474874,-0.2078261265543134,-0.38598499720946333,-0.03201365299963647,0.001544,0.01,0.0,0.97,100,10,1,11
183,0.9049324324324324,-5.34273930800643,-1.4654577813271856,-0.7275286930370297,-0.2082414218566723,-0.38683060529093327,-0.03205590385744171,0.001536,0.01,0.0,0.97,100,11,1,12
184,0.9046090073560641,-5.349657880631869,-1.469011308029339,-0.7293128122147184,-0.20868810388710152,-0.3877768777936444,-0.03211111743266276,0.001529,0.01,0.0,0.97,100,10,1,11
185,0.9094703536025044,-5.356198368003101,-1.4723901777509103,-0.7309883584927642,-0.2091852168990519,-0.38868643238912653,-0.03220079794171564,0.001522,0.01,0.0,0.97,100,10,1,11
186,0.9026427678199249,-5.363393009125559,-1.4761184535762741,-0.7327632957482829,-0.20978976298044477,-0.3896113758988649,-0.032313993086980075,0.001515,0.01,0.0,0.97,100,10,1,11
187,0.9135302163010992,-5.369508384229719,-1.4792010081030653,-0.7342837026324605,-0.21022627121863569,-0.3903966238074961,-0.03237429805522768,0.001509,0.01,0.0,0.97,100,10,1,11
188,0.9052164673738889,-5.376288871110627,-1.4826830799147943,-0.7360301548220956,-0.21069169467439647,-0.3913214520011015,-0.03243749951229602,0.001502,0.01,0.0,0.97,100,10,1,11
189,0.908198314427894,-5.379285856193885,-1.4843546138541743,-0.7370260120227998,-0.21090597181238033,-0.39188914859233626,-0.032449570134523736,0.001495,0.01,0.0,0.97,100,11,1,12
190,0.8976901559437865,-5.386774172544653,-1.4882441206656642,-0.7390377691334018,-0.21140417139806314,-0.3929802896281924,-0.0325180306894694,0.001488,0.01,0.0,0.97,100,10,1,11
191,0.9035090659248584,-5.393716040965544,-1.4917436984458514,-0.7407798906747544,-0.21186530954537294,-0.39389530204309847,-0.0325765967600826,0.001482,0.01,0.0,0.97,100,10,1,11
192,0.9077421873673847,-5.400114908971906,-1.4950131836240899,-0.7423676212784647,-0.21233697260349974,-0.3947425078812928,-0.032634873043854526,0.001475,0.01,0.0,0.97,100,10,1,11
193,0.9129793263023759,-5.406171571184247,-1.4980898771234548,-0.7438231134027818,-0.21282390949408994,-0.39549038846326234,-0.03270293907386641,0.001469,0.01,0.0,0.97,100,10,1,11
194,0.9031431585645628,-5.412424137953461,-1.501357902118694,-0.7455059602901001,-0.21327618219874844,-0.3964027695224586,-0.032783854411194004,0.001462,0.01,0.0,0.97,100,11,1,12
195,0.899673735725938,-5.419430631107339,-1.5050513587144154,-0.7474393301172549,-0.2137451044913651,-0.39744235834715874,-0.03285704690103418,0.001456,0.01,0.0,0.97,100,10,1,11
196,0.908762329414944,-5.422995011646307,-1.5067874621673043,-0.7484414589011353,-0.21390837770648868,-0.3979010695836044,-0.032913229303243384,0.001449,0.01,0.0,0.97,100,11,1,12
197,0.9145869769944841,-5.42874824670465,-1.5097164330215147,-0.7498896671468408,-0.21430596581068778,-0.3986334838396035,-0.032968898765534535,0.001443,0.01,0.0,0.97,100,10,1,11
198,0.9078719067432576,-5.431504473280706,-1.510965767122454,-0.7507517250228436,-0.2145270307772096,-0.39933151367218006,-0.033024374112475316,0.001437,0.01,0.0,0.97,100,11,1,12
199,0.9014150313709786,-5.438356595032992,-1.5145227386993365,-0.7525235298803671,-0.21501622795843964,-0.4002549335005856,-0.03307992548773069,0.001431,0.01,0.0,0.97,100,10,1,11
200,0.9126842757052946,-5.444140273042053,-1.517454122908067,-0.7539445094289312,-0.21544443787451478,-0.40099997048904895,-0.033134210138109216,0.001424,0.01,0.0,0.97,100,10,1,11
201,0.9138026840891105,-5.449836287151989,-1.5203071631990968,-0.7553454615011516,-0.21584781709958345,-0.4017042501245635,-0.033211775311975375,0.001418,0.01,0.0,0.97,100,10,1,11
202,0.906307523431563,-5.456133559908933,-1.5235610391222085,-0.7569907678469361,-0.21629923951365843,-0.40259364185047253,-0.03327528892066529,0.001412,0.01,0.0,0.97,100,10,1,11
203,0.904449625144659,-5.462625038698426,-1.5269158622921741,-0.7586870580234966,-0.2167564639896285,-0.4034688196977723,-0.03334671751376989,0.001406,0.01,0.0,0.97,100,10,1,11
204,0.9040275792482974,-5.468767408750582,-1.5301122150348543,-0.7603110168913201,-0.21718226775766222,-0.4043568058979853,-0.033397928981656784,0.0014,0.01,0.0,0.97,100,11,1,12
205,0.9121818764440996,-5.473978553790027,-1.5328074005154777,-0.7616936555281937,-0.21756970993856817,-0.4051090477551365,-0.033457897005849425,0.001395,0.01,0.0,0.97,100,11,1,12
206,0.9073532378454711,-5.480088089056643,-1.535960860100472,-0.7632504658472128,-0.2180400880116924,-0.4059471926485061,-0.03353350087786313,0.001389,0.01,0.0,0.97,100,10,1,11
207,0.9071218363743379,-5.485473366503651,-1.5388088819893753,-0.7646582478671528,-0.218441693412475,-0.4066871941184724,-0.03359185760462183,0.001383,0.01,0.0,0.97,100,11,1,12
208,0.9079900293057568,-5.491486692301061,-1.5418539631859696,-0.7661322830606037,-0.2188761262200111,-0.4074760771268566,-0.03365374497893797,0.001377,0.01,0.0,0.97,100,10,1,11
209,0.9141255643009382,-5.496992674526009,-1.5446978331902759,-0.767527636043912,-0.21930439522933975,-0.40820909389900906,-0.03371361549377942,0.001372,0.01,0.0,0.97,100,10,1,11
210,0.9160119027717409,-5.502399207990188,-1.5474207736106755,-0.7688349569028147,-0.2196946196477923,-0.4088628601269811,-0.033772039426007906,0.001366,0.01,0.0,0.97,100,10,1,11
211,0.915598843911322,-5.507766029468105,-1.5501738206627662,-0.770177483423663,-0.22009238702903197,-0.4095677715574888,-0.033828111508947344,0.00136,0.01,0.0,0.97,100,10,1,11
212,0.9059710576142819,-5.513567313697577,-1.5532310524840127,-0.7716807532411611,-0.2205481970657099,-0.41036120463801845,-0.03391122802413883,0.001355,0.01,0.0,0.97,100,11,1,12
213,0.9072611207491873,-5.519525498213693,-1.5563068904242467,-0.7731955921995769,-0.22097285679609474,-0.4111452536855004,-0.033956677847800786,0.001349,0.01,0.0,0.97,100,10,1,11
214,0.9124639343985692,-5.525023114466903,-1.5591159774168464,-0.7745453497477667,-0.2213831697572225,-0.41184714120505167,-0.03401647744287095,0.001344,0.01,0.0,0.97,100,10,1,11
215,0.9113194186869878,-5.530598378373422,-1.5619916637576696,-0.7759744633430403,-0.22181149199895872,-0.41262165923677696,-0.03408939128838405,0.001338,0.01,0.0,0.97,100,10,1,11
216,0.9088291584099724,-5.536288158008413,-1.5649235268759447,-0.7773905251470647,-0.2222446574879638,-0.41335806349695664,-0.03415688126900096,0.001333,0.01,0.0,0.97,100,10,1,11
217,0.9064672984051645,-5.5423083959131745,-1.568038537130287,-0.7789328684104027,-0.22269270139282263,-0.41416669457559907,-0.034240697987379325,0.001328,0.01,0.0,0.97,100,10,1,11
218,0.9099194360523666,-5.547930835167329,-1.5708643615944966,-0.7803118799013401,-0.22309415961512646,-0.4148581945802068,-0.0343067920150037,0.001322,0.01,0.0,0.97,100,10,1,11
219,0.9081110212880625,-5.553625469831265,-1.5738106163907737,-0.7817813623984157,-0.22350377056567072,-0.41564707827848274,-0.03434658667016519,0.001317,0.01,0.0,0.97,100,10,1,11
220,0.9061309784623681,-5.558753252670947,-1.5764696396519966,-0.7831666092787756,-0.22384045714920991,-0.41638496092816807,-0.03438689262323725,0.001312,0.01,0.0,0.97,100,11,1,12
221,0.9085290066848063,-5.556593193172492,-1.5757625321333246,-0.7833677127474421,-0.2238209748964712,-0.41659187220177113,-0.03444050595851687,0.001307,0.01,0.0,0.97,100,11,1,12
222,0.9062934218998882,-5.562344773802158,-1.5787144948091556,-0.7848056250075088,-0.22426833207374447,-0.4173522224961708,-0.03451567490479826,0.001302,0.01,0.0,0.97,100,10,1,11
223,0.9058401848202758,-5.568083063134885,-1.5816473244192537,-0.7862861466821481,-0.2246471042105979,-0.41813432981112103,-0.034552255621271705,0.001297,0.01,0.0,0.97,100,10,1,11
224,0.9134615384615384,-5.573269891967843,-1.5843375653032312,-0.7876295096561712,-0.22501854971968605,-0.4188538716966808,-0.03460415005890799,0.001292,0.01,0.0,0.97,100,10,1,11
225,0.9073144435834373,-5.578919530376914,-1.5872763849841636,-0.7891047401852418,-0.22541789364173068,-0.4196132837634127,-0.03467582806716178,0.001287,0.01,0.0,0.97,100,10,1,11
226,0.9075562835319483,-5.584572547954166,-1.590166624495361,-0.790543643305057,-0.22581924957460248,-0.4203720270686514,-0.03473434030405884,0.001282,0.01,0.0,0.97,100,10,1,11
227,0.9121162289996101,-5.589767696385302,-1.5928214545840307,-0.791847209686568,-0.22621679903231554,-0.4210416071584606,-0.03479510676384747,0.001277,0.01,0.0,0.97,100,10,1,11
228,0.9060019967172614,-5.5953875634070975,-1.5956929708872363,-0.7931995515271191,-0.2266827714434153,-0.42172518206245324,-0.03486429351905866,0.001272,0.01,0.0,0.97,100,10,1,11
229,0.9101940922533057,-5.600655150032118,-1.5983996963097793,-0.794513343331077,-0.22711092376024467,-0.4224374075988761,-0.03494230813708414,0.001267,0.01,0.0,0.97,100,10,1,11
230,0.9061063690085358,-5.603278470884047,-1.5998009381210583,-0.7954110940571598,-0.2273028194903168,-0.42302061493897164,-0.03500296302372266,0.001262,0.01,0.0,0.97,100,11,1,12
231,0.9140819904254602,-5.607445057682028,-1.6019491529415886,-0.7965221443175486,-0.22758818245330464,-0.4235973069099987,-0.035041428504355605,0.001257,0.01,0.0,0.97,100,11,1,12
232,0.9016289365967756,-5.613419788999671,-1.605004745553705,-0.7980427676146278,-0.22798803339808085,-0.4243929988299929,-0.035087044892741864,0.001253,0.01,0.0,0.97,100,10,1,11
233,0.9103963047262016,-5.618692023739291,-1.6077174652473616,-0.799397067368308,-0.22837560779082341,-0.4251061555546221,-0.035141651823573504,0.001248,0.01,0.0,0.97,100,10,1,11
234,0.9148153150111419,-5.623567748638709,-1.6101985596033346,-0.8006049923493203,-0.22873976505088833,-0.42572880250503115,-0.03519837932088067,0.001243,0.01,0.0,0.97,100,10,1,11
235,0.9020853144953132,-5.62849381031088,-1.6127229793723605,-0.8019495336068666,-0.22907473654380572,-0.42648575199896066,-0.035262562450812426,0.001239,0.01,0.0,0.97,100,11,1,12
236,0.9057219340806425,-5.634058320549669,-1.6156062637618076,-0.803417560422696,-0.22943692984813774,-0.42726124652049224,-0.035310584672493255,0.001234,0.01,0.0,0.97,100,10,1,11
237,0.9072196412221506,-5.639393838896042,-1.6183528477506453,-0.8048156137669212,-0.22979329961395686,-0.4280000330689983,-0.03535621517161722,0.001229,0.01,0.0,0.97,100,10,1,11
238,0.9134783780142799,-5.64428275625266,-1.6208568605814317,-0.8059997668575409,-0.23021620513685695,-0.4286222301787353,-0.03543602515865796,0.001225,0.01,0.0,0.97,100,10,1,11
239,0.9102439677386969,-5.649158963309935,-1.6233794858736825,-0.807286762889672,-0.23056162994397222,-0.42930175584271896,-0.03548539899647611,0.00122,0.01,0.0,0.97,100,11,1,12
240,0.9108196721311476,-5.654222156632973,-1.6259956345976094,-0.8085664159224702,-0.23094873289539333,-0.42999163186108125,-0.035546907881157074,0.001216,0.01,0.0,0.97,100,10,1,11
241,0.9194955703304248,-5.657097501132469,-1.6275529919289693,-0.8093959946318313,-0.2311463874523301,-0.43042656035589766,-0.035587080497959354,0.001212,0.01,0.0,0.97,100,11,1,12
242,0.9147973641981632,-5.6617724991618905,-1.6299261963563996,-0.8105802761529863,-0.23147037700471204,-0.4310325303814255,-0.0356261035118363,0.001207,0.01,0.0,0.97,100,10,1,11
243,0.9128994082840237,-5.666596434236785,-1.6324146895234752,-0.8118350004252793,-0.231820693037421,-0.43169066959372215,-0.03566668189649952,0.001203,0.01,0.0,0.97,100,10,1,11
244,0.9005543480092335,-5.671700116839076,-1.635102206917336,-0.8131987523624004,-0.2321921141882583,-0.4324318758880712,-0.03574942898514245,0.001198,0.01,0.0,0.97,100,11,1,12
245,0.9142249886139365,-5.676411569037978,-1.6374816427045684,-0.8143665826465961,-0.232532315249661,-0.43303269155929475,-0.03579612195626009,0.001194,0.01,0.0,0.97,100,10,1,11
246,0.9122245371546657,-5.680853775498369,-1.6397579963811386,-0.8155401562042502,-0.23283220732423193,-0.43364424086704423,-0.03583255736077598,0.00119,0.01,0.0,0.97,100,11,1,12
247,0.9138519477462634,-5.6855759506745365,-1.6421744604249657,-0.8166911594228528,-0.23322559611343605,-0.4342560764494932,-0.03591686490604468,0.001186,0.01,0.0,0.97,100,11,0,11
248,0.9096763289106735,-5.690530067894242,-1.6447061254622186,-0.8179901962146762,-0.23354290036864775,-0.43493966731493144,-0.0359579385879886,0.001181,0.01,0.0,0.97,100,10,1,11
249,0.9020040448611877,-5.696083682853855,-1.6475422790105865,-0.8194449511948276,-0.23389945223374475,-0.4357029446693184,-0.03600299879536739,0.001177,0.01,0.0,0.97,100,10,1,11
250,0.9099557186873874,-5.700836259959984,-1.6499924534696009,-0.8207034615965604,-0.2342098484651233,-0.4363721886355772,-0.03604139434786748,0.001173,0.01,0.0,0.97,100,11,1,12
251,0.9083326340521943,-5.705851931936861,-1.6525358228653868,-0.8219470079923865,-0.23457153519379723,-0.43703599764603407,-0.036100754835845794,0.001169,0.01,0.0,0.97,100,10,1,11
252,0.9098082484912315,-5.710786995775879,-1.6551057944130627,-0.8231966375170009,-0.2349716940474698,-0.4377129196795501,-0.03617407941826559,0.001165,0.01,0.0,0.97,100,10,1,11
253,0.9091818567189487,-5.7156732388460805,-1.6576154433491088,-0.8244467185278498,-0.23531533072962288,-0.43837043387429603,-0.03621704548876494,0.001161,0.01,0.0,0.97,100,10,1,11
254,0.9077849706353444,-5.719785069113278,-1.6598330508984964,-0.8256101654153593,-0.23565186752583475,-0.43903414125749163,-0.03628004274550898,0.001157,0.01,0.0,0.97,100,11,1,12
255,0.9012752090711091,-5.7252925081944275,-1.6626565145450285,-0.8270818112739298,-0.2359972434389804,-0.4398250092300405,-0.03633260355174999,0.001153,0.01,0.0,0.97,100,10,1,11
256,0.9148309557046066,-5.729725122807582,-1.6649321737604874,-0.8281879825056497,-0.23633381618814864,-0.44038675453548076,-0.03638241758139603,0.001149,0.01,0.0,0.97,100,10,1,11
257,0.9143073811931244,-5.7342371265159455,-1.6672373459709415,-0.8293224008967991,-0.23665129266939136,-0.44098205510978794,-0.03643270765728023,0.001145,0.01,0.0,0.97,100,10,1,11
258,0.9029496354758879,-5.7372217035990625,-1.668960691263162,-0.8303720520489399,-0.2369095792301967,-0.44162438904659074,-0.036484587788291147,0.001141,0.01,0.0,0.97,100,11,1,12
259,0.9128609805238415,-5.739721556213465,-1.6702962923348024,-0.8311597277305294,-0.23712084062365169,-0.4420577366992296,-0.03653411855904512,0.001137,0.01,0.0,0.97,100,11,1,12
260,0.9038201120120372,-5.744936724012548,-1.6729956162304989,-0.8324919247950321,-0.23752513555789467,-0.44279083723383,-0.03660431430923401,0.001133,0.01,0.0,0.97,100,10,1,11
261,0.9103582347467766,-5.749208078743837,-1.6752083855143032,-0.8336065567331203,-0.23783617198103726,-0.44338820382321753,-0.0366542584387296,0.001129,0.01,0.0,0.97,100,11,1,12
262,0.9049149433797177,-5.754240050562436,-1.6778006831818033,-0.8349214554034085,-0.23817021220488402,-0.44409349210640175,-0.036693395717364435,0.001125,0.01,0.0,0.97,100,10,1,11
263,0.9095026447873186,-5.7589352665792735,-1.680249289438094,-0.8361176192554519,-0.2385235318151152,-0.4447407208875084,-0.036742035553153314,0.001122,0.01,0.0,0.97,100,10,1,11
264,0.9114137680792533,-5.76353729695388,-1.6825638412542165,-0.8372807477488248,-0.23882357770887158,-0.4453304737805735,-0.03677336124717141,0.001118,0.01,0.0,0.97,100,10,1,11
265,0.9071205865003792,-5.7683773832454985,-1.6850796260372873,-0.8385505806754434,-0.23915181140853398,-0.4460027395465427,-0.036806323001790583,0.001114,0.01,0.0,0.97,100,10,1,11
266,0.9071395873247317,-5.773153518235396,-1.6875365012844967,-0.8397678973548834,-0.23950820118463637,-0.44663101791023563,-0.036865034473669435,0.00111,0.01,0.0,0.97,100,11,0,11
267,0.9071456186650082,-5.777993618945834,-1.6900185276271134,-0.8409916322357667,-0.23985247217933875,-0.4472715564960701,-0.036907961432040316,0.001107,0.01,0.0,0.97,100,10,1,11
268,0.9099741584723294,-5.782621955802488,-1.692422580032556,-0.8421382159475701,-0.24023146918742116,-0.44787997031596943,-0.036975802541085206,0.001103,0.01,0.0,0.97,100,10,1,11
269,0.9124575139083823,-5.787041162363126,-1.6946880128442372,-0.8432547044852516,-0.2405613171615939,-0.4484709047044508,-0.03703257281798125,0.001099,0.01,0.0,0.97,100,10,1,11
270,0.909965255048089,-5.791637024035878,-1.6970195460536777,-0.8444245064166251,-0.24085853100155222,-0.4490583450993499,-0.03706336104023237,0.001096,0.01,0.0,0.97,100,10,1,11
271,0.9073492620514801,-5.796382359395673,-1.699433225145894,-0.8456103350813203,-0.24118904080812625,-0.44966981295009084,-0.03710835853966137,0.001092,0.01,0.0,0.97,100,10,1,11
272,0.9092396437727702,-5.800977638739945,-1.7018185690906433,-0.846788578634143,-0.2415353004737475,-0.45028425133790395,-0.0371635456557893,0.001088,0.01,0.0,0.97,100,10,1,11
273,0.9120620857567969,-5.805362384616211,-1.70409945223787,-0.8479291799342812,-0.24185742196186658,-0.4508944370011791,-0.03721979211439159,0.001085,0.01,0.0,0.97,100,10,1,11
274,0.9033545920525096,-5.810284977695044,-1.706628632018614,-0.8492215219991871,-0.24218981219049815,-0.4515948592627549,-0.03727020837746448,0.001081,0.01,0.0,0.97,100,11,1,12
275,0.8995852433966383,-5.81541042557647,-1.7093108710872504,-0.850603534570066,-0.24252860068322762,-0.4523557879008339,-0.03731813046047096,0.001078,0.01,0.0,0.97,100,11,1,12
276,0.9169791018678861,-5.819495971003573,-1.7113748003006592,-0.8515727099568446,-0.24287043050659804,-0.45285728443508555,-0.037385411898031184,0.001074,0.01,0.0,0.97,100,10,1,11
277,0.9092304319228239,-5.824007227864627,-1.713684942309651,-0.8527026997937833,-0.24320365601365282,-0.45343646050994796,-0.03743813731016322,0.001071,0.01,0.0,0.97,100,10,1,11
278,0.9050837199919306,-5.828781806039142,-1.7161554631328815,-0.8539336486000311,-0.24354870690737607,-0.4540975775525278,-0.037493786522413315,0.001067,0.01,0.0,0.97,100,10,1,11
279,0.9195479844830494,-5.832630094994336,-1.7181068597143152,-0.8548966169928157,-0.24382687610294312,-0.4545981762348143,-0.037536642141148185,0.001064,0.01,0.0,0.97,100,10,1,11
280,0.910397804294345,-5.8370585387276135,-1.7203667475480093,-0.8560061230426436,-0.24415540686063147,-0.4551839209666428,-0.037583854632433765,0.001061,0.01,0.0,0.97,100,10,1,11
281,0.9082772918036103,-5.841560006575553,-1.7226644944921081,-0.8571829168934209,-0.24444605845018613,-0.4557909492105697,-0.03760957703877461,0.001057,0.01,0.0,0.97,100,10,1,11
282,0.9016318823965744,-5.840237304434346,-1.7224348290832516,-0.8573781466462823,-0.244447430773986,-0.45581486428661716,-0.03765485190467061,0.001054,0.01,0.0,0.97,100,11,1,12
283,0.9071213230910732,-5.84351344161448,-1.7242350929773427,-0.8583775284314189,-0.24468834709311216,-0.456353222407762,-0.03768807718031264,0.001051,0.01,0.0,0.97,100,11,1,12
284,0.9131523368306309,-5.847617752131174,-1.7263809508750996,-0.8594137690121103,-0.24502456334129633,-0.45691249619853935,-0.03775741292249444,0.001047,0.01,0.0,0.97,100,10,1,11
285,0.9057575808427447,-5.852270147704511,-1.728734165252517,-0.8605659456533197,-0.24535941371056483,-0.45750102304679524,-0.03780835420287718,0.001044,0.01,0.0,0.97,100,10,1,11
286,0.9095159101191373,-5.8566612391995845,-1.7310269529838673,-0.8617129648101242,-0.24567757067867238,-0.4580948685246815,-0.037863445699298864,0.001041,0.01,0.0,0.97,100,10,1,11
287,0.9040004027251065,-5.861352532141208,-1.733497031072384,-0.8629615272896235,-0.24600131430687064,-0.45877370441897736,-0.03790042378636444,0.001037,0.01,0.0,0.97,100,10,1,11
288,0.9083441050411593,-5.865712286226219,-1.7357534412473283,-0.8640668140896121,-0.24631959318006794,-0.45934673291950323,-0.037952472883336405,0.001034,0.01,0.0,0.97,100,10,1,11
289,0.9120845921450151,-5.869150496144248,-1.7375697936367493,-0.8650283479517406,-0.24657263065594345,-0.45989197286835903,-0.03800230049976664,0.001031,0.01,0.0,0.97,100,11,1,12
290,0.908202696545789,-5.8732413002302275,-1.7396528338957575,-0.8660796234950513,-0.2468582464012072,-0.46046188958788437,-0.038041385021954845,0.001028,0.01,0.0,0.97,100,11,1,12
